,fold-change control mujer case1 lung,fold-change control mujer case1 heart,fold-change control hombre case2 lung,fold-change control hombre case2 jejunum,fold-change control hombre case2 heart,fold-change control hombre case3 lung,fold-change control hombre case3 heart,fold-change control mujer case4 lung,fold-change control mujer case4 heart,fold-change control mujer case4 liver,fold-change control mujer case4 kidney,fold-change control mujer case4 bowel,fold-change control hombre case5 lung,fold-change control hombre case5 fat,fold-change control hombre case5 skin,fold-change control hombre case5 bowel,fold-change control hombre case5 liver,fold-change control hombre case5 kidney,fold-change control hombre case5 heart,fold-change control hombre case5 marrow,fold-change control hombre case6 lung,fold-change control mujer case7 lung,fold-change control hombre case8 lung,fold-change control hombre case8 liver,fold-change control hombre case8 bowel,fold-change control hombre case8 heart,fold-change control mujer case9 lung,fold-change control mujer case10 lung,fold-change control mujer case10 liver,fold-change control hombre case11 lung,fold-change control hombre case11 kidney,fold-change control hombre case11 bowel,fold-change control mujer case12 liver,fold-change control hombre caseA lung,fold-change control hombre caseB lung,fold-change control hombre caseC lung,fold-change control hombre caseF lung,fold-change control hombre caseE lung,fold-change control hombre caseG lung,fold-change control hombre caseH lung,fold-change control hombre caseI lung,fold-change control mujer caseD lung,fold-change control mujer caseJ lung,fold-change control mujer caseP1 placenta,fold-change control mujer caseP2 placenta,fold-change control hombre caseP3 placenta,fold-change control hombre caseP4 placenta
SPR,1.366258611878354,2.5508019424589126,0.17678840956411948,2.083778768236299,1.7471412723625084,-0.86421378671409,-0.008920721380183386,inf,0.23485600558667702,3.1608554241428917,,-1.1096735182378201,-0.3156759651584116,inf,-1.0248217178976844,0.06262211663974017,-0.17925563759748672,0.2069269990091688,-1.3147706082539738,inf,5.962374452526834,-0.7499372563878769,0.6230547119733657,2.579736262898715,2.070722615410852,0.37863861992549497,-1.3328217511925913,2.9323570553153853,1.897821018309105,1.3521190680444093,3.14632023430502,2.8839156887915887,inf,-0.828348475738367,1.089034493687795,0.8764537949887962,-1.2374934070940058,1.678139966959708,-0.11975462584882668,-1.876328504640183,inf,0.045378206722963506,0.07906133297925268,inf,-5.133765324748729,-1.793037643851346,-3.629717102730236
TAT,inf,inf,inf,0.4989015527284831,inf,inf,-0.45629441313806673,0,0,inf,,inf,-2.845504410369582,inf,inf,inf,5.339154955306711,inf,inf,0.9452770185403327,10.045166502658155,inf,-1.5393372515592083,9.689507127722223,inf,inf,inf,inf,inf,-0.6167590853313146,5.43591213671334,inf,inf,8.133668768641451,3.6416608019299113,1.1660456973971152,inf,inf,inf,3.320153993376657,6.783636232478042,0,inf,inf,0,inf,inf
TH,0,0,0,0,0,0,0,0,0,0,inf,0,0,0,0,inf,0,inf,0,0,inf,inf,0,0,0,0,inf,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,inf,inf
TPH1,-2.7263333250085777,inf,0.23796083426500378,inf,inf,-2.0701822898774522,inf,1.0489603878167229,inf,inf,inf,2.4788711635770992,-0.6071628621594843,inf,-1.3315146873759485,-1.9221427579511619,inf,inf,-0.6214635777322381,1.0859577408199552,8.637737042651105,4.351580930022476,1.7584319879760955,2.010008887586657,1.5009952400987985,inf,1.1874662759432384,inf,8.164437605236662,1.1217634462876636,5.161555359714119,inf,inf,inf,2.367304024930687,0.3067264196767344,-2.2222582816849066,0.8860201703112012,inf,1.1389066207689176,inf,inf,1.1757529184644928,inf,0.4779370780534481,0.22219748155775268,inf
TPH2,0,0,0,0,0,0,0,0,0,inf,,0,0,0,0,0,0,0,0,0,inf,inf,0,0,inf,0,inf,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0,0,0
TYMS,-1.0204666146588957,inf,1.0356750986635046,inf,inf,1.4078620896446021,-0.922793610924713,4.518485405478794,inf,inf,,-0.8844938329255697,1.0007580474121043,inf,-0.9386946074422137,-2.3366776000750313,inf,inf,-0.7140703249687428,2.9193504121396696,5.792728250348061,0.6206992862513605,-0.14625435890690539,-0.4045259545372129,inf,inf,-0.2885347674597738,inf,5.8010726087339926,-0.25771209559820957,1.1620580168690895,-0.3733650230507534,inf,inf,-1.6321933179143393,0.21411967244023186,-0.4668681223664659,inf,-0.10401684328475666,0.5317267007026492,1.450888423580225,0.9486297971478515,0.3973504226829824,0.7230368405822342,0.8964997392210448,0.8955455403875502,-1.029016819445008
UAP1L1,-2.426056680786201,-1.978977064346067,-0.7291431680457028,-2.428268725336334,-1.5425137998736775,-0.8886122068840372,-4.383464691202885,2.3584733026553426,-3.968992975773446,3.463966431502654,inf,-5.39152501159922,0.08682630085045183,0.1686664170508909,-1.1263471933139673,-2.1826388362379965,-3.231871512532824,-1.8456888759261671,-2.1868142375474906,-3.5668557602456383,4.42800958096983,0.041587472813757756,-1.64045737245176,-2.642804613478937,inf,-1.8439022564521568,-1.8103491576934032,-2.5326323712057945,3.6159695249477113,-1.477455919626767,0.5087418586485248,-3.6116436819924775,5.200932025668868,inf,0.7733842129186617,-1.7611245806676992,-2.017090787622931,-0.06635361261330114,-1.7573330015053243,-0.7065519582390771,inf,inf,0.627284838175544,-1.3814587721531244,-1.8869888583894996,-1.0386387346632011,-1.2229013590282816
ADSS,-0.6502588116374927,-2.1148322177687557,0.4982817784243869,0.45138029818357844,-5.170659416552469,0.7877750321078096,-2.7892178865452197,-0.5479000046445758,inf,inf,,-1.439917323771564,0.2843056041637691,0.3478757224297112,-0.8982282874542041,-0.11034473477568599,-2.3156966129878005,-1.2514420712685075,-0.8096655545567576,-0.30018361361647994,2.5384114071022417,-0.7893891484450593,0.7610416340643321,-0.14166721321275402,-1.1652540335303718,-1.0797304503521818,-0.15117614163579587,-0.5302914518416985,0.4801143715250223,0.48396385008379456,0.9103435853637915,0.6119597427447961,inf,-2.2867175460160367,1.8633261802003958,-1.3595228539524316,-1.447934963928094,-0.12815240673827316,-0.07562335559732179,0.1888643811391546,-0.8712153358164737,inf,0.0149916408098669,-0.2751847294660623,0.2173975359769994,1.1402303525697481,0.06166094649677154
ADSSL1,-2.5396627331731625,1.2619881422726469,1.1967897713654225,-0.5390923116414144,5.464120195369412,1.021865136797157,4.880751153838961,-0.2585424858535108,1.9811467589639686,5.1199691374002105,,-2.5655973042593465,2.052553573159294,inf,2.1902504441156228,2.147110168842908,1.6573049011620948,2.62845003848991,4.42868052611413,0.9072831541704385,7.858006421996338,0.9608040888701943,-0.1252625748884576,2.8313343009371383,0.3223206534492817,4.537127253572439,-1.3335578818800413,-1.6349183647632497,5.026859733008735,0.2018429251091698,3.3979182723434422,0.8624952324235997,inf,inf,2.9255950324473767,0.1280518330272177,-0.8159703676132689,3.0292736785490533,3.1318434121895984,3.867122629727913,2.6867486790545776,inf,-2.1317499552057457,0.8271175493709131,-1.4652610330160476,2.9527922132994857,1.9072831541704376
ALPI,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,inf,0,0,0,0,inf,inf,0,0,inf,0,0,0,inf,inf,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPL,-2.0185963586091717,-0.429201285092417,-1.0930580457776156,-6.6579165289440745,-2.9945540248178664,-1.7384723590498146,-3.443187493368313,2.2652809777522758,-1.7671404999401017,1.6214247879775443,,-5.649104154403166,-0.8311552869108055,inf,-5.307085396440763,-4.8977134670159765,-3.461519316140569,-4.07533667953391,-2.7896793647394484,-2.6265785624110687,2.39235309852889,-0.47859984166770875,-0.39269014895022375,-1.480134994307916,-5.796503563853379,-3.4885875593387405,-2.0192505451298683,1.1412584772680041,0.3583903821437573,-1.6865566718120455,-3.720905944959216,-6.256328984879063,inf,-0.940687152839132,-1.4276944384923045,-1.5984549614966768,-0.11036614949937902,-0.6565911314775071,0.82037411694454,0.569328271379937,-3.432075538248082,-2.0790149301635386,-0.13844120829873532,-4.761703463346549,-7.673195960914076,-5.492721472984262,inf
ALPP,4.13262936825537,inf,-0.15373189710407986,inf,inf,-2.5147368356321613,inf,1.292498618024719,inf,inf,,inf,-1.4233274340106083,inf,-0.7760692331306599,inf,inf,inf,inf,inf,8.130295556352296,4.187409262337745,0.3198757863029284,inf,1.056440694344087,inf,2.426771172083119,3.199915705115576,6.407975835444657,-0.9206329088064071,3.1320383132382497,inf,inf,inf,4.1451419005124235,inf,inf,3.0264281252776457,4.035888454526715,inf,inf,inf,1.419291148672489,4.208172540082127,7.763430853333881,10.302465844866067,5.570320097003759
ALPPL2,inf,inf,0,0,0,0,0,inf,inf,inf,,inf,0,0,0,0,0,0,0,0,inf,2.985506354145237,inf,0,0,0,0.974042715044166,inf,8.992938336165809,0,inf,0,10.992938336165814,0,0,0,0,0,0,0,0,inf,inf,inf,3.3064378089825963,inf,inf
AMPD1,0,0,inf,0,0,inf,0,0,0,0,,0,inf,0,0,0,0,0,0,0,inf,inf,0,0,0,0,inf,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATIC,-0.5167898272066842,-3.28861688203395,0.4793942269345622,0.020775885539982938,-1.3602557296922644,-0.3069014022131426,-2.5193825810477253,2.0488334849674588,-1.0187656667062184,3.1543266138147694,,-0.3792367343997346,-0.3191401946128676,inf,-2.0878246005940007,-0.41541826533542514,-2.0198660989573627,-3.44103838440831,-0.8252324679215111,-0.32931525456303584,3.9866139577807047,-0.8067139866782843,-0.49842137885573096,-0.33126352635255607,0.08572224471580597,-0.6843642627708241,-0.8312046503393532,-0.1870009960601939,inf,-0.05219991038394699,0.2353204450537442,0.6633715291087884,4.891292207980983,inf,1.0733373257698346,-1.0345459942624784,-1.2130334485399856,-1.1922178377942205,-0.545327587929861,-0.3543688866153432,-1.797777243122481,-3.131075605047474,-0.15879302345532875,0.4918337557163066,-0.04220525376980584,1.2287590925932659,-0.7230936344700732
ENPP1,-0.6510246704517701,2.8757606981643518,-2.0016631046604685,-0.5384610337422433,-1.4600610303371901,0.644458165595966,inf,1.0333019751508297,-0.43618330815039186,inf,inf,0.14128465602384194,-0.41499036841963965,inf,0.07540450459486484,-1.3632204725352992,-0.9270263216598948,1.6290813163890767,-0.06254129231637287,inf,8.40792554409734,2.955752109222028,1.3500328777559578,4.639320500893923,-0.26201056937270123,0.6308679358630935,0.756822163783361,-0.7716363184713186,6.148779192570766,-1.8486798849417596,3.620941971579065,1.0855189316592206,inf,0.42388084019923666,0.019335714738030932,0.5437206102052373,-3.985264091156407,-0.8769856391602988,1.7174371908099266,2.375900811297411,2.517454955511438,1.7113738802634695,1.9674494278562027,7.233672793465257,7.006270960692897,7.274844454225576,4.767170456039246
ENTPD5,-0.935807014101697,-1.5863712729578012,0.4477354552878521,-1.2961032618999597,-2.44009567983136,-0.003754196299075469,-1.7367260549367523,-0.7849738061966016,-0.9914246836640217,4.271609722169763,inf,-1.9989192202109485,-0.41225003427432744,inf,-1.4895926456204551,-0.7109869065299546,-0.9070609711540591,-1.1989502396600422,-3.0425759418105427,0.043356999995379626,5.9600240551371435,1.4373401452198538,-0.5858381660212167,3.311362547979445,0.21738639977042648,inf,0.17610040969712482,1.009357983974658,6.008575316335973,-0.5166508249229778,2.4185149007484483,0.4680543615497568,7.5935378170571255,0.028808691426221496,0.3612291601312261,-2.436314039288927,-2.0584081450420553,0.3129047127878437,0.26791725801453414,-1.0191713374755966,-0.8776171932615726,inf,0.47932224820111174,1.1275064840703646,0.3562411479118942,0.7603411000218482,-1.3575224362868052
ENTPD6,-0.7761964699545525,-3.6076177321776797,0.6233088487892389,-1.030641964571042,0.909560744913987,0.17182506592472954,0.789455782387713,1.8143661450353967,0.9043082703481999,1.2503632629498838,,-2.4352031787096706,0.9185239862646781,-0.13414654032490328,-1.614715803845845,-0.7692447596143895,-4.534684469908627,-1.3411469112443657,0.32980055943489056,-2.2847062169002834,3.2179756355725107,-0.5506843599505576,-0.3046114414857462,-1.360655070133582,-0.8696687176214427,0.8976789055304953,-1.5891977938434823,-0.6923899450555363,1.5722913578372482,0.16589579855811482,-0.20910859800611867,0.6705058613528773,inf,-3.183777308049506,2.1930372800139533,-1.2565826159858955,-2.8924825212640526,0.8372843074783262,1.187781554562461,0.3532051637698333,-3.0902031927373,-3.4500764551912035,-0.7534283162124844,-0.47589390748351457,-1.1682770677756402,0.6291225032805058,-2.2847062169002834
GCH1,0.703145313629111,-2.3887624735079447,-0.917920035000423,-3.476051004251469,inf,-0.867218565641559,-4.431246970118025,-0.9092931016341022,inf,inf,,-3.216347920039938,-0.7700679787162669,inf,-3.447147966635521,-4.452813536489581,-3.2796537914479695,-3.893471154841306,-4.152134356270656,-3.029675538439619,3.5392133075437275,1.271599436846697,0.4947205465777987,2.142303121770666,-1.6146380391607758,inf,-0.817140673093909,-0.17469336191139048,2.791146616506983,-0.08597059792624898,-0.5390404202666153,-2.489500959465302,inf,-1.3437841288676857,0.7541710862002983,2.43902065386075,0.12154005769281646,-0.22961310894837006,-1.4831871855330976,0.4827049601466388,-1.8351725142766397,-1.2312211965214641,-0.19753807026517636,-0.4114093891752883,0.021751434175132162,-2.8934357977018226,-2.9227603345231086
GCHFR,-0.6749911993353439,inf,0.1724246666216888,inf,inf,-0.17337032284377152,-1.3212491528758044,inf,inf,inf,,inf,-0.967269916842996,inf,-0.7521876486721465,-0.9277782199685148,inf,inf,inf,inf,-2.195382799324117,2.5132202553929046,-0.8414337374489029,1.0043734255693038,inf,inf,-0.9020493250280592,-0.41241304237767423,inf,inf,inf,inf,inf,0.18125118765337833,-0.22329393780782247,-0.6989090423406188,-3.22789374370226,1.4653472090150041,inf,inf,inf,inf,1.8773517290706434,inf,0.5714156669511806,inf,-2.6201174393384914
GMPR,-0.4183413548683291,2.0167827142263555,-0.27008157433243724,-0.08852343024832937,2.925336320962011,0.963327020944997,1.441707431055364,0.2332176802663988,3.962061113411161,inf,,-0.17337281169034474,0.6254514269214505,inf,-1.3815484875197408,-2.3872140573737997,-1.2140543123321892,-1.8278716757255256,0.7208200449027307,3.123386781926499,5.173602690757493,1.3109561645925747,1.040364060221278,-0.04002491255713726,-1.5490385600449954,1.928802445911957,0.2805127396577949,1.7003444761465019,6.196691804241287,1.075161293022547,inf,1.5760985196504735,inf,inf,1.0542358189530991,0.8416551202541005,-1.9503639869413385,0.8359863701674071,2.6528016214740795,0.08887282062512337,-0.7695730351608571,inf,1.6230446167479673,0.1290653786451179,0.8994229073626991,-0.5073373422314799,-1.664515777464932
GMPR2,-0.04201832297048633,-0.5860959582327094,0.6405540005173589,0.481624292456511,-0.7619037990257969,0.8680020561736539,0.07896934961874008,-1.52166408563771,-0.6276421703001708,inf,inf,-0.06004445015000125,0.46498548601768336,inf,-0.004045842757295515,-0.4020288353901122,-4.228869090348498,-0.6727614522995317,-0.4383846424487562,-0.3939283366189998,4.780940486824822,-0.15901538671816126,0.2931375886722837,-1.054839690573453,0.1365863800797834,-0.0860123321043568,-0.578648474533976,-0.12400511568987381,1.423888130339911,0.6109899204793519,1.9711758994701496,0.3686386636917707,inf,-1.8779619284893714,1.0394210409367852,-0.9507672364257662,-1.0391793464014287,0.9910965935934071,2.0530243427366113,1.3219855560523912,-0.7843878131771674,inf,0.43520344356774376,-0.9246828989478216,0.17434045607117446,2.107854274666425,-0.1874774591515711
GMPS,-0.5579317067469425,-0.9490055848859146,0.2889847272615665,-0.7697037274163976,-2.369375629123984,0.015470503032072015,-1.402971598395585,2.0477394801975106,-1.39513493859505,inf,,-0.6611138139979669,0.41795138878190785,inf,-0.8446365007849894,-0.5588392564787361,-3.1582690153340485,-2.035120784561183,-0.44578707943558177,-0.17132516815949758,2.99910800300226,-0.03403091197158198,0.6774413670455509,-2.569202116280159,0.47637308790962196,-0.6003747578110662,-0.8631514374497931,0.11234196788176275,3.0244526276615935,-0.13573543753168218,-0.41765564415269535,0.9538119115359759,inf,-2.0703962593087173,1.4699170610376189,-1.5720448660489874,-0.8241893620518037,-0.1696288774986002,-0.3618024094191797,0.7296206183444128,-1.9768221439965148,-3.1133924027867934,-1.1411098211946529,-0.4632645249397048,0.005337491026321646,1.0605465981381434,-0.801375558409192
GPHN,-0.4910984806653629,0.09662015638042519,0.14605895625738421,0.004018136947477869,-1.5805468723699039,-0.10554764762347993,-0.555249152587933,0.34162427461724115,-0.11452320914682401,inf,,-0.31592779087272216,0.524315063654952,inf,-0.46011883671668985,-0.851438099068496,-0.8775871622502852,-2.0763670263647858,0.47232469426347284,-2.212571409963098,3.488215605244753,0.8595652880182356,0.5901088109492145,1.4484453309698109,-1.0605683165180493,0.925419593109227,-0.6336824167197261,0.8068174535828347,2.9546011515079904,0.3691388448675771,1.2780637082099102,0.6171097862062025,4.954601151507995,-1.1116425011123199,1.805740468313841,0.7451628630598943,-0.9358249317468043,-0.4125089804718537,1.070882537109631,0.06276989132230827,-1.6030308865212737,-2.0677666615204613,-0.2971179410979672,0.8790906685115748,-0.4368065655997628,0.29128851635492997,-2.038542010188049
GUK1,-0.2601532373097112,-0.41682632519782703,0.6503545658388958,0.38628916316855794,0.28816375399448924,0.5852722727712584,0.021448956793386438,0.07502677113184897,-0.9165609890519473,2.1681361755233315,inf,-1.6429611482200879,0.9191811961653802,-1.4925091254106084,-0.41668504040716625,-0.5743537037062746,-1.035066059866762,-0.7519769162242079,-0.15081777570181382,0.0007873877887409095,2.9093347768514355,-0.7926738949468798,0.422575866007782,0.4509073462230266,-0.37005030757957397,0.03408101219436884,-1.6910879687360525,-0.23574591484506896,1.7795708876056793,0.4820128003323031,0.9350291574373577,0.11949819832477729,1.9051017696895398,0.15829982500588502,2.233224071418525,1.116858687978826,-0.7614602656108315,1.156993627505264,1.9738088788119346,1.8528235738116972,-0.4485657778230079,-3.1172660433389123,0.43997903897438606,-0.7396251525018218,-0.9853998061009065,0.7280239315287237,-0.5490926537769741
IBSP,0,0,inf,inf,inf,inf,inf,0,0,0,,0,5.397683932528579,inf,inf,inf,inf,inf,1.741336798570657,3.4487581171228445,9.964055151099076,inf,inf,inf,inf,inf,inf,0,inf,2.0215868622081503,inf,inf,0,inf,inf,inf,inf,inf,inf,inf,5.643261141285827,0,0,0,inf,4.902634343115635,1.7483183989817546
IMPDH1,-1.0264344508612553,-0.4527459344576187,1.0975703702709947,-2.235118675924102,-1.0571829989681374,0.21061516770709052,-0.412707063127101,-1.0472771440275523,-3.7646899407723584,inf,inf,-1.6636600205411105,0.7923923711332882,-1.445538455594477,-1.013570560365755,-0.9603424411662465,-1.6761513837358861,-2.1379656536841845,0.05403255389603768,1.0186117119453584,4.1947686895073915,-1.1509815949326168,-0.4659894754049667,-1.6720469854031543,-0.01113563144870033,-1.0657897063187656,-1.2958675933935393,-1.2463752566803874,0.8202725599487984,0.0944942847236786,-0.10546301399685025,-1.833531131859089,inf,-2.495169223319073,1.623847607276737,-0.2878666120627287,-0.6948607890457668,0.2914271385717315,0.913864344711552,0.8144027523971915,-0.8166326072857147,inf,0.8088677966765486,-0.9441492127435323,-2.13654011962316,-0.3774458296944376,-1.8371062316736448
IMPDH2,-0.5467105098479792,-3.0779347775511874,-0.12673934326581063,0.0640884795137936,-1.8729415576507633,-0.6978037411537419,-2.4013022186719386,-0.8435779035138764,-1.4150113944414011,inf,,-0.3407356052996521,-0.8155908865150397,-0.30860272905545566,-0.2916723331055826,-0.26432284573167786,-4.7091406586391775,-2.322958022032525,-1.1076900351294572,-0.37169956438049284,2.9113215399268073,-0.4122234967273734,-0.7403566191976455,-0.7981456646979272,-1.722196811464632,-1.861739783921211,-0.8160454862624401,0.17489373263428057,1.83893990662995,-0.7903744253184022,-1.9685272874578283,-0.6294812094615323,3.1019743124637467,-2.9431959975012165,0.9921088799222105,-0.4658042228771254,-1.4575231655489096,0.428362865110749,0.11117268923005304,0.21827733922591977,-1.149182164047917,-1.920393500564705,0.4590644625333117,0.10335044469625522,-0.3956670483064264,0.15617724305606878,-0.7903683141062098
ITPA,0.7875531524932599,-0.03173653914105599,1.0388015259500993,-0.25338186468403834,-1.5900193605578334,1.7911494404179031,-2.7935403312717484,5.354623428341299,0.5632100501527235,inf,,1.2561552317468865,0.6777936529070338,0.7585907769820349,0.9979135942683589,0.12349255769255026,-2.6419471526016873,-0.670802015273875,-0.09939021814553377,-2.391968899593346,4.781339559244318,1.1789468628922777,0.4171726805433057,1.5320822471733593,-1.9769314003144989,-0.6690153957998621,0.5794048820097504,-0.2392839386182963,inf,0.898906062005406,1.683628719300821,0.1482056793809749,inf,inf,-0.11062261548261042,-1.1712002207365573,0.20670567351031288,1.2154484519555087,-0.5824461408530259,0.6609799803556177,1.9724591260119535,inf,0.8964534582679164,1.379813622753897,1.428049192371162,1.0683399629509458,-0.18551802212591684
MOCS1,-1.733108815451196,-3.415821719040831,0.32460406448534335,-0.9189002496403724,0.20389387312312462,-0.03693432327628531,-0.7586189980869943,1.0970706543704576,-0.7200744889595598,0.44215927608673383,inf,-3.021014744236377,1.2072890692448024,inf,-0.18955749388333631,-0.780185564458549,-3.3074655375580315,-1.1139279788937648,0.878947586672853,inf,5.5826975793460685,-1.2334228570738899,-0.059111202852162134,0.8665638622170206,-0.3205216903834754,0.12489783788109896,-1.5569022641772547,-3.2762453136169136,1.1791248702529469,0.27763689718409323,2.4331478336233228,0.7557057888310506,inf,-2.956558375698905,2.366816953403093,0.8637211124481947,-1.1177757936109574,0.20200676357886352,2.395891663965359,1.8283516095640207,-0.8629842603866958,inf,-1.3501281978819224,0.4860218098966922,-1.0117701075008947,2.184686888499712,-1.9505720806331703
MOCS2,0.4860135041849629,0.5557092919843419,-0.09414423532949392,0.1991328341464211,-1.9855015682823285,-0.8666099274236155,-1.6780606197188592,-2.424252954779112,-1.5718101431929685,inf,,0.26869222681505656,-0.532172158804196,-1.373857024908663,-0.5156243749778437,-0.6256266046466383,-4.774394954492385,-2.803249817164573,-0.8742860154181483,-2.2024886065966744,2.808001746553889,0.2645315221326169,0.31839220218550474,-1.0154030539961822,1.4452096494724405,-0.21650069696940394,-0.23477943033767049,1.4689336757560472,3.691224262640824,-1.2671648150244057,0.7735733387465694,1.5600783937140879,inf,inf,0.4198945953491255,-0.0557205091836692,-2.0777452218254306,-2.139391771271638,0.5581245516626921,0.482728488851797,-2.3299136773210605,-1.7461810496664723,-0.2974604241313434,0.6458009259510002,0.6980775108621331,0.7610671094695857,-0.49693596506193594
NME7,0.06246980662143549,-1.7443586381255038,0.06319344228875257,-0.07548228956215108,-3.219474707493545,-0.11911318013393912,-0.931142581877778,-1.6799267655305081,0.6687496281824611,inf,,-1.3495516633210478,-0.02545503004177248,0.71409793076748,-0.6840091725614857,-0.8595997438578643,-0.8790850767586413,-3.300257362209586,-0.9739580629177783,-1.4364617458079003,5.288355228351805,1.6637032021842528,0.4582873946608989,0.48758940095880277,0.43800737210823937,-1.128545741293261,0.5263554771512935,0.253603161879477,5.3100195698055686,-0.32018380654275297,1.054173372365105,1.4729466428321387,inf,inf,0.7193536562189737,-0.40833814489351256,-1.4967502548691751,1.5335256851256607,0.5954534342688599,1.2014496348622166,inf,inf,-0.553134234882738,-0.2539761960284312,-1.0483842835526958,-0.4928670830124978,-0.2789204688214219
NUDT16,-1.705304806923538,-2.4298297129839344,-0.3516760860360345,-0.2349006253329326,-1.640579765636372,-1.7832843017498066,-1.4558301466342265,0.20806902149438566,-0.1599784976562013,inf,inf,-1.1739991513282895,-0.7681973030068228,inf,-1.6620623552558764,-1.595578139354099,-4.195007898209411,-3.586432840266305,-2.777981845837113,-3.5299921459222245,2.798966212424036,-1.6129011818749892,-2.3304576267852246,-3.020978498434364,-0.9450296452010676,-2.222076141407585,-2.4278673987414496,-1.1812397822102785,1.6796900491396005,-2.4069638346758175,-0.13246643214069834,-1.1485153129669625,1.9427244549733944,-3.844100736350288,0.07328223307587249,-2.0612959536218507,-2.428817232289383,-1.823039120822455,0.9519559547895873,-0.2102567252783596,-1.635049403618147,inf,-0.6085549194914729,-2.3198431154278873,-1.9737887680596715,-1.8111725557742624,-2.7385787677336397
SUOX,-0.6621681269788651,-0.4565461800362687,-0.01702327074712114,-0.7100743136280685,0.1232131919404506,0.14861510234781689,-0.9648305613535303,3.791107516614495,-1.446562091463648,inf,,-0.6991691258471026,0.5472970396357196,inf,-2.0962087752909655,-1.5713596284462417,inf,-1.5425319634967498,-1.9711201663684068,inf,5.976188400403673,0.9874647066457135,-1.4265863256582365,1.2453147996716407,0.7363011521837783,-0.21881724913536837,-0.44201141474763794,0.8958760937341785,5.460328504144871,-0.7121738665063317,0.8118987710779464,0.7789760716872846,inf,-2.162769938965441,0.8921165542106559,inf,-1.7645599482634742,-1.4636364183249713,-0.4541760890759028,-1.2107499678672549,-1.0691958236532375,inf,-1.8502842775146597,0.7224247924029922,-0.24002200179936742,1.4841866048246566,-1.379176065236154
THY1,-0.2742938212224713,inf,0.2273578778495299,1.2039111643236369,inf,-0.4440395296657134,-3.9476820143464173,1.5362422101897808,inf,inf,,3.6182296825298423,0.5344877925587744,-0.9805134068137933,0.2588094104725307,1.9106749672902728,-2.0591232415101532,-0.6729406049034947,-1.0311394798837539,-4.131073083389174,5.163393929781518,1.9461742201861991,-0.35939551116496654,inf,1.1908550114981915,inf,0.4961750979569356,-0.5430919839400603,5.959841722972047,-1.6964895957901818,2.0600017529249253,1.801418918363907,inf,0.42928744409890285,1.735235701442721,1.177158436717952,-0.9798574872567346,inf,-0.9065128253700105,-0.270769281382609,1.3113574542174036,-1.1780033074763447,1.8556798187799477,2.9720155469445326,3.0486762075303737,1.514922067428215,1.5083372013543621
TPMT,-0.006427339038742635,inf,0.38384848245366243,0.11657340596428113,-1.9570296840757198,0.1489821507234799,-0.46011093664854164,-1.7446595088354566,0.46075983389727904,inf,,-0.52119961054251,0.7579514452902676,inf,-2.1764516513071306,-0.06664000374124922,-3.0089574761195736,-1.0378123387917613,0.0571614143935983,-1.7589792231112285,3.932219383784486,0.7577432092041074,1.0040005480540997,1.7500344243766293,0.8259832776099301,-0.4510632185965903,-0.6456047273502274,0.11169240183972853,2.785855207863324,0.3540457152354828,1.7316558950617755,1.1031234507504462,inf,inf,1.9374045602783423,-0.9532480435332893,-0.31230774345261897,-0.9589167936199824,1.6355060363502414,0.29396965683773146,-0.564476198948249,-0.06658760372281763,0.11909861597851762,1.0305561068722393,-0.8113458195899416,-0.6191728673532402,-2.137490846364959
TYR,0,0,0,0,0,0,0,0,0,0,,0,0,0,inf,0,0,0,0,0,inf,inf,inf,0,0,0,inf,0,inf,inf,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
