,fold-change Series1,fold-change Series2,fold-change Series5,fold-change Series6,fold-change Series7,fold-change Series9 NHBE_IFNB_4h,fold-change Series9 NHBE_IFNB_6h,fold-change Series9 NHBE_IFNB_12h,fold-change Series15,fold-change Series16 A549-ACE2_SARS-CoV-2,fold-change Series16 A549-ACE2_SARS-CoV-2_Rux
MTHFD1,0.14392564648244163,0.10510794633598682,-0.2751167073454593,-0.047587083958426105,-0.2746499743872093,0.06917932892438655,-0.01293422993221868,-0.14838599222931012,0.450176362982359,-0.40936238014486576,-0.026241938340986988
MTHFD1L,0.15181541180891323,0.06204011430469917,1.3235804269617233,0.38187324989002186,0.9839257013557258,0.5604179650484562,0.7879058793514033,0.5989550600048709,-0.8072067428176498,1.5892941589884308,1.4488853311634313
PAH,0,0,0,4.328760843447291,0.9041201217355161,0,0,0,0,inf,inf
PCBD1,-0.10937903008480655,0.12012493991725312,-0.2462353996175407,-0.0074834430925651675,-0.12024092482702892,0.07858009687140656,-0.28418432336301563,-0.6073110677348099,1.5786316580409478,0.18996845740733648,0.2692791747799988
PCBD2,0.12113943557387305,-0.06728794042216932,0.8508059382257889,0.07148196124272982,-0.03232531746320315,-0.03954268063882895,0.1987281592359659,-0.09955842087450138,-0.5997273352464915,0.16845809594742045,0.5008902225124934
PTS,0.09133322165058108,0.07600037413083817,0.44077667950865346,0.7626402368800667,0.1677061240966801,0.07566245936952098,0.24828145413518576,0.1671079704883234,1.185806013573257,1.3715096705421916,1.4695384414766655
QDPR,-0.09262613445620765,-0.053748139405000214,-0.09001053799922251,-0.6498693147013117,-0.15576141230173116,-0.12490859158521134,-0.1606831558733282,-0.08131959428716652,-0.6720144241984615,-0.46962134748341505,-0.1775407649580385
SHMT1,-0.2089053371495829,-0.0051078840409429045,-0.8525901463706027,-0.6398148200096371,-0.9748128106892794,-0.33514255319002095,-0.424981115604139,-0.3770609288356493,inf,-0.6079093427775955,-0.36591403537491596
SHMT2,0.19292575229915135,0.0007143038993211433,0.5025848984261854,-0.16979394822464425,0.8473818530511276,0.5437505251353406,0.3959671695491927,0.21760530219950214,0.19290804015209972,0.45402174310731674,0.4375851232306771
SORD,0.038174826882660634,0.11865930308250568,-0.3172006086753154,0.15909983664761823,-0.060102568394920765,0.25651240687216076,0.7139797929076063,0.4725045168885073,0.833261712735768,-0.002488955315512732,-0.11472451139123517
SPR,-0.1308513308299407,-0.03311268072005145,-0.7377382263793798,-0.11524141978160345,-0.5354716502490863,-0.30566098588371704,-0.20946334405401484,-0.05222527038494594,0.4334371353311988,-0.1637657801695337,-0.001640925989502793
TAT,-2.4396832552875796,0.102990534725445,-4.646331160029761,1.897198618291234,inf,inf,inf,0,inf,4.049821126133188,4.029461017461137
TH,-0.8494712777717778,0,0,0,0.022331937907983518,0.26717747931832053,-0.07835945191838052,-0.21790967836931163,inf,0,0
TPH1,-3.672062530086825,2.8908352291790402,1.097822773118138,3.287670805923217,-0.5193907320935989,-0.8884643675108058,0.6821037521133909,inf,inf,3.74458404163139,2.3632795960469086
TPH2,inf,0,0,inf,0,0,0,0,inf,4.672457090374188,5.464149949991007
TYMS,-0.16373496676857255,0.0515851459292062,-0.56629248602809,-0.08939329981703932,-0.633706151400935,0.7096657980294979,0.47390586774344956,0.18057413249741566,inf,-0.09647181838682391,0.23027537168766435
UAP1L1,-0.2346878138375616,-0.6354841923184563,0.29269632205983537,1.506202014525945,0.40432317101522613,-0.3558172573792532,-0.39722932151582063,-0.37736752611178725,inf,3.2789801522930895,3.5503509774252806
ADSS,-0.32208669751316704,0.38859171309837365,0.7167569223486353,-0.1091443576682599,0.12078898976682631,0.3092648511074459,0.5500738769695813,0.32766232000032197,0.21473699502183485,0.721744884246759,0.48639044072917514
ADSSL1,-0.26740790474383186,0.1310443464636521,0.3626502140981591,-0.9807160476700857,0.7256499368309027,0.141177198187048,0.26725185927959033,-0.001341055337186598,inf,0.4449266614557018,1.3405160447265814
ALPI,0,inf,inf,1.4633096053549375,inf,0,0,0,0,inf,inf
ALPL,0.648827698624774,-0.6334364806687856,-0.4701870808995028,0,0.8758421426994502,inf,inf,0.5648659596562253,3.2223157151214243,-0.16665857703282158,1.049499599832865
ALPP,0,-0.8833168697054729,0,-1.9468084395498073,-0.555130295354266,inf,1.5555063459980736,inf,inf,-0.21070959299815734,-0.7603631317898563
ALPPL2,,,,,,,,,,,
AMPD1,inf,0,inf,0,0.293607631089726,inf,1.6430507606270417,inf,inf,2.5579021754242453,2.440334967237368
ATIC,0.030490699170267557,0.2273997089856408,0.2264429514211899,-0.22943742734798597,0.010985997655367733,0.08157688128562164,0.1292029641416457,-0.06592466841532352,-0.29246219004519197,-0.11666913673667208,0.03614886594838
ENPP1,0.48884935486673864,0.12348852196508861,0.5370765291936385,-0.013824420371898216,0.4221944049091567,0.3098639149566904,0.6240336646878317,-0.24941568321421567,inf,-0.1807668733140931,-1.0885802700684213
ENTPD5,-0.11865713617722139,0.07033050827609699,0.6880249577589825,-0.6068652935658015,1.1500996354010486,0.4623704360421582,0.5415347572960177,0.2318133054471779,inf,0.7241237244941077,0.6800617235664042
ENTPD6,0.07469980537836399,0.0015757545521806102,0.019989691855339633,-0.592837309706124,0.6143180166058073,0.22011543048050647,0.19103574796397524,0.29308005540035587,inf,0.02591084616075367,-0.2954143521341591
GCH1,0.3925766828480446,0.21735952502637604,1.156025317563373,1.4420048563726067,1.1864801487998575,0.6397674215860361,1.2725892780979025,1.452060629946855,4.771502599794614,2.5557322634408624,2.154460896784596
GCHFR,0.20890926169371463,0.07102114078188336,-0.48607002881216577,-0.4496283902584965,-0.5285075790108187,-0.41665022121446305,-0.45096986109716325,-0.3130054268198253,inf,-0.4217828307903382,-1.129477521162492
GMPR,-0.8673673366016426,0.5548113308369067,0.34549326260257346,inf,2.0885399113457517,3.285270785508937,4.315084301889332,6.450638289345912,2.9891238430727487,7.287093912006216,3.462418367261899
GMPR2,-0.08330745035347233,0.2826363142988107,0.6563243907638632,-0.01942958374084977,-0.003479203820647523,0.3993006070880751,0.3289944516059291,-0.12455440857195818,-0.16969054052416435,0.33818432865852827,0.431903166518661
GMPS,-0.10305578996630005,0.4203407352248396,0.4013039055952658,0.24557076351575152,0.2296021301847544,0.4051534628297251,0.26917827929701577,0.1941304823833885,-2.068857428743127,0.7178386108397767,0.6745162659635914
GPHN,-0.17460416344283086,0.0629967242165361,0.3946886976928257,0.1372775282966602,0.47425095218241764,0.1757056166496451,0.049437520749157776,-0.4635398481532235,-3.6695266158536377,0.525631071233632,1.1016526878474413
GUK1,0.14485531965381146,-0.0511158234285822,-0.7327143304964413,-0.008045036280840861,-0.01059918384485433,0.04826920134227453,-0.00802398975181696,0.027795814563573534,-2.382363119390532,0.5744507100184787,0.38984337472963826
IBSP,0,0,inf,0,0,0,0,0,inf,2.672457090374188,inf
IMPDH1,0.12943974258515728,0.002879524203475544,-0.10795937370153741,-0.03308132277919764,-0.27818105506825286,0.07311613306008469,0.015587827039546438,-0.11762118578701597,-0.7281951994622856,-0.010190067318013446,0.32288613695221796
IMPDH2,-0.09184317963166715,0.12448797370601489,0.8853474368071823,0.20189677149367866,0.21180188098584393,0.07726739093099573,-0.10835761306667405,-0.3084492948088366,-2.1241393068187504,0.33416017209027266,0.6205414590254767
ITPA,-0.030655478064745195,-0.12815624022407132,0.09074101202144143,-0.2498715731360948,-0.2710137688593716,0.01445119829460913,0.0032109605801153656,-0.12112546147499005,inf,0.25666237265587727,0.4568392639209388
MOCS1,-0.056994231115126665,-0.24804546386250123,0.2489884850788691,-0.011308494575348556,0.7005245870282291,-0.7555479045345034,-0.3890401580669912,-0.18922835097835514,-1.1890795530904783,0.430470381677209,0.6817987510806816
MOCS2,-0.23335571312969294,0.17522054394229267,0.39151144877593397,0.17004877456846312,0.24483313406446494,-0.0973538971581034,-0.1972798434321325,-0.49394842187070137,0.7852963803308228,0.5785034635270113,0.8534094271023758
NME7,-0.35523265166782536,0.41573660681746644,0.48537538724895063,-0.1975317829640626,0.224829365290461,1.161779816941898,1.0182477095592304,0.390248902872185,-0.4651235868679456,1.4268652452510335,1.0492840711299714
NUDT16,-0.02275350023143635,-0.03515815307543257,0.14769668983722853,9.492238096840524e-05,0.2857262902730301,-0.2665195983832191,-0.10561077134604516,-0.26320359301482354,-2.088276616550165,0.5840972566346143,0.7988638734394258
SUOX,-0.13514126733432774,-0.033004394896341396,-0.838810148650256,0.06251499231514185,0.041940406779814365,-0.5269798289812885,-0.4843490958125414,-0.6013164297181979,inf,0.3862724917309998,0.12122084991983706
THY1,-0.11565720485509615,0.43731437986283445,-0.30943916122762943,inf,0,3.068225138381004,2.654474382384088,2.4764889349228545,0.9846829423665404,0.9398942861961902,0.37113893178654905
TPMT,-0.14380541194791233,0.32628663682889436,0.6517872310001014,-0.14578070095409723,0.3517280701173113,0.0032716466351874213,0.20459991879247366,0.009627083410800338,0.5174272780844825,0.17581795947696535,0.4411684776238805
TYR,0,0,0,0,0,0,0,0,inf,0,0
PRKG2,-0.06872083497561814,0.2613425158476844,1.8785787204691071,0.6691902305300375,1.9226232369901304,0.24240575195932829,0.6564690679045158,0.3256496736591993,inf,0.7620602536341404,1.5554386738038837
CYGB,0.017465878007185996,-0.14851673948365934,0.19447885828265857,-0.2554707911513943,4.006740190942269,-0.1653217750016898,0.34060124054544166,0.10970996940075703,0.035453765128381005,-0.08194070687337783,-0.17425661764399092
MTX1,0.03066219185646269,-0.0161878125929764,-0.28356407103882225,-0.20777368035150254,-0.11107574907017599,-0.046266027956878876,-0.05882299715577277,0.0019035110363208858,inf,-0.27925033752892575,-0.10027116906850571
CR,,,,,,,,,,,
DDAH1,0.008869992587817434,0.12892009838651752,1.0432288818530815,-0.6153596135776737,0.6550620530245823,0.8590863773653445,0.9466662698186576,0.7530967280855401,1.3912709827737124,0.16992519185831675,0.6280259972231635
DDAH2,0.15426808187735358,0.04856138574503151,0.08179825897839793,-0.15002933327485846,0.37857675099608507,0.5994321044894539,0.4118574104587947,0.07484517423502965,-0.6273792387397934,1.6516760807146247,1.3564190909090044
ASRGL1,-1.3798567790498963,-0.01430628766550913,-0.711972810680153,-0.043402852075266424,-0.42735051941359264,1.081317707189929,2.396913471642835,2.5526563749448163,-1.8139949548711785,-0.16619436339565127,-0.19340725441508216
DHNTP,,,,,,,,,,,
DNAJC12,1.8021808543289723,0.3031747086536847,0.641372508499855,1.1911244289397145,1.1696637330805832,-1.1756503692758147,-0.5868651933993967,0.4646591059077767,inf,2.331643341511381,2.5327820267304637
APBA2,0.01596196432692793,-0.09167866062076996,-0.11698116470363808,-0.46377989557656446,inf,-0.20348699484203986,-0.17233513619340138,-0.14769647891039778,inf,0.4160388681676354,0.48910947712875935
FOXP2,0.38757056484555746,-0.9175417288303118,-1.7645467181329932,inf,1.363627431606006,-0.34009209440042637,-0.9768191742373317,-0.21773704654538603,inf,2.109184528213186,2.3930239927537698
ARHGEF12,-0.16025361787327694,0.038132423738949414,0.5071476640822294,0.4696443454819312,0.8407704951627956,0.48036283130628327,0.9139151715578641,0.5144221776185227,-0.7277412633317311,1.178844554140404,1.2686102242144137
CDK5R1,0.2640080169980445,0.004557302203682365,0.017395370291957705,1.7697987271879103,0.7924257824372369,0.1296787026474003,0.37492109088904685,0.03189355504329393,inf,3.4846772320532615,3.7234287536156967
FYN,0.2100403086074569,-0.028812867237326113,2.6336994540208614,-1.927565660253369,0.4868875746068446,0.057070220498036894,0.12220392084133355,-0.018370005863029466,-2.0182365791771177,0.9284018260541954,0.8290230918315118
GPX1,0.049800322712990265,0.036758817642199064,0.1873469615401372,-0.20857293034779992,-0.49628215284096255,0.2165861723098068,0.09202077670843749,0.16050476028002061,-2.1729240568465897,-0.4917840612667715,-0.5551608882681363
SLC6A4,0,-0.36319131856511194,-1.541948867116142,0.5050956805477447,inf,inf,inf,inf,-4.985978026721075,3.5295372896127692,4.301379399973739
MAGED1,0.007986482135230474,0.051447590458366665,-0.5532218325332039,-0.07651708170710624,0.07483589019652453,0.1028075921737531,0.03026627199369755,-0.22351557532723523,0.03360539467404876,-0.3536286020185083,-0.09971123626527803
NR4A2,0.03566660934265843,0.20119252022927017,-1.181805997553267,2.1213857071620517,2.1734608767995,-0.5317210835100894,-0.09210953656299581,-0.9028230261316365,-1.2449663518761622,3.01469944406765,2.96623709433705
TDO2,-0.2506142929458428,0.6799230771567161,0.922706324585885,-0.06231416356993184,inf,1.970713418078966,inf,1.530567487323033,-2.6646570577819895,0.7737742098773451,0.029791404362918408
NR4A1,0.1602001342706225,0.009965286991182949,-2.2170481921852683,3.331325071910507,1.7531311805179612,-0.5834761814167718,-0.8811098342548044,-1.5509568982358897,-4.776500303600012,4.093578262294308,4.029081387282876
NR4A3,-0.523823264698381,-0.17734305852392004,-1.4444744266440983,5.381814856575607,5.626365468714025,inf,inf,inf,-0.4345370970620596,3.886918006073293,3.9863376459418274
TG,-0.10813490999873794,0.7180777160176306,0.675537674925826,2.278398525397923,-0.41807065311990127,0.26552237357238223,0.4766927890110838,-0.11336861537790893,2.0089417543705927,2.786588814059295,2.431918386314642
CADPS,0,inf,0,0,inf,0,0,0,4.10635685784309,0,0
CADM4,-0.03412668643476465,-0.030663185940257166,0.12956677939897412,-0.6706878575462936,0.22481307204172407,0.7317700260347468,0.43481915129539367,0.15870473822637074,2.299136233332158,0.24902591781129216,0.3001255079685111
HTR2A,0,0,0,0,inf,0,0,0,inf,inf,0
HTR2B,inf,0.12297566866484562,-2.3321298257752896,inf,inf,-0.10129689558027807,1.4775676288136899,0.3700417721746094,inf,-1.3676212919359476,-0.9459144726571531
HTR2C,0,0,0,0,inf,0,0,0,inf,2.8497784369076022,inf
P2RX7,-0.2328966525200209,inf,0,0,inf,inf,0.10761982971105823,0.4961341971819,0.34514318292881463,inf,inf
SLC2A4,-0.9412403531326026,0.377443310883186,-1.7108169574123522,-0.9220095071210863,-0.2565385060847832,-0.8818202303603525,inf,inf,0.418570378975206,-0.9100114775412615,-0.9223842904519259
STXBP5,-0.08579989371381544,0.22817647398632235,0.7778065699244944,0.5617505043487624,0.726228884667652,0.3041107385086311,0.7244112597509832,0.5054545319890191,-0.34470222025514174,0.8479869761592345,0.9421128840573633
STXBP1,0.029990036815212763,0.10766428776717529,0.6814123976305734,-0.17583091993547914,0.0846969771877651,0.09033439296681184,0.24010443908512016,-0.20428018045842597,-0.7660288765524181,0.4816589161045077,0.9436757459924251
STXBP2,-0.01123448901696993,0.07997495671149639,0.4297742211025987,0.22280449518311513,0.5174979126323156,0.1104160482019544,0.12983147170608325,0.03944301038887319,-0.1405041852260768,1.0903602652448765,1.2111480300778188
STXBP4,-0.27780126052249193,0.36658724515132535,-0.08823737651292692,0.8760427580642949,-0.32960193048420383,-0.0044289874317737545,0.304656217562525,-0.01959048664386585,inf,1.230621375051284,1.5488454784146453
HTR1A,0,0,0,0,0,0,0,0,0,0,0
HTR1B,-0.3113115671525167,0.23216240610617228,1.0827776203954442,-0.8211614588932821,2.402749579484376,-0.09337779275759024,0.20164685308033073,0.1758207562877339,inf,inf,-0.6454473460274534
HTR1D,-0.5476527377775854,-0.05423493549403603,1.3679285020833636,0.033161882941976493,0.8349890201540787,inf,inf,0,2.6027339437096586,0.4923807572143597,0.8765172859896586
HTR6,0,0.5349528022737927,-1.88052361191945,0,inf,0,0,0,inf,0.13722571723037053,inf
HTR7,0.0074199190120733845,inf,4.382177021991959,inf,1.0009139958558777,0.021254084468337597,0.11237990366982258,0.1068004471280346,inf,inf,0
TIPRL,-0.06570322950475771,0.3351246712547673,0.6571228799739351,0.19140808075384486,0.5862281686522657,0.252748587078812,0.37621924873621915,0.29042085419105673,1.3397202639510317,0.7586053063032394,1.088675574916145
