,fold-change control mujer case1 lung,fold-change control mujer case1 heart,fold-change control hombre case2 lung,fold-change control hombre case2 jejunum,fold-change control hombre case2 heart,fold-change control hombre case3 lung,fold-change control hombre case3 heart,fold-change control mujer case4 lung,fold-change control mujer case4 heart,fold-change control mujer case4 liver,fold-change control mujer case4 kidney,fold-change control mujer case4 bowel,fold-change control hombre case5 lung,fold-change control hombre case5 fat,fold-change control hombre case5 skin,fold-change control hombre case5 bowel,fold-change control hombre case5 liver,fold-change control hombre case5 kidney,fold-change control hombre case5 heart,fold-change control hombre case5 marrow,fold-change control hombre case6 lung,fold-change control mujer case7 lung,fold-change control hombre case8 lung,fold-change control hombre case8 liver,fold-change control hombre case8 bowel,fold-change control hombre case8 heart,fold-change control mujer case9 lung,fold-change control mujer case10 lung,fold-change control mujer case10 liver,fold-change control hombre case11 lung,fold-change control hombre case11 kidney,fold-change control hombre case11 bowel,fold-change control mujer case12 liver,fold-change control hombre caseA lung,fold-change control hombre caseB lung,fold-change control hombre caseC lung,fold-change control hombre caseF lung,fold-change control hombre caseE lung,fold-change control hombre caseG lung,fold-change control hombre caseH lung,fold-change control hombre caseI lung,fold-change control mujer caseD lung,fold-change control mujer caseJ lung,fold-change control mujer caseP1 placenta,fold-change control mujer caseP2 placenta,fold-change control hombre caseP3 placenta,fold-change control hombre caseP4 placenta
DUOX1,-1.2984397831514398,inf,0.5392624753146084,-5.50394671007857,-4.840584205952369,0.36404849796643135,-5.137214581057763,2.4297832969507653,inf,inf,,-6.512082571626782,0.8563374199029605,inf,-1.9831905761329482,-5.480709242316681,inf,-5.921366860668408,-4.305560944181614,-4.057571244266722,2.297455782835959,-0.6916199444680693,-0.7653867348552834,inf,-2.472608743545562,-5.334617740473241,-1.3631978848757238,0.40623197197088606,2.302766886977746,-0.3466547154350748,-1.5669361260937162,-6.10235916601356,3.080374465641299,-3.956642335415939,1.683206658481309,-0.7075195484649714,-2.5328972526068405,0.7868853045829828,2.2755134705306097,1.9840623224544054,-2.863068220103735,-3.941993347387154,0.4492417834872152,-2.920563651934375,-4.621523166500421,-3.603695018273933,-4.173048461686657
ADAR,0.07916350600532661,-1.4092780516452987,0.36445183553157495,-0.09202366216476815,-2.0225018101061747,0.08742775804794439,-1.256396429863603,-0.7847583469681798,-2.6823252774721813,-0.2517367746588289,inf,-1.5507221630887693,-0.18626622644229235,-2.843816674008612,-1.4006215233566444,-0.9856685616685591,-3.9964270901487535,-1.5183219641010552,-1.1900450153688056,-1.017096427084077,1.8890627189472033,-0.188929952107875,1.133370049501612,0.43746943638140173,0.027991462444460342,-0.4134418516629409,-0.20587055690318287,-0.2824923669280506,0.18566853764847532,0.8162786741852405,0.6460058870936946,1.344540020143218,3.7706310383696318,-1.3388585900555807,1.8568255418576862,0.4600120050324925,-1.5780785199689051,0.8878351202611244,0.6052233387820887,0.6322197168582876,-0.9418923312934406,-4.1448215707423035,-0.1240775001935188,0.6729222515765179,0.7097041801669735,0.8933328782995511,0.010816318636326247
ANXA1,1.154759165398306,-1.8718015380295618,0.3707656316018724,-1.4360958370985955,-3.825200752866525,0.026083301745270834,-2.498207006881656,0.36469108035173825,-2.2086367198860137,-1.6576767326767232,inf,-1.985691169718198,0.16657355751459463,-0.18708399813167023,-0.2808570665880146,-1.5430809467452866,-4.239698624295089,-2.8535159876884317,-1.0866440970106377,-0.5116730744820998,2.322867253910257,0.8362584933453959,0.5671862998011324,-3.8730241465776447,-1.096635575203258,-2.6146901709135686,0.3938600747515684,2.2302642380118294,-0.9207111385105102,0.753011080887933,-0.6060004570302492,-1.3183012590341725,3.249213862931806,0.09826948185653608,1.9105357454684837,0.10317348501788519,-1.2135076126308995,-0.3105123366698798,0.541227130724002,0.4005318294364991,-2.143140650544064,0.08482704503091852,0.32900891404240246,2.0122412943973242,1.548317217523309,2.37220235356189,1.4235820766213532
ANXA2,-0.23389744239460447,-1.2150094059329497,0.5386998561426806,-1.5962711564583099,-3.012135343482681,0.10555230404522614,-1.636522892277633,-0.5401924357368936,-1.944524178272056,inf,,-1.8790961201820613,0.4903516268492369,-2.447796514887373,-0.29929492539726366,-1.703579157131972,-2.479100634805379,-2.2397593865279926,-0.5733273969712318,-3.7910012694051503,1.5167606536167315,-0.06608281588117632,0.02504228395261964,-3.259267545417207,-0.8494179556304753,-2.1028131837723443,0.058448687870369276,-0.24219379745769656,0.7360809935861004,0.252231341889812,-0.13809472233326806,-1.5416060867475294,1.3210434943072582,-0.6066563523667342,2.1332849167131553,0.0430745358667523,-0.8549100941451232,-0.0703733074083058,0.734728523334574,0.42037697314829553,-0.6489656651363009,-1.2418927000838964,0.3210434943072583,0.29023802172626784,0.5119147066622654,0.7266478246760204,0.4437942337562381
BST2,1.927569227132359,0.5834619685836432,1.1311763036938398,1.4311682991671024,-2.278023364664018,1.0346337034651159,-0.6164739154640411,0.8816910257873363,-1.4756783034985526,0.2715179622688974,,-0.9329217896540422,0.7954664221574679,-2.151805648460602,-0.912482831174278,-0.19152475108359016,-1.7449886559867216,-1.2592703458291492,-1.880503626643206,-1.6019256068948875,1.415074442888502,0.1508528993111075,1.6644171568650443,1.7509688386756888,0.894031887767523,-0.4919489799921577,0.425072874183452,1.453955642203482,-0.9915164435648898,1.6122974951937068,2.3175528100819873,2.2967029429919066,3.5934460571562665,-2.6164739154640455,1.3712983818535125,2.2759553584388885,-1.633301424040924,1.6875216633352876,1.331585869120881,0.9600369205419321,-0.9379372994306833,-1.6215668338145772,0.10726171091328408,0.9690092318580436,0.7545807815107337,1.6147146135417536,0.20664832245187872
CREBBP,-0.0806600831359493,-0.506275730880152,0.7507062104274135,0.8716280417822947,-0.678788745123238,0.663810537203935,-0.4672722165583059,0.7839794684515624,-1.3703389812290343,0.7667427635262622,inf,-0.7171898169636508,0.43664743627846697,-0.33017860758336787,-0.29334865419579026,-0.148988780045241,-2.271284918529794,-1.314786557166383,-0.5251945899885089,-0.7802985660176575,2.6171935212077932,-0.4098250167578023,0.05980112618663778,-1.556687137392046,0.4682777871224463,-0.6148268265232203,-1.1318338719390932,0.32648269925338913,0.7667427635262622,0.1538132412608085,0.8511990879951968,0.8610548473240286,2.3517052642474185,-2.264332157888035,2.680531547960233,0.025432613560288253,-1.1212513749345174,0.800450835069118,1.0415025225010979,1.8295984384828632,-1.478880337938161,-6.255625049502195,0.11195881330753385,-0.07549511222759568,-0.24215855452337245,1.7194037348267162,-0.1849399210960392
DDX58,1.358904133063093,-1.4306239902384423,0.9969961530473614,0.217450897671391,-3.926541520260008,1.3220656709949323,-1.152782567474001,-1.0442640227560818,-4.420639901665823,inf,,-0.9851909423640184,0.8733912747171162,1.0070311180010203,-1.1686835639915092,-1.6921974387081844,-2.393506811582706,-3.0073241749760515,-1.0435949550689458,-1.8216004636869967,4.317355405499942,0.7245405452228388,3.124553027180237,2.1024506830797005,-0.02805134115442607,0.9717423679978796,1.8954064989130777,0.21440667779676814,1.164322599055334,2.705280311767218,1.9320690603197979,2.8777727101365733,inf,-1.457637149002429,3.1378177255363706,1.3991682151697822,-0.40735046172077205,2.996383873801507,0.8883866215024019,1.0793453228169094,-1.3640630336902229,inf,0.5331899169012513,3.7984896487602806,2.7574163888676386,1.7576812806351072,1.2328473203353756
DUOX2,-3.612845599982233,inf,2.3674910920242622,0.2645833703022387,inf,3.2514142732215507,inf,4.216084038784892,inf,3.8803501443724975,inf,-3.3901787980082196,3.3975045542001094,inf,-0.7065135920818124,3.9507858507865614,0.46098058310574647,inf,inf,inf,10.171831519465867,2.2881451923046403,2.8676905422414696,inf,1.1259963353929348,2.4339123399075713,-2.5926691585403203,-0.491208718239459,5.424670660596313,2.2903950565788707,6.2015939542870955,inf,6.202278239259867,inf,4.7292707143910295,inf,2.862174432246522,2.5110212656053377,5.257447189020612,1.7639077160630536,inf,-0.8200895737685899,-1.3713689482334581,-1.3414371489272092,-1.8099842810034377,1.429778426262051,1.8178740400306022
EEF1G,0,0,0,0,0,0,0,0,0,0,,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,inf,0,0
FADD,-0.08164355597227635,0.041668291753816984,0.14272598540263487,-2.0965789836245863,-2.4332164794983844,1.2929314670127559,-1.4668124487699803,0.10610016434881413,1.9736498683251669,3.8996492868813815,,-0.7859171547781748,1.4013631498173134,inf,-0.7457478511212748,0.14905090547375152,-1.9001817708210786,-0.5139991342144231,-0.7726623356437704,1.1571514042448723,4.235956010080442,0.34384181412840437,0.3228478389443283,inf,inf,-0.9272500140192534,-0.3397192688861371,-0.3069705145416058,2.6366148810475947,1.7659463128083792,inf,1.1123634824980317,7.221577381768751,inf,1.046180265576842,0.5705651610440484,-0.7884945388752823,1.9572138337361176,1.1593192409275805,1.724673457023589,-0.4557004936497517,-0.8007904312597058,1.8178551957177427,0.3524392783964453,0.42483559190685066,1.1793161494932898,-1.0287151410664643
GBP1,3.3613548227058807,-0.4625367857527234,0.27851967784433224,-1.4898470447788963,-5.913947381903029,1.0948695101941521,-2.8320661337546964,-0.8047301726203696,-2.440613083868576,inf,inf,-1.508302402334247,0.3280354386609956,inf,-2.263004629551038,-1.5691793106575536,-2.573557751168126,-3.409767535897912,-2.314793782712562,-3.3235794981597775,2.449426625294875,2.01806690698091,1.978020617681533,1.5744764400739781,-1.7158969209385386,-2.823018415702747,0.2297239496968648,-0.5539955048617112,1.6918372121550709,2.060820983291019,0.26659129356413996,0.592461982812704,2.4694447908186254,-0.6376880885878515,2.1579064004402735,3.002723594869362,-1.6577907291975864,1.7776524660520334,-0.38281220614121136,0.536724303846786,0.34897082280784897,-1.9679605214886708,0.9510800388264892,1.9140475975839149,1.2809511510548308,0.04677472767820104,-0.5184911830741211
GBP2,2.0541025045872527,0.12349956791203089,0.4253978888870298,0.9186384889973148,-3.8468423056803593,0.8549369577864977,-1.8259904909295783,0.27942979499252163,-2.573070624785458,0.7590881417031484,inf,0.02771801043047009,0.9200139189752035,-0.15427776692312342,-0.09959244897783291,0.24999825212153565,-1.2863268605809477,-0.08890586742945604,-2.114138376069909,-1.857378466527283,2.6294290149849724,0.8664666724398855,0.7934791767747109,-0.3807862967318047,0.7382312783933818,-2.041315558342321,-0.3974345727979205,-0.5375008456278142,0.2330193300355647,0.9106732010548815,0.4268057741782961,1.1567273007794445,inf,0.6034463874098771,2.5019703295847218,2.546612036385272,-1.421433393461734,1.1338254503159715,1.0750010399985666,1.3814369587330153,-0.9848035372516653,-3.9413515764379365,0.3900120984590398,-0.7848696551278417,-0.4233588355448585,-0.07564555388147627,-0.9728556839472192
GBP6,inf,0,1.2788331156805353,inf,inf,3.7055745550793575,inf,0,0,0,,0,3.6219480901435315,inf,inf,inf,inf,3.584962500721161,inf,inf,9.24055803526594,inf,2.1173901073189842,inf,inf,inf,inf,inf,0,2.8867220132511973,inf,inf,0,inf,4.1451419005124235,inf,inf,inf,inf,inf,inf,0,inf,0,0,inf,inf
IFI35,1.1664864541450035,-2.3138726741721243,1.628599896873415,-0.8380533149990296,0.14723728401453545,1.6874986902442168,-0.09280956272448912,-0.13396358415719165,-3.3038885855995046,2.544108320955439,,-0.9190656993676719,1.3739524098239007,inf,-0.6392252759407665,-0.007460925179533985,inf,-2.255473465588863,-0.5141366670182108,-1.3916778491871762,5.970901757320284,-0.19493341057423144,2.198238893966576,-0.4676267024204743,-0.39167784918717646,1.50120065604862,1.108767220770879,-0.22388855045685765,1.2810739151216521,2.891334508854554,3.268882270428139,2.8854623239533477,6.866036415842803,-0.2907489403363948,2.9485621239771245,-0.17090917033039404,-1.5299688702497247,2.993347081025227,2.4178449095531396,0.24623353148293936,0.8028251749758094,inf,0.09974415040708588,2.015798992170566,0.30093851942746164,0.9891023536489872,1.3341471873738262
IFI44,-0.09051609382524216,-1.8462459625627936,0.5396624153961036,-1.9646553669193365,-3.8862553635142865,1.488364651632511,-0.46041971414858757,-2.1968515892466383,-1.4331376962548286,inf,,-3.088868908373629,1.2390874527646147,inf,-1.1283974072457872,-1.2533619054721845,-3.3532206548369907,-1.3820755175091692,-0.601210354751881,-0.29588747977103963,4.722724307087138,-0.13073330368067632,3.1006619415051797,1.908271586188399,0.955651287224926,1.1432730580218542,1.7054955398844656,-0.8245946209745902,-0.2512993732690176,2.596671117071452,1.9723552170655199,2.451882518611647,4.333663127452139,-2.0023134929778594,2.9329913844455615,2.641088233085162,-1.7676022345587779,2.2514088793402443,1.5807494748278155,0.4091380967576171,-0.323776876944501,-3.688704685576318,-0.3330934644326632,2.148475588233579,1.120491774317788,0.5237390209664885,0.21868569305872082
IFI44L,-0.2432155546196636,-3.752429411539745,0.07941194952568319,-2.6173974047744544,inf,1.2078899502357319,-0.8253594410209715,-0.3781422763579658,-3.482578196212015,inf,inf,-4.258086763184372,0.9188796052134164,inf,-1.5884943671585052,-1.8990145185409868,-5.228355114028551,-0.9352818818133766,-1.930910677408927,-2.1710219389626007,4.198177777642053,-0.6861348264746687,3.9849743037995378,1.8036552808740636,1.8960922568959382,2.0844266456578984,1.5694725347649265,-2.448898043104613,0.8425171777540306,3.5192843945242887,4.500942943924963,3.910525872185187,inf,-2.877447952169425,3.209860018699042,3.392138937341258,-2.586153165383975,3.3530670289873536,0.001070899162421973,0.43212402354683943,-0.19891133613606676,-5.59488813455327,-1.5023113192434108,2.596781553995283,2.1349055992811774,1.0785547402061364,1.743248187011515
IFI6,0.338457580557119,-1.22857184596156,-0.7687954509431643,-2.336124605119871,-4.8951545223301105,-0.04616844826621373,0.1009968517923408,0.1481379514870779,-0.28362437808704544,inf,,-3.2081603859386028,0.6709900794712013,0.2608105372673642,-1.8291742706992737,-2.89784963807913,-3.1397273923163618,-2.7535447557097026,-1.1007446317407064,-2.889749139308013,3.0704824623345783,-0.022316138693268848,2.609459697794363,2.5123493042633323,0.9467521284091029,1.62576228461499,1.5629184802841114,-0.9552955970284986,inf,2.763952703074041,3.8379251761658395,3.2721284872024756,inf,-1.0112126517936855,1.6431359117986817,3.2241043356322567,-3.6130026610917167,2.657547219803264,0.3348111187111453,-0.556692340166319,-1.3326760357603231,-5.392958663862445,-1.6963105248837256,2.4078196311456828,2.4561760590058137,2.4570190109411914,1.7623275572716777
IFIH1,1.7222335813030665,0.14876532262255093,0.6890467447967062,-1.1157324885298796,-3.3268391023198127,0.7826793277673169,-0.9453975723125685,-1.7868028047824474,inf,inf,,-3.0413902032941467,0.6700188953555939,inf,-1.3763360681089083,-1.0924950207679875,-2.056838799476304,-2.992584257757011,-1.19235377013279,-0.8068605464679625,3.8338701303204763,0.9145510288188166,2.8895287766257507,1.7952625054113804,0.9301050476982451,0.5941648624381586,1.1708305370853618,1.0523026841396648,3.3286744126374845,2.4974926366001333,-0.6381535231823176,2.455780056977449,inf,-3.0278597325045453,2.4255761371618254,2.1143478505299163,-1.115076568972819,2.8610983470159455,0.8506591188273067,-0.16894916579784697,-2.93428561719234,-3.278655901112127,0.8705044425641004,2.6497495775752418,2.1176572032802152,0.6510215786817897,1.3000546574485516
IFIT1,-0.20631885386603313,-2.2412093325205382,0.029848026838386207,-0.06069274878044546,-3.0977699627953315,0.9891242967433497,-0.4684009193445046,1.4734765010473294,-4.816187744669075,inf,,-2.916791685607486,1.1232580910231929,-0.1641973245343084,-1.2727978106682927,-2.0009294049934403,inf,-1.5935901167902184,-1.4372158189407205,-2.3147570011096854,5.566016425203467,-0.8142614112270561,4.205711284112853,3.5161847412655347,2.270205499611468,1.8005139254625562,2.084204073046386,-1.5488158366427034,3.353737256773238,3.827179863362293,4.03385911219089,4.058307592029369,5.353737256773233,-1.2138280922589042,3.7566662136268163,2.5498678675218227,-3.622973023614545,4.279721294731664,1.7171581789670785,0.19762349747657204,-0.5352914762255462,inf,-0.9719824172764997,3.638291460203149,2.5612460339018073,1.1792089301855404,1.5083652368062352
IFIT2,0.9499167621913026,-3.7773593675893324,0.21239503537373566,-3.235034646810116,-3.571672142683912,1.5279403295914815,-2.8683025177893087,-1.5974502775744002,inf,1.0806216275382305,,-3.867979219955119,1.057024677417477,inf,-0.621169108473016,-1.796759679769383,-3.0386374340066165,-2.0674922966787985,-2.6887255774928516,-2.203696680277111,4.114042763916318,-1.0546611636305812,3.559923013083234,2.3833194792120196,0.21134081900172916,0.10421932423752978,1.2408389734042875,-1.7163324763789614,1.4025497224255952,2.9234511968865258,2.161407555812036,1.6584059935845685,inf,-2.68773027214749,3.6759089271682366,2.4321094978585167,-4.511912702781974,4.268791091185631,-0.24217082809173873,0.6566071217294556,-0.27222806194792204,-2.6198180906028523,0.1864545395503611,3.716518414963328,1.638214715605879,1.456622463903501,-0.06283414443726412
IFIT3,1.3985078120678465,-1.5631788724013407,-0.11905389110062636,-3.3430944581549706,-4.416697548194971,0.6290963724606966,-2.096656562851869,-1.8613170791910514,-2.62231914448354,inf,,-2.897724307653213,0.6734189218807313,inf,-2.3141914205390193,-3.0568225845592814,-3.4686253402388227,-3.4974802029110124,-2.7561434043403588,-5.218647087230483,2.7456484427709977,-0.5340148241030741,3.2980802233769753,1.1648356781735167,0.325673428993329,0.4111970121715211,1.7813192564295417,-1.9100722691006535,-0.13815728454987672,3.016673063255866,2.4419130323848357,2.1959966096599794,inf,-2.1177181783797048,2.5862611529372694,2.5567104433039383,-2.668882114607772,3.5414172743288472,0.9366505083515647,-0.5218420175067963,-2.024144063067494,-4.575562596857178,-0.7005772166199441,2.9571260318683166,2.033105320944948,0.6332658754372963,0.8088336491916245
IFIT5,0.19014773534828044,-3.389446327435231,-0.3321681006979604,0.027635794008937314,-2.6309297967522176,-0.14837235171869712,-1.5125226725787702,-2.90997695556139,-0.9763380611272654,inf,,-1.3425626560510835,0.3198390243021836,-0.28231965921234753,-1.095464261820163,-1.3116968176138808,-3.097895088074911,-4.296674952189413,-0.05283781308957775,-4.43287933578773,3.932368384288334,-0.03577569703115605,1.858455425856901,1.8130999058663364,0.5671206642122726,-0.38799773710688384,0.3060150470428392,0.31926234960812033,0.2055002618585457,1.3754778180264866,1.227680783827589,1.8973721738123595,3.7904627625797023,inf,0.8484669483230087,-0.8901825620435847,-1.6967012389341327,1.3213794040903954,0.9209639391764011,0.5269601397697548,-1.238376311624741,inf,-0.02829692275015005,1.7778168671185806,1.372092708135856,0.7885107290641423,0.3585340424008553
IFITM1,2.0392685270460773,0.664977183706997,0.7807373999150096,0.4227163134311944,-3.083846183884914,1.2815428375059843,0.20448594173084883,-0.5660468272241747,inf,inf,,0.10487204803999321,1.2286989556285448,0.5866920485423205,0.9061852145126228,0.5899195555727154,-2.328419053871165,1.1572992562864113,1.0141132722769932,-2.078440800862817,1.230852700307725,1.1740578962372048,2.498325198774995,0.9451460194547974,1.595330966816193,1.7913540912599317,2.2944191177224704,1.135196377617185,0.08999877155846261,2.928129355974646,3.814292760881533,3.0694163553327356,inf,0.6074506087091089,1.5110277786102457,3.4224357971866994,-0.3995958790751792,3.043549723515791,0.9534743792139446,1.0978904945914225,-0.8839377766998374,-1.7624440400276788,0.3492415982298814,2.5503715236940976,2.09053396200885,0.5910873641593795,0.16865206110195177
IFITM10,-3.0252015429581744,inf,0.6028424035923474,-1.477507424198579,inf,1.2358943256982329,-2.4327033900651287,4.21134549978889,-2.052555649862433,3.795441256692511,,-3.475087685688206,1.5336867678206862,inf,0.13635811413852547,inf,inf,inf,inf,-1.0311319583867293,8.183980012248789,-0.2848589984288435,-0.8193453856886838,inf,inf,inf,-2.3395486489460016,-0.7526660231691081,5.339761772916327,-1.102207446650568,2.4595031597862778,inf,inf,inf,0.6652518250028494,inf,inf,1.7689304711045197,-0.8065717003675611,1.021816921562236,1.1633710657762535,inf,-0.1343497410260797,inf,-4.49917949219911,1.6936368980924192,0.2684283234721805
IFITM2,-0.21105547926696278,-0.8127380993747444,-0.4833777105103453,-1.5847806885107592,-3.38084980302185,-0.37507818811641397,-1.6070908502358423,-0.7323646829107299,-2.2780920203487827,inf,,-0.46684072505123636,-0.19207746234796863,-0.5728080468446821,-0.7610679821563188,-0.2193562868777036,-2.110849500178341,-0.837141592830095,-0.776478494560363,-1.1827993420573646,1.6642775414024258,0.09625964483787,0.14243120948297527,-1.5583084771495657,-0.5009753020836182,-3.0004142196265793,-0.6603376126877195,0.2680289765359155,-1.124682105689487,0.01355810878408187,1.214726371724166,0.24814616716219717,1.4602803950316694,0.5328394109086245,1.3590744922765898,1.271589013559127,-0.8292372667902372,0.6506860889713386,1.139792998922326,1.9118086895288169,-0.8590133009494086,-0.7547324959391772,0.04650454431673966,-1.188132371822099,-1.9119700492177818,-0.6392708002483608,-2.860871247169998
IFITM3,0.49334450932194973,-0.14123433573890348,0.3267014082157841,-0.19647046227809317,-2.1617918363023656,0.09868619502096582,-0.9447371241960042,-0.891884747226119,-1.99924406228694,-1.568655559473588,,-0.31954824901108486,0.5220420712754137,-3.250587011069794,-0.15328319865590068,0.45648608443546906,-0.732261703378925,-0.6210861142721344,0.03863691874486765,-2.1532191742015883,-0.6620385877749628,-0.16322265789618476,1.135147212182054,0.7896909998164298,0.5913196396694208,-0.5284460643470066,0.14060257577730104,0.1958918250230627,-0.5097618704200154,1.1926871975381979,2.318307121023713,1.685922351216782,inf,-0.23412858833662245,1.002596227825286,2.309469951650909,-0.8987910754088856,1.618084262308235,1.5749576294630832,1.0569436554401297,0.13320633940243515,-2.099170276172359,0.01251536208520117,0.16271722751951848,0.1880118391290604,0.2540090825328824,-1.1708490682233783
IFITM5,-0.6874862003769882,inf,inf,0,0,inf,0,inf,inf,inf,,inf,0,0,0,0,0,0,0,0,inf,1.5059873697909445,0,0,0,0,-1.2694955151638305,3.795445640657858,7.749400105957814,0,0,0,inf,0,0,0,0,0,0,0,0,inf,inf,inf,inf,0,0
IFNA1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNA2,0,0,0,0,0,inf,0,0,0,0,,0,0,0,0,0,0,0,0,0,inf,inf,0,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNAR1,0.11210771989635068,-1.0358325519315303,0.4108334029045408,-0.26183716190396455,-1.4464715643327082,-0.187249325890228,-1.2714809117928918,0.6452706811119588,-0.4819619056406699,1.9152578475875164,,-1.0514903466160923,-0.15693740133888304,-0.6828239275139935,-0.46425967039447635,-0.4769116705646411,-2.7048502338439913,-1.626789892599664,-0.6243282782038491,-1.6958800803394398,2.8556922124208577,0.26658792290949856,0.3825321808144891,0.09066754267732564,0.4094729198067871,-0.9087962391262425,-0.5253111781705234,1.2479848125612263,1.8221484431960406,-0.27929877757956756,0.03576313733735859,0.3848628799975803,2.237185942474886,-0.8844577886836471,1.1557819285280486,0.3508591987422953,-0.3654956385210755,-0.7702867687643342,0.7557490862256343,0.8401516863114633,-0.31695248503903034,-2.7851818705535667,0.8030901073803552,0.597348513709801,0.4062138895721167,1.5416959554145655,0.18316757217446858
IFNAR2,-0.31010793466269054,-0.7321555216059239,1.4220503984993134,-0.3400734022321647,-3.9986389929933255,1.4114436250898879,0.13769003917739414,-0.6677236490109282,inf,inf,,-2.337348546801468,0.8766300654922409,inf,-2.0481359587824226,-0.41637160802118517,-1.8806417835948597,-3.0794216477093608,-0.6011192549725051,-0.045701029865361315,4.655444542399306,-0.4066320090681788,1.0543178890528075,-0.2915748845409744,-0.21562603130767197,inf,-0.3888464803653023,0.44787449602015705,inf,-0.3129438445647411,inf,0.6464766425540003,inf,-2.114697122456898,2.0043197081389126,-0.6729292575635277,0.2575176597121226,0.39179132024117663,1.4012516494902443,0.6446777706988871,0.9788769928553082,-2.574614244619448,-0.9559686176419998,-0.09945644007593635,-0.5782021698048934,1.6199542312964126,-0.10871082739116755
IFNB1,inf,0,0,0,0,inf,0,0,0,0,,0,0,0,0,0,0,0,0,0,inf,inf,0,0,0,0,0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNL1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,inf,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNL2,inf,inf,0,0,0,0,0,inf,2.3711716139072117,inf,,inf,0,0,0,0,0,0,0,0,inf,3.231638898932485,0,0,0,0,inf,inf,6.956134114628369,0,0,0,inf,0,0,0,0,0,0,0,0,inf,inf,inf,inf,0,0
IRAK1,-0.9722100869781056,-3.3462822467651314,-0.31129474491753645,-1.70604639255243,-1.8822192162329794,-0.6592948204018876,-1.7043110803108668,2.2347251515707676,-0.02708111505470431,1.511698748362432,,-1.2352682379612683,-0.5029845380730268,inf,-1.078105669003602,-1.278418669711204,-2.012149520278107,-3.041004382950296,-1.3821297445716134,-1.0617315491286692,0.8750959774885501,-0.523809533350376,-1.3248478719612518,-0.963651002586918,-1.7621712672697631,-3.3022521693100684,-1.5074283110911064,-1.0685138340420486,0.6637018418074886,-0.9479452349670626,-1.534570554930553,-1.9996042669589937,inf,-1.339314263531621,-0.6965536742144621,-0.7340476663553747,-0.8805627308946087,-0.9032151487249451,0.5067831101078478,-0.4362038929143849,-2.830702648940573,-3.7737034704998074,-0.8014208889076638,-0.17056280985066818,-1.9617379874901721,-0.9646590454991937,-2.0252056731035557
IRF1,2.093117885356388,-0.13171542409806888,-0.029012641963418507,-0.8433347913004349,-3.1799722871742326,1.057548700862229,-1.7110679159166435,-0.04456347500297904,-1.7507490163245345,0.3339481482507399,,-1.3218709500147632,0.3061818505291889,-0.5094340547469943,-2.875832298348626,-1.5305907063435564,-2.772468460580786,-1.201861252836701,-1.6669753317334723,-1.5224902075724405,3.2843797536998363,1.6436356033466464,0.7801820066235009,-0.3574309613019439,-0.9230281371561714,-2.937040227528889,-0.7307433002216301,0.8594031048337989,2.392841837304315,0.7177704898606084,0.5087132919632664,-0.14406669859473611,2.655876243138109,0.2889320840833519,2.2843175655107903,4.000398085091531,-1.1921057657540732,1.3417025593385252,0.617677863156347,2.32369248618947,-1.4654907071593937,-2.3664915698903433,0.7687295828280003,0.2677429736428205,0.3113946911191533,-0.09423745516388458,-0.5948987031004912
IRF2,0.4524918335152864,-0.6978972833757284,0.3798461534851329,-0.610851514226489,-2.4255363069049247,0.44201607464235965,-1.0185596847905456,-1.4110729894442806,-2.9509476006368978,0.5751212110306811,,-1.2691429766479336,0.264446348193705,0.2856439100196503,-0.677526136592771,-0.43561095301954783,-2.1148940195640753,-1.6132341655374842,-0.9873745843867644,-0.09232626265880228,2.9633807185696903,0.4088496884264962,0.848887163140919,-1.2038990256228215,0.391423986704056,-1.267493144846105,-0.32898362237375944,0.5448999047434173,0.31208680519689425,0.45908153677440194,-1.9592431491038815,1.013128451174971,5.4820118066392105,-1.3489493584261103,2.2688733291411465,1.5390747363568267,-0.2742785125174899,0.39457828157281577,1.0600842096045229,0.8698571533669767,-1.4480203210562999,-3.1253185071104017,0.6088043372869767,0.486547407360555,0.2876139357905287,1.3223040280830296,-0.24342738980945988
