,fold-change control1 case1 lung,fold-change control1 case1 heart,fold-change control2 case2 lung,fold-change control2 case2 jejunum,fold-change control2 case2 heart,fold-change control3 case3 lung,fold-change control3 case3 liver,fold-change control4 case4 lung,fold-change control4 case4 heart,fold-change control4 case4 liver,fold-change control4 case4 kidney,fold-change control4 case4 bowel,fold-change control5 case5 lung,fold-change control5 case5 fat,fold-change control5 case5 skin,fold-change control5 case5 bowel,fold-change control5 case5 liver,fold-change control5 case5 kidney,fold-change control5 case5 heart,fold-change control5 case5 marrow
IFIT1,2.010692530862183,-0.02419794779232233,1.40817015672554,1.3176293811067081,-1.7194478329081777,0.7286339519650895,-3.518923739158333,0.6864128257378108,-5.603251419978594,inf,,-3.7038553609170046,0.37778773527840837,-0.909667680279093,-2.0182681664130775,-2.746399760738225,inf,-2.3390604725350026,-2.182686174685505,-3.0602273568544702
IFIT2,3.2986879269089813,-1.4285882028716541,-0.672346249016738,-4.11977593120059,-4.456413427074386,1.6709628368104024,-0.5893130670497351,-2.364613668452275,inf,0.31345823666035566,,-4.635142610832993,1.9009337189812063,inf,0.22273993309071355,-0.9528506382056533,-2.194728392442887,-1.2235832551150692,-1.8448165359291218,-1.3597876387133814
IFIT3,3.0400584703174163,0.07837178584822889,-0.8957353641462479,-4.119775931200592,-5.193379021240593,0.6402278983037207,-4.151191954657845,-2.490109641697194,-3.251111706989682,inf,,-3.5265168701593557,1.4448155291474916,inf,-1.542794813272259,-2.285425977292521,-2.697228732972063,-2.7260835956442517,-1.9847467970735984,-4.4472504799637225
IFIT5,1.1752534061585322,-2.404340656624979,-0.8357236361327646,-0.47591974142586724,-3.134485332187022,-0.52340111860919,-1.5816594945062954,-3.082540813322205,-1.1489019188880805,inf,,-1.5151265138118986,0.5855757993189274,-0.016582884195603723,-0.8297274868034192,-1.0459600425971367,-2.832158313058168,-4.030938177172669,0.212898961927166,-4.167142560770986
IFITM1,4.378662547743531,3.0043712044044506,-0.04249125228402795,-0.40051233876784303,-3.9070748360839516,2.2135795912847356,1.1025646375879385,-1.2022660737248563,inf,inf,,-0.5313471984606882,1.2311450837785733,0.5891381766923495,0.9086313426626517,0.5923656837227442,-2.3259729257211363,1.15974538443644,1.0165594004270222,-2.0759946727127883
IFITM10,-2.184799129927353,inf,1.2825019914777005,-0.7978478363132259,inf,-1.3082210618029868,-1.1969956442709704,7.086914484374824,0.8230133347235007,6.671010241278445,,-0.5995187011022725,2.2050310874940364,inf,0.8077024338118757,inf,inf,inf,inf,-0.359787638713379
IFITM2,1.0860088004724142,0.4843261803646326,-0.11148235759165685,-1.2128853355920706,-3.0089544501031615,-1.0040188103282968,-1.7554163575396342,-0.013487932993621084,-1.5592152704316737,inf,,0.25203602486587257,-1.0201174501829156,-1.400848034679629,-1.5891079699912656,-1.0473962747126504,-2.938889488013288,-1.6651815806650423,-1.6045184823953098,-2.0108393298923115
IFITM3,1.7798979544013576,1.145319109340504,-0.033015210778119204,-0.5561870812719963,-2.5215084552962685,-0.42591171030593866,-1.4099893676051725,-0.9987326796397241,-2.106091994700545,-1.6755034918871927,,-0.42639618142468966,0.41365400070252684,-3.3589750816426807,-0.26167126922878753,0.34809801386258205,-0.8406497739518117,-0.7294741848450214,-0.0697511518280194,-2.2616072447744755
IFITM5,inf,0,inf,0,0,-0.5410524260043427,inf,inf,inf,inf,,inf,0,0,0,0,0,0,0,0
IFNA1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
IFNA2,0,0,0,0,0,inf,0,0,0,0,,0,0,0,0,0,0,0,0,0
IFNAR1,1.2663467194783598,0.11840644765047889,0.3077821357713776,-0.36488842903712776,-1.5495228314658716,-0.7115216326161699,-1.9794042091983435,0.7789712553465151,-0.34826133140611343,2.048958421822073,,-0.917789772381536,-0.570866706704476,-1.0967532328795866,-0.8781889757600695,-0.8908409759302341,-3.1187795392095836,-2.040719197965257,-1.038257583569442,-2.1098093857050326
IFNAR2,1.145462477516627,0.7234148905733937,0.8267724406683126,-0.9353513600631654,-4.593916950824326,-0.27010578437774085,-2.518923739158328,0.23360492897115495,inf,inf,,-1.4360199688193849,1.410540363199173,inf,-1.5142256610754905,0.11753868968574714,-1.3467314858879273,-2.5455113500024287,-0.06720895726557287,0.4882092678415711
IFNB1,inf,0,0,0,0,inf,0,0,0,0,,0,0,0,0,0,0,0,0,0
IFNL1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
IFNL2,0,0,0,0,0,inf,inf,0,inf,0,,0,0,0,0,0,0,0,0,0
IRAK1,-1.5485048837582929,-3.9225770435453193,0.3624385576846429,-1.0323130899502506,-1.2084859136308002,-1.0492960806758047,-2.2213798028979252,2.45543718915092,0.19363092252544847,1.7324107859425844,,-1.0145562003811155,0.09204416842574918,inf,-0.4830769625048259,-0.6833899632124283,-1.4171208137793307,-2.44597567645152,-0.7871010380728374,-0.46670284262989326
IRF1,2.9155440349551394,0.6907107255006825,-0.04241937602978187,-0.8567415253667984,-3.1933790212405957,0.5007490572091372,-2.3949350218828793,0.511138904500065,-1.1950466368214903,0.889650527753784,,-0.766168570511719,-0.13777315243222807,-0.9533890577084114,-3.3197873013100434,-1.9745457093049736,-3.216423463542203,-1.645816255798118,-2.1109303346948893,-1.9664452105338572
IRF2,2.0437290089067197,0.893339892015705,0.15632395537328064,-0.8343737123383415,-2.6490585050167765,-0.5212962458597248,-1.7130107912746344,-0.6005861780587659,-2.1404607892513834,1.3856080224161962,,-0.45865616526241865,-0.2000518749204264,-0.17885431309448094,-1.1420243597069024,-0.9001091761336791,-2.5793922426782063,-2.0777323886516155,-1.4518728075008958,-0.5568244857729338
IRF2BP1,-1.284888179891917,inf,-0.8093982014632117,-2.0202402576496783,-1.9418402542446278,-0.20180555086179544,-1.1969956442709704,1.614426712912081,4.211710441823565,5.671010241278445,inf,0.9854437996188905,1.6772202733701458,inf,inf,-2.3678881374844973,inf,-1.2235832551150672,0.10271604417674178,-0.35978763871338026
IRF2BP2,0.6603921310789211,0.29160167854372243,0.8373503941878504,0.46201929044188184,-0.9900954228518479,0.004847886510608421,-0.7819581449921266,1.9032242148109513,0.12607520164759928,1.876594374928334,inf,-2.001617144673618,-0.7101697473417476,-2.231595775166461,-0.5999555351013819,-1.5958400841628508,-3.172702086112888,-1.3879700730159557,-1.9196517688517187,-0.709730109770341
IRF2BPL,0.9633465642981636,-0.4092228780047244,2.903903873122717,2.202152163686771,1.0354396692552923,-1.1678809094253624,-2.8788196842447094,2.3121274247736503,-0.03353815567514387,2.4811856823984266,,0.187936663517631,0.6509856994810677,inf,-1.7158595222451438,-0.6246635528466085,-5.133327847778739,-0.7471452111720832,-0.5463767939641329,-3.298387094049239
IRF3,-0.229138842294465,-0.20619578153520612,2.63298954749192,1.4651865695205641,0.1285490736467666,-0.9350887759805654,-1.7617802630544963,1.6435730585715966,0.5970005977083573,inf,inf,-3.4068736231598713,0.865889565565843,-0.37915296358031025,-0.36222256763043725,-0.36788813748448906,-1.194728392442877,-1.0715801616700176,-0.33024336309936186,-0.20778454526832815
IRF4,5.447256256189755,inf,2.197770344427162,-0.21288533559207587,inf,3.127357026479494,-0.7819581449921258,-0.4623888841387416,inf,inf,inf,inf,2.8085920275751866,inf,0.6821715517280127,-0.36788813748449717,-1.6097658917217252,0.3613792456060871,-1.4822464565444173,2.3406520794277115
IRF5,0.2495629265040938,inf,1.7097204346417791,1.0766212816029102,inf,-0.17476113944938554,inf,4.871119591872051,inf,inf,,-2.262483713824698,1.8418007442336761,inf,0.22273993309072174,-0.14549571614804996,-0.6097658917217206,-0.22358325511506771,-1.6521714579867286,1.6402123612866182
IRF6,0.24242445237091428,0.39083955148652183,0.890616966436593,-1.1604179156979368,-0.1344853321870217,0.14360297543450637,-0.9625303906339442,-2.166933000612575,-1.521775717972672,inf,inf,inf,0.7685773290027539,inf,2.9988439211638855,-3.689816232371859,inf,0.03945115071872938,-2.067208957265573,-2.6817157336007456
IRF7,0.6047398656274872,-2.6714447267678203,1.2380337337785265,-1.1197759312005924,-0.8714509263532303,-0.13397486776101328,-1.366920645713278,-1.4768884538338647,inf,3.4421915507825633,inf,-4.828337391598148,4.065087888670287,inf,1.9231796512318087,0.43946678457311134,0.9751966089994388,-0.22358325511506247,1.254719137621796,2.4475672833442297
IRF8,0.7886004961065672,-1.3545876214278798,0.05497496185316386,-1.7453804164190976,inf,-0.40680984907613094,-3.263084834728745,0.8519260266387407,inf,inf,,-0.20359002477112828,0.6451947069944053,inf,-1.1449918514097703,-0.2974988095931008,-3.3467314858879287,inf,-2.8041745514317777,-1.09675323287959
IRF9,-0.06618953187515382,-0.9811292259004357,-0.15404159507403378,inf,-1.9418402542446278,-0.4378763391140682,-3.0043505663285712,-2.1669330006125787,-1.6364182839137946,inf,,-4.643912820460729,inf,0,inf,inf,0,0,inf,inf
ISG15,3.2454660578110857,0.308377391294549,0.26959410390502725,-2.3828103370343876,-3.719447832908189,1.8638804285460855,-1.781958144992122,-1.6005861780587671,-0.3439941833365178,inf,,-2.9780303243559985,2.371648824404436,inf,-0.19229756618812893,-0.19796313604218485,-1.6097658917217252,-0.22358325511506974,-2.0672089572655734,inf
KPNA1,-0.3696953654779387,-2.7505162977590234,1.230982474278885,1.1090427592952894,0.45047716853413167,-0.684293908499161,-1.7549910973918552,1.325413240497452,0.46560734448142344,inf,,-0.06729766245308003,0.3604560108867743,inf,-0.3925962166739587,-0.07020758884381272,-3.194728392442882,-1.586153334499776,-0.27134967404579635,0.40102469740719043
KPNB1,-0.05089238857756478,-1.448695776320232,0.47815315393922847,0.7257141197437844,-1.14959222457723,-0.42116917880104054,-1.7471927268314449,0.728752603213261,-0.48028706379428565,inf,inf,0.08299910904156177,0.0674853015383469,-2.2204552175612537,-0.8755979861025791,-0.05493484628901353,-3.1615615285076872,-2.7112485544813123,-0.7252893871907459,-0.272982811176112
MAVS,-0.20964936241690543,-1.7569140689571685,1.2010268164839335,0.5240802585741301,0.9964455376394269,-0.8180154963795098,-2.353864492887834,2.356947325751558,0.878588441697092,0.6339209225432233,inf,-0.5420904210532014,1.432994025750855,-2.6354927168401012,-0.7116717252817064,0.10671391579414767,-1.788103132980238,-0.7918670146895948,0.9741318381153279,0.42340097221347095
MX1,0.6891305632201815,-2.3030573207878007,0.1163001852628345,-0.9271308532581953,-3.263768349131993,0.656535193281469,-2.355425006875451,0.5862298210814261,-6.19007666471694,inf,,-3.6740092452068547,0.8441787339882499,inf,-1.3324752242363886,-1.1284222027891089,-2.7796908931640396,-1.30604541530704,-1.3063966211449982,-1.5297126401556955
MX2,0.002378461879712157,-2.87924961188122,1.0661774770103276,-1.0873544535082158,-2.593916950824323,-0.60678148884233,-2.2558893333245393,-3.161457870546426,-3.1151050137813083,inf,inf,-4.179006071757269,2.5776597545621156,inf,1.5446680279780793,-0.6898162323718587,-2.931693986609087,-0.22358325511507218,0.7401459647920312,0.4882092678415711
NFKB1,0.522876867676855,-0.8018055264558721,0.34572786192926375,-0.2503600410107322,-1.6650000488857997,-0.5915313741045096,-2.038297898251911,-1.014162720209331,-3.7315755169541376,2.701383890321963,,-0.48168221080840995,-0.739000209202474,-0.4108618233076485,-0.6714654028866849,-0.9966323302335652,-3.325972925721134,-2.577220209729771,-1.115037482356185,-1.5614214998830296
NFKB2,0.14561515904317895,-0.8193781559038228,1.8087414245348035,2.2774402909910108,0.45047716853413494,-0.5923900008629206,-1.6432518741605346,2.184245727372692,0.017030013188371287,inf,,-0.3307019426744691,1.9225717169008627,inf,0.5919737427564359,2.3232737670685832,-1.1947283924428802,0.7764167448849297,1.2547191376217888,-0.13739521737693083
NOD2,-0.5341679380818304,-0.7696251207067206,-1.3317754548998548,-1.0202402576496756,inf,-3.728499721119791,-4.196995644270971,4.501951983653666,inf,inf,,-3.1844812018234308,inf,0,inf,inf,inf,0,inf,inf
RIPK2,2.4419449311126713,inf,-0.16738531136475404,-1.4759197414258616,-2.549522831465862,-0.20149345328710452,-1.0449925508259177,-1.707501381975277,inf,inf,,-1.1844812018234216,-0.05464692483512066,inf,-0.6073350654669716,-0.2386051205395392,-2.6097658917217355,-0.6386207543939134,-1.366769239124484,inf
NOS1,-0.18814155561114437,inf,-1.220794849118095,1.4245445850232157,-2.7194478329081835,-0.06971882202424126,-2.36692064571328,3.6144267129120813,inf,inf,inf,5.258462294025306,1.1317737373641885,inf,-2.999652488245738,-2.005318058099794,inf,inf,-4.87456387932318,inf
NOS2,-0.3202919857399337,inf,inf,0,0,-1.1918279201933233,inf,inf,inf,6.671010241278445,,inf,inf,0,0,0,inf,0,inf,0
NOS3,1.4722751620568166,1.37876671918595,0.6256249264376876,-0.47591974142586146,1.5934351223761816,-1.103250142589796,-2.7819581449921222,-1.7778907098666814,0.2244275501383696,1.2786928184996824,,-2.6699080289936723,1.7659173748099022,0.6208470364196914,-0.9471850683515932,-0.7829256367633329,-1.194728392442877,-0.07158016167001163,2.7907720378620042,-0.07028102151839002
OAS1,2.237406036869313,-1.650980624208102,1.094700423699294,-1.0202402576496756,-3.9418402542446307,1.9714050903978353,inf,-2.6143919775837987,-5.668839761606176,0.17915714494876886,,-4.769443702544581,1.4079821622965882,inf,-0.06105303290987785,-2.59028055882095,-3.4171208137793343,-3.0309381771726756,-2.0672089572655747,inf
OASL,1.2839708830045808,inf,0.8836830027569834,inf,inf,1.13132594868454,0.5806119343925873,-2.4623888841387434,inf,inf,,inf,1.5996226157419706,inf,inf,-1.3678881374844927,-0.6097658917217208,inf,inf,inf
PIAS1,1.0545741595427993,-0.1846626199855659,0.2789142731097958,-0.025258332416301744,-2.719447832908177,-0.782738737242861,-2.6316238719076956,-1.143600496781954,-4.700548621333513,inf,inf,0.14370588353562005,-0.5450583120071121,inf,-0.7772600669092832,-0.6200751610812995,-3.752723845563769,-1.3076475199035422,-2.18041956771356,-0.7301560886584961
S100A10,0.5140570672885195,-0.46588674429463195,-0.7215792541925571,-1.8606887098834588,-4.432954454250396,-0.4907983308678419,-2.58012389559507,0.19615474896350957,-1.7218959164772185,inf,inf,-1.4408209550832176,0.06614933372006775,-0.6201610630841107,0.11392644595178966,-1.088505737563227,-1.752210156741935,-2.0495538553400228,-1.048830427950718,-3.2301523582967913
S100A11,1.3663878965845604,0.3686779015623623,0.1348456745777147,-2.071412909639193,-3.786562028766719,0.32331043394256165,-2.3619025709466546,-1.0455942962936482,-2.131394499018478,inf,,-1.2418686839809487,-0.45071726058622436,-2.209227962138001,-0.7772600669092841,-1.7958646924708388,-3.024803391000572,-2.053658253672755,-2.0228148379071142,-1.7577516246332792
SOCS3,0.9769741671052329,-1.2854632607730572,0.45388701625572947,0.6550111284005846,-2.649058505016776,-1.1081432143729193,-1.0586121601150504,0.9983155136202648,-0.7909902016063258,inf,inf,-2.08962201548198,-1.2422365420965298,-1.6498005535239806,-2.17969752940849,-1.6674484193434003,-4.050338483107706,-1.3217636490539724,-1.8888717160070565,-3.215397729378205
STAT1,1.4170760728399767,-1.6698808295513827,-1.1242756530674478,-3.097693433122318,-4.608828660228249,0.9126903025341784,-2.4499763854408436,0.391654084684281,-2.5655574100005865,-1.3119833334158666,,-0.9243007930447842,0.912866472657234,-1.732789918195009,-1.1389343405893972,-0.8735281855442435,-3.6479010206084954,-2.74714521117208,-1.8146669252494163,-2.160883570299299
STAT2,0.661925889484087,-0.6201874706625049,0.6895077925591832,-1.7472217632432603,-3.482408635607333,0.3926488291494077,-0.7128337843373012,0.820236250052927,-1.2901456226913846,2.349082146391089,,-0.9064964545236562,1.3808896263873576,-0.4108618233076485,-0.6283966809948004,-1.097034227191403,-3.5483653470575818,-1.287713592534783,-0.9183455713510883,-1.1829098766293002
TRAF3,0.5402219166393923,-0.3495166318804576,2.139749957483122,1.7871146644079277,1.2578320905917393,-0.5727573021194692,-1.957807980391542,2.0869144843748244,-2.1769866652764986,inf,inf,-1.429593699659956,1.66694311954761,0.20580953714084044,0.2816336221442846,0.8545042838519475,-0.8728002975555192,0.513382339051139,0.15518346407087982,0.5146814792027607
TRAF6,0.8044021633308601,-0.46029706259899617,1.6990214580577716,0.7871146644079299,-1.1344853321870232,-1.7315294848310987,-2.6120331435498114,2.9656883017576092,-0.2856393901179558,inf,,-0.16511587695649263,0.3780545444263228,inf,-0.7131297294895624,-0.6178663904928389,-3.0691975103590243,-2.6830148737523634,-0.0030786198458528794,-0.6492942559083609
TRIM16,1.913776916080278,2.947787676038082,inf,inf,inf,1.5056299749777582,inf,-2.0294294768626404,-1.498914760163862,inf,,-2.336484295268474,0.5090407886754117,inf,-1.192297566188129,0.09154348115279977,-0.024803391000565674,-1.2235832551150672,0.25471913762179144,0.6402123612866183
TRIM16L,1.5621389122164375,1.1563742978495022,0.28595755011391866,3.009507085744375,4.035439669255291,1.2517534838140083,inf,inf,inf,inf,,-0.5995187011022698,inf,0,inf,inf,0,inf,inf,0
TRIM17,1.354473012298446,inf,2.048240235272552,1.7871146644079308,inf,-0.15776968731158775,inf,5.684816040803482,inf,inf,,-2.921446795989635,4.229192470570739,inf,1.030094855148325,0.8020368639578196,-0.6097658917217208,inf,-1.0672089572655692,inf
TRIM2,-0.03641882260494205,0.8344462029621379,1.225616237223747,1.524080258574135,-1.1344853321870185,0.6338522355230634,-2.7819581449921285,-1.8774263834175897,-1.5395567446612068,inf,,0.2966454879131919,1.0548827429298993,inf,-0.7228122828869069,0.5610287644540227,-4.310205609862815,0.3239045401874266,-0.8607580797981448,inf
TRIM21,1.7242176040029298,-0.02419794779232233,0.9993607058694159,0.261045852740344,-3.134485332187022,0.9530640414733341,-1.6994959848001476,-0.480090885872206,inf,2.3134582366603613,,-1.1497157836627496,0.9582740374938211,inf,-2.892737284329219,-0.5764747592959154,-1.3102056098628172,-0.9240229732561598,-0.9602937533490536,0.3320900659242886
TRIM22,0.9519601039033091,-2.060856418371173,0.8540181230747995,-0.5971504860761067,-2.445687020481333,-0.22024223776188526,-3.0092493657414154,0.2999544229437688,-2.2003875927327816,inf,inf,-2.0422286188656646,0.2587479873033155,-4.029406924553189,-2.816079315799811,-1.804362807425632,-3.108016759249554,-2.4587997168091,-2.5123484883338327,-2.010041599686255
TRIM23,0.09302517437278864,-2.1941229492346346,2.4116390817087874,2.0095070857443758,0.08790708914942581,0.07719229799924829,inf,-0.24355428221549535,-1.0349676604040756,inf,,0.06606225982717213,-0.19543209644024692,1.025237291499024,-2.8647229081596235,-1.5973699836072632,-4.697228732972064,-4.311046096365406,-1.9847467970735984,-0.3597876387133811
TRIM24,0.48164125417986986,0.641801125019744,-0.004905621051152311,-1.060882242147018,-1.8125572372996561,0.276639633659841,-2.3124728616909005,3.318493826557665,-0.6984792520460475,3.8896505277537843,,-0.7959159139057703,0.09514259431001656,inf,-1.241207166669072,-0.9084565188472027,-3.931693986609093,-2.545511350002431,-0.8972839558232615,-0.874360811543142
TRIM25,1.0804758432054642,-0.46655605307067755,1.0396184016447323,-0.8682371642046233,-1.5268027549657799,-1.0181546966279107,-1.7053368633892128,1.3290244940498357,-2.0331840529333083,-0.19935447830496,inf,-2.8849209199645145,-0.3297004341231167,0.43713508324729805,-0.8914310868285926,-1.3368612418638726,-1.963402846336425,-2.7471452111720813,-1.70812786396074,-0.9764589991618744
TRIM26,1.8114450110707792,-0.5723236803331053,0.8721248066803537,0.42454458502321524,-0.7194478329081804,0.13648275277837704,-2.196995644270969,3.9072084621399243,1.0055383729454506,2.9929383361658135,inf,-1.173253946400171,1.4094742957090989,inf,-1.50595804509189,-0.8683171279939847,-3.1458187919619336,-1.6221326316053417,-0.9709936420062669,-1.8958405389535915
TRIM28,-0.26648497685597033,-1.0160147435442954,1.9425037081015586,2.225998905641131,0.9809918852329098,-0.538155895725458,-2.071464762187109,2.6441740563061353,0.09341112897078664,1.086047740557293,inf,-1.1183920113656465,1.64932959277609,-1.296690803388342,-0.7772600669092821,0.2028605040169584,-2.3753006380847017,-0.8516144777281103,0.7522187970926086,1.0446026163659548
TRIM29,-0.08167469953908298,inf,0.7973057925616253,-2.3828103370343845,inf,-0.7885699340654448,inf,-0.29246388269644086,inf,6.086047740557285,,inf,inf,0,inf,0,0,inf,0,0
USP18,1.0556622113642042,inf,inf,0,inf,0.4780659890436015,1.2884311828992712,-0.5654823771028524,inf,inf,,-4.457499696229849,2.226281197313579,inf,0.5446680279780831,-2.3678881374844925,inf,-0.22358325511506247,inf,0.6402123612866243
BCL2L11,0.791595339455685,0.2688490271079132,1.6301781522779732,-0.5568397368094348,-1.7865620287667172,0.06304270016640623,-1.6299550515470738,3.6076215350069623,-0.017321491602405537,2.8465818058618972,inf,-2.8389846357976576,-0.13750053057249878,inf,-1.2918332397390444,-0.6898162323718573,-2.931693986609083,-1.1304738507235872,-3.1667446308164826,0.05524986056546482
BID,1.339796405163275,2.478302392736863,-0.5790512385531543,-0.3384162176759289,-1.3271304101294132,-0.4553460683650288,-3.1511919546578495,0.2924986180247191,-1.7619491659976574,inf,,-0.3771262797658206,0.9342344168425323,inf,-0.45533197202192155,-0.6674484193434052,-0.024803391000570073,-0.22358325511506863,-0.607777338628274,1.5471029568951373
CASP1,3.0897142722525732,0.3083773912945498,0.7944347279954873,-1.4759197414258665,-1.8125572372996648,-0.003725924573764374,-3.987072574896739,-2.6461008373111343,-3.700548621333511,inf,,-0.8011525622719147,-0.37320909806450425,-0.48224645654442155,-1.8278861399792499,-1.5534437906405727,-3.1458187919619336,-4.08156425024264,-2.75526495095083,-0.8254512110621923
