,"fold-change edad [0,12]","fold-change edad [13,19]","fold-change edad [20,99]",fold-change mujer,fold-change hombre,"fold-change mujer edad [0,12]","fold-change mujer edad [13,19]","fold-change mujer edad [20,99]","fold-change hombre edad [0,12]","fold-change hombre edad [13,19]","fold-change hombre edad [20,99]"
IFITM10,0.05515894867698029,0.0,-0.10789999140980339,-0.018430284458362794,-0.07378721412235262,0.6183320719796987,0.0,-0.08582856549478089,-0.04012215269664079,0.0,-0.06277020626312367
IFITM2,0.1646533988366676,0.0,-0.05363615760612845,0.06583519181264125,0.00956472315230666,-0.07372512700261355,0.0,-0.008755667013674612,0.22879000322370263,0.0,-0.12342156595670677
IFITM3,-0.08614459753986596,0.0,-0.05965968038227391,0.0689175475853649,-0.015745361952183182,0.24269221435589433,0.0,-0.07286257448915472,-0.20943246775402563,0.0,-0.06067752173258301
IFITM5,0.1479562749310544,0.0,-0.29407789508450877,0.078545486382853,-0.40723555615300067,2.5943294560538384,0.0,-0.18856971836525768,-0.25753596647542243,0.0,-0.3902247733928806
IFNA1,0.7319693257597044,0.0,-0.49395608482615305,-0.43933996000994757,1.3098949396110247,-1.3154525369538161,0.0,-0.44360665147561484,inf,0.0,0.6144210673826983
IFNA2,0.08205807682230858,0.0,0.6851160840997891,0.11599442002054701,1.507156652291869,0,0.0,0.19594972460194532,0.3901803721846403,0.0,inf
IFNAR1,0.10506461781336873,0.0,0.02613485929281353,-0.004667470556592391,0.1350703704389775,0.05295250839638771,0.0,-0.01348016814825328,0.07903591474838198,0.0,0.14073856486018163
IFNAR2,0.09290157451769455,0.0,-0.01418534743237083,-0.007586886298146124,0.010859158365938407,0.17234423553821313,0.0,-0.04312008262836755,0.02178217636830852,0.0,0.08084122768009797
IFNB1,-0.2934300749037492,0.0,0.04417848352929236,0.06141550829274238,-0.2925413936868689,1.6375167081088022,0.0,0.025991613104405883,-0.3770749616758637,0.0,-0.03721546481008879
IFNL1,-0.04542399421493085,0.0,-0.04514265761367508,0.014378110775054775,0.01322941686063751,-0.27856133436520464,0.0,-0.00850066474087234,0.10961231723646962,0.0,-0.030722441814077885
IFNL2,2.521305076232742,0.0,0.044322425103586686,0.10558711587344796,0.11352108355252348,-0.22230000626628316,0.0,0.1549448506429636,inf,0.0,-0.13209639418220862
IRAK1,0.07846764470773253,0.0,-0.14778306701702337,-0.05565238183164582,-0.13456598863920347,0.3954355850843049,0.0,-0.0923364461526158,0.0155045987168466,0.0,-0.1437539923744999
IRF1,0.033168588621085265,0.0,-0.07091885172377123,0.07963811791280605,-0.09121679220235702,0.4853910320162724,0.0,-0.0628890799414196,-0.14897253370431562,0.0,-0.04558401092279335
IRF2,0.11634536996379256,0.0,-0.0073067251881523305,-0.022944617920243878,0.09191194490103798,-0.017279900305691584,0.0,-0.0356362878758293,0.11275446173826079,0.0,0.0889380340743891
IRF2BP1,0.05719540402090287,0.0,-0.0009462979813359788,-0.018092615866667414,0.04468804277785506,-0.38624198112716324,0.0,-0.0013316996889945324,0.15091330532144678,0.0,0.07784674572836497
IRF2BP2,0.21180030172464975,0.0,-0.08234164716101648,0.03170798150788878,-0.07260478137689783,0.8610531556594523,0.0,-0.05558381217265847,-0.0326950551431767,0.0,-0.025562724525016723
IRF2BPL,0.20310408463235202,0.0,0.015174680798565893,0.024176038861006513,0.0595283455632025,0.5656480022150454,0.0,-0.02057844940883016,0.008305142616144264,0.0,0.07986875492487937
IRF3,0.009161555026574494,0.0,-0.08851385187140992,-0.03959775387690528,-0.05864771669806825,-0.10501906970189863,0.0,-0.033695038167189495,0.0406163475654028,0.0,-0.04483307316208788
IRF4,0.0768872967895219,0.0,-0.04992925056929327,0.03050048213414641,-0.13463650363014146,0.5020555610456368,0.0,-0.07553996662523041,-0.09658787935768902,0.0,0.07327752424271
IRF5,-0.018491057151095905,0.0,-0.09151636430371268,-0.06776848745257912,-0.06577072018009705,0.009665941399910817,0.0,-0.07502125686400822,-0.024535959067459548,0.0,-0.10567028076461055
IRF6,-0.021688890512896325,0.0,0.08430033382955152,-0.053025072407663264,0.1339992013337027,-0.5161378283564968,0.0,0.018641360564690047,0.14839960526840992,0.0,0.19898116026088494
IRF7,0.13082873063943232,0.0,-0.24530518185815806,-0.0296310123626789,-0.20677007149630136,0.6066548626817541,0.0,-0.1291388710309493,0.06670926477974601,0.0,-0.31579716666601637
IRF8,0.06985477216832395,0.0,-0.020337012823808474,0.014855783118336288,-0.07300478933664444,0.35140393250536495,0.0,-0.02233646598562523,-0.048316637674061844,0.0,0.03859222896177006
IRF9,0.10151768919573759,0.0,-0.05860302120192974,0.022761545436901506,-0.048097845354677954,0.4031966214247095,0.0,-0.04963554931344733,-0.04851037775524971,0.0,0.009439300512658393
ISG15,0.13492614015785587,0.0,-0.2857490846900052,-0.0810697334583553,-0.11487171331578262,0.6488289449795629,0.0,-0.189951079025914,0.12898009776747216,0.0,-0.22592433132615133
