,"fold-change edad [0,12] - other virus","fold-change edad [13,19] - other virus","fold-change edad [20,99] - other virus",fold-change mujeres - other virus,fold-change hombres - other virus,"fold-change mujeres en edad [0,12] - other virus","fold-change mujeres en edad [20,99] - other virus","fold-change hombres en edad [0,12] - other virus","fold-change hombres en edad [13,19] - other virus","fold-change hombres en edad [20,99] - other virus"
NOS1,0.7948861404778786,0.49329354728327984,0.27411564796381394,0.26264271880063783,0.4344963543051745,0.7073397878119638,0.24272187871630582,inf,-0.024064451448539588,0.30681071045752945
NOS2,-0.4142388663777312,-1.3750592230578165,-0.16978175719906136,-0.2228939949987428,-0.3586704122845659,-0.2335883887876438,-0.02249581517910989,-1.9190767785315996,-1.2832273655202637,-0.3450686394837176
NOS3,-2.051114532428545,-3.6818954610728314,-0.2081866082979179,-0.3369115619182722,-0.9618927095862208,0.022946993384670288,-0.2645680743524581,-2.2234483773802465,-4.247166051498623,-0.09759971000484298
OAS1,3.2797645302454597,2.6251044691751995,1.958992302638055,2.9556938890756803,1.9068743878702716,4.258846138768486,2.1362328663286516,2.555722483398113,3.4478400284238915,1.7267775301960524
OASL,2.893671260727829,3.9867610240106077,3.573801189181446,3.679605459306174,3.1197366157417985,4.186326101691833,3.240515445821718,0.08731196408402905,4.032015170413032,3.771652046877027
PIAS1,0.0037051540724720344,-0.5257446272482483,0.11794098137516053,1.0372289765592708,-0.7582800765540254,2.0815782634703504,0.012711967143727798,-0.9127746965433978,-0.5708105251969642,0.18929633153792305
S100A10,0.09420591586383907,0.23960040213490513,0.08175414208272949,0.14140462806032084,0.046068588178272564,-0.18213761092115277,0.2518740484586903,0.8123466494385249,-0.12022272630545262,0.0042202060191022525
S100A11,0.07135955006417737,-0.07972198686833518,0.016326855471454065,-0.1747798457669299,0.19708116564645084,-0.10091023843277462,-0.0847268981199567,0.6244780999464675,-0.11220751669532153,0.13658897523661445
SOCS3,-1.0887692593713032,-3.294640639464912,0.7345552240451387,-0.06919927155008339,0.9805321560774104,-1.9295812365675564,0.5099327830754922,0.6900796717123955,-2.206527046666532,0.971184833495879
STAT1,0.8193994007347102,1.5327618704693635,1.8404982047582932,1.9310916345858593,0.6692276617566959,1.957387889098653,1.4866985064074858,-0.9289735737054451,2.2387934051845533,2.1531734174747568
STAT2,1.51394920605175,0.385082801542445,1.5706102250578373,1.5686839910394257,1.4316675831379182,2.3173489042937496,1.3334514300372426,1.1434587807580687,0.3671213087213782,1.7778709961961618
TRAF3,0.13699043064932998,-0.8684545155146853,0.5769427842223053,1.0850174311953051,-0.26128547204527974,1.2643733428750197,0.7600878639374327,-0.289336158958093,-1.1071940358948065,0.42639916935511635
TRAF6,0.013408389743565377,-0.12303251717346683,0.14890947643416763,0.3272686131111602,-0.19971264556941373,1.1052919266462922,-0.31592053123742375,-0.6014553984995759,-0.19897835756040141,0.42559484187114194
TRIM16,0.6346962060095132,-0.19408951238754688,-0.06414404152159021,-0.14858347625921273,0.3730507210892707,-0.4569548345703433,-0.06011554508756931,2.189674044664138,-0.5151187429964065,-0.05186296365326795
TRIM16L,-0.9150231926202086,-0.3940753344634394,-0.4819339284664129,-1.467959434178067,-0.10848515961256547,-2.0843394430053004,-1.2368818070541157,0.7395452681222174,-0.9284705356245644,-0.07324332123697022
TRIM17,-0.0524772342916558,-0.6829328143123539,0.22702217440330683,0.24033795904520935,-0.0018368001267026516,0.7299546175615046,0.05718731007469657,-1.9333089055592547,-1.067495076778336,0.22414557405062197
TRIM2,-0.6542777570164693,-1.3374468466934366,-1.1052663000981884,-0.9391465183172395,-1.0510927995036903,-0.12825914319064657,-1.6881270037364442,-0.4129252846709526,-1.5590285817784189,-0.7886533520773814
TRIM21,1.2408914976316305,1.6194969117585891,1.20051522156852,1.0165496075423215,1.3750759511812947,1.6620415878270298,0.9623244723419561,1.0715442861190336,2.4281110228938982,1.3753215418830913
TRIM22,1.0920905538734296,1.2649068853433183,1.7138687218404116,2.151378760922734,0.7803551694685376,3.0746399768690105,1.2642817304978058,-0.6466363267431192,1.6056289085404358,2.068715990024869
TRIM23,0.24478877941579927,-0.6317853047571613,-0.6180835951185737,0.4255765946648058,-0.6383996641162901,1.1162477796866572,-0.6184056280961641,0.25359691467733186,-0.47041460860053863,-0.6236964412800063
TRIM24,-0.4404416872136879,-1.6019952449240522,-0.6313628842939015,-0.3375760040350495,-0.8116094238324668,0.025484652081993468,-0.9779473616391746,-0.15902342304591632,-1.6694593767607213,-0.40713506997658133
TRIM25,0.5065139820908346,-0.36201481146314934,1.2146384464606297,0.6363780149350168,1.5078179862015617,0.5233296564383881,0.7042549390426657,0.4793437457818438,-0.5175722756936764,1.7184609262938813
TRIM26,0.9725068876104499,-0.6384591439925502,0.20606106818695027,0.2894873857566471,0.32398634719971553,0.756257525394434,0.19738504041644148,1.426540796597643,-0.9715307005658278,0.2555478767083698
TRIM28,-0.07734397736365983,-0.6038296189404749,-0.26735982374668044,-0.24557894815960565,-0.2758538503844343,-0.34544433873850605,-0.08354925354622413,0.6368999231124112,-0.5228465713287104,-0.3679416570760541
TRIM29,-0.7451677775189282,-1.9940338033300762,-0.9314935637769843,-1.3121990346943684,-0.7484767091504363,-1.2697310474247827,-1.2004331970300068,0.40969737801147454,-1.9094800842451092,-0.7816232771360047
USP18,3.4622676399053196,1.15454735973436,2.3405097106271873,3.4485867601746705,1.9098524500917227,4.377789538939266,2.1650119205331144,-1.8238827707448,0.9608103901021013,2.3726849579333713
BCL2L11,-0.5534841680945163,-2.26487503428275,-0.4437919643769284,-0.5016805651832962,-0.7148831570267197,0.05794615733889117,-0.5366491367572191,-0.5667474360898578,-1.6144298090234486,-0.431201617825268
BID,0.16473876822797015,0.7089615052032098,0.3143427252124427,0.5649361717623536,0.02473542091049086,0.1791056342562142,0.5979490591101889,0.4125021468889164,0.22731719917287357,0.06363179117576181
CASP1,0.7455139161962905,4.278893697045158,1.7541755072307375,2.2504918219143115,0.7298700310070849,3.1663608191526764,1.3292381669045297,-1.2307892690046436,4.030531704413826,2.1333177530396115
CASP3,-0.25578344175586315,1.666255011225302,-0.012442063818924043,1.5912960458492518,-0.9765721336737949,2.246737982150977,-0.06313827484564122,-0.48258597583534596,2.163544152163854,0.13887710860741737
CASP4,0.9017714414335156,0.41615437981101566,1.0993348753066956,1.287972859526357,0.7474409363197819,1.9856095470516164,0.6334740882624584,-0.34603536317977374,0.6467296783105109,1.4726741729833766
CASP7,0.725424319052402,-0.5885389685765297,-0.4070241355474737,-0.014918042778202523,-0.16314382498887625,0.7234746176915503,-0.6836156420022769,1.0193036716564832,-0.7555851010387026,-0.2849171138734685
FAS,0.4392155906575163,-0.11162495664763841,1.014783583841908,1.701692219395129,-0.08468885246745356,2.5331577848405975,0.5037041952238112,-1.4249048109527742,-0.48042773868831257,1.287953164223047
GADD45B,0.09601335462982932,-1.3767988296322653,1.1605914968979634,0.7658386194581123,1.176731467388893,-0.9169815281780481,1.2541009807529007,1.7077142312373368,-0.9927616818130061,1.1208310030213806
ARL6IP1,-0.23368138925197995,-0.05457680056418469,-0.1525721280167677,0.5836913277201368,-0.8518966446911433,0.9718037707558544,-0.12076569583500005,-0.6758014073659729,0.021156540467597323,-0.1465057957748941
CFLAR,0.8972957659356451,-0.5425991739280942,0.9074097118183228,0.8028251445345134,0.8485628465218615,1.3617982411545877,0.6243397814033743,0.7643339598034693,-0.1986718809105779,1.0418842880290191
ACER3,0.05146047179124533,-1.8308495161894884,0.19018122404896667,1.0460496039610476,-0.9524731330143549,1.4923546556340668,0.13304871037133384,-1.9968447468702353,-1.925113272166589,0.21877994601772824
CASP10,0.3156365772019707,0.7627231320787393,0.974498353317848,0.9415740173564411,0.616973606919113,1.681231245064652,0.5209410694614155,-0.9071966902193945,0.4000120333282293,1.3372168725914861
CASP8,0.06584923019344997,0.28413275623672735,0.10979424590827917,0.35693833076082443,-0.15365617821942198,0.9792499223653036,-0.09362849336604326,-0.3115379616380596,0.39667461145356886,0.2787506411612457
APLP2,-0.37281523985638226,-1.68047129717579,-0.452301600409731,-0.45596847835767,-0.522603320795838,-0.021503692811455633,-0.5638813288769604,-0.20042706340594674,-1.7778207152035874,-0.3977772041084933
CALM1,0.1871173160899226,-0.3236300450776153,-0.871274032908469,-0.08820177077445251,-0.7578188801982513,0.8091764232492893,-1.08692778043335,-0.24378740497807955,-0.16812829266418844,-0.7732873797352096
CFB,1.6103135468162748,0.8379839392654791,1.0168441481781256,1.2324304718877894,1.130739726741366,1.6617466590808918,0.9395096646080184,1.9846632759262683,1.1055849760925283,1.0249028878551838
DDX5,-0.25718551442945414,-1.5005808928849367,-0.21753526992038247,-0.16538745217309408,-0.4422932946311476,0.5539496487588951,-0.3669746766488484,-0.7294108455716036,-1.3287996571043337,-0.06761651640381493
EDN1,2.469589749951225,-2.125185769481289,1.382316244857046,2.8444689853425635,0.27621595419818173,4.1366363979821035,2.128522173223,0.43368979386108664,-1.300739906455349,0.699842043414802
ENO1,0.48989323650967037,-0.41954155326445863,0.13053121710839322,0.1272538602786274,0.2576194621819159,0.6219348884755965,-0.14885979333063346,-0.34328575905561876,-0.5070163252514768,0.335570126553187
F2,inf,2.1211492374804277,0.7155388430653289,0.5836577497397845,1.1164479198528428,inf,0.7345139452508453,0,3.1563544569478155,0.8821785963889216
FLNB,0.3537076586920819,0.9626165627869416,-0.5625426767299917,-0.232706799192025,-0.10723022238329108,0.6871700961521078,-0.8590868539744,-0.7525794422361975,1.0485367135336865,-0.22667256018813492
FN1,-1.4450471637311941,-2.457595542946279,-0.8483346788394759,-1.4326671699064033,-1.119169496054016,-1.8647634581352963,-0.9509681848534639,-0.6002978789537897,-2.1247663937500496,-0.9048923934211236
GJA1,0.3972276731473191,-1.8225381119958959,-1.4040747858117506,-0.24011392969102724,-0.9579677434805621,0.7215497039968144,-2.364471549541942,-0.996073156424404,-0.9396737649395459,-0.7466349627771043
ITGAM,0.5252901291279946,-2.635084513232596,0.4699482272416507,0.2673163940029028,0.5781934200889717,0.160799095448134,0.4070718398318833,1.3357266363112854,-2.843256015896837,0.5287206259691573
LDHA,0.6267052685133999,1.1386316463660646,0.2837304426930033,0.542304966327283,0.3893785789737503,0.7883533357531256,0.16956915924453783,0.5596191867706716,1.3216902761167812,0.36050024354241783
NLRP6,-0.24864979421678723,-3.353697487212246,0.5119807242550887,-0.10183677836909208,1.092175018934658,-1.7542932417866444,0.2797315525450564,4.050751694128072,-3.384742158401709,0.8602690874063847
PLAT,0.8646255491937251,0.33878505732763897,-0.039276219782532824,0.8581349919495819,-0.2696381657205389,0.5440544423392832,1.067513604058792,1.6494067220714532,0.31946107132367196,-0.9889985826443496
PLAU,1.6967017465659908,-2.117444819447018,2.021388597441819,1.6929629583388133,2.016983720569261,1.2910924456735917,1.8168409974327544,2.600674164689032,-2.2299942406634634,2.0808699658975454
PLG,0.20957433471202389,-1.0468532086335698,-0.1327619114918405,-0.5946500562523687,0.21280471811897111,-1.1446334734642032,-0.29971647461932516,1.8275696252746934,-1.1245237932975949,0.02485535380754994
PRSS1,1.5075707922998827,-1.05165017624122,0.47423808252472704,1.7633441881350773,-0.09843473982625818,5.549304854661905,0.09225185108484231,inf,-1.7297220813538576,0.9461742978564105
SERPINA1,1.7381268640943472,-0.601002594074671,0.932934170952777,1.113105541429521,1.1411708696186675,1.6440348430244582,0.8882690215480641,1.9297648559777356,-0.18624885983474573,1.0149072100323107
SERPINA5,inf,0,-2.2469096355157854,-2.0137084722668614,-1.7708149089902103,inf,-1.7509130290446027,0,0,-1.9613012329148392
SERPINB2,-0.3488578705212449,0.31221624092475647,-0.3873591241057564,0.5966343028212615,-0.9995392303725219,0.15524406910788943,0.7522680018914287,-0.054551242978516,-0.27596964501221954,-1.3512253589478935
SERPINB8,-0.7341014656501755,-0.32303577212759005,0.050654980379185956,0.4880364301403436,-0.9301575783955758,0.4978560609252963,0.18377661066687812,-2.2022666385299767,-0.4569046052492288,-0.12234523020377322
SERPIND1,1.4894958167798282,3.694737104130821,-0.5238251648194359,-0.08760549109877809,0.48201934334944513,1.473506230901659,-0.16884974827840657,2.102501132027476,3.122604750703681,-0.8015327260313447
SERPINE1,0.3431684164700167,0.11120175042160683,-0.2547286615448807,0.09123738908087244,-0.19646262169659573,0.7044836238965216,-0.6640833790203292,-1.008640282465327,0.006322743825545769,-0.08192585733510512
SERPINE2,-2.7499679076323744,-1.5424690621926818,-0.18488986664196078,-0.8775387875893124,-0.9756625417995036,-1.5963426415801905,-0.509817143338917,inf,-1.3161405264947172,0.23554557010169513
SERPINF2,-0.316984431084322,-1.8589759874576612,-0.23712730313312258,-0.33173149011322883,-0.20687899690357922,-0.38576146323906696,-0.2868112964485069,inf,-2.0167133379859523,-0.25567957252354645
SERPING1,1.669411634499918,2.3906332907887733,2.810732386876857,2.529063654005516,2.238388682530555,2.4997889746120934,2.622158354909982,0.9882171526786954,3.9454166075132306,3.013037343480488
SIK2,-0.04674741677230994,-0.9893551657666366,-0.6935495203328348,-0.7208576940506025,-0.47879825128228587,0.27175796087003967,-1.2837288938491327,-0.059087559507190045,-1.4005059445473427,-0.2683027891794059
SOD1,-0.4359172962575553,-0.8380045638547695,-1.02706416351221,-0.6080335786500538,-1.0228046105692474,-0.048291517207009665,-1.5454756342853258,-2.64044900732917,-0.8918175391499196,-0.7630980981791176
SOD2,1.6380083973842654,0.36755401185801845,1.6266296988920397,1.9428531922335772,1.3129182675769135,2.7549882524026734,1.2464229751160527,0.4647205420442696,0.7103669006946091,1.8719124556107007
SOD2,-0.5925010641377201,0.41119407851889567,1.6820566218522797,1.4573934446459438,1.4067961159338482,-1.5271349904562932,2.2087660024357154,1.8940697710044523,0.12588149226838108,1.2734293359520343
SOD3,inf,inf,-2.0641534787413662,-2.7726278849055896,-1.2070088926849143,inf,-2.2861455758005196,0,inf,-1.353280947499166
SRC,1.8719274127783858,0.485039509710274,0.6185840687379361,0.7988623958921525,0.8579547204702658,1.0976436542193568,0.8685409634098743,2.9105816682997228,0.3439105004624921,0.40520848673384924
VEGFA,,,,,,,,,,
VEGFB,-0.03187370797372409,-1.563410971030462,-0.16354809529999328,-0.20360538352019425,-0.2663209085149648,-0.47010949039528344,0.11634339851899003,0.930718389747371,-1.3438830338445107,-0.37179370043535215
VEGFC,-3.89970855627463,-4.951735934296609,-1.2647033639649896,-2.0086081522206998,-2.826343730664947,-2.408892351645174,-1.9770976765191608,inf,-5.342297193318007,-0.39102949543541754
RUNX1,-0.5899096044600719,-1.3219834889907147,-0.07526511781923585,-0.20931756559630224,-0.4274706129802255,-0.24042698013454825,-0.13733854964017253,-0.25036869016862645,-1.7200410602842393,-0.04393600517462595
SLC22A4,0.5111134683831976,-2.4944902341580506,-0.7397977418459253,-0.6867458070455744,-0.47242415166825324,1.0462342706892762,-1.2714693488840423,-1.2714526919789035,-2.324926556449334,-0.33920046085907335
SLC2A1,-2.443774792204938,-3.4220101913781273,-0.4907039109758895,-1.4300195329896874,-0.8179666408813727,-1.8668210440366018,-1.157070043236401,-2.864374633193862,-3.357270407058962,-0.0942803151164323
SLC2A4,-0.02795135882487475,-3.111693502349054,-0.45324367902797186,-0.9960923035761033,0.056168992502570146,-0.8790144101554633,-0.9430906980939867,1.3662056432715874,-3.4322712768916954,-0.04707439575298795
SLC4A2,0.8506121548764923,-1.5179473460767785,-0.2959403656953801,-0.4271193273628407,0.006948485540719814,-0.33249553804482274,-0.279450243494962,2.1453953331212783,-1.8536913849522088,-0.3155227162030134
SLC6A14,-0.3980948712093284,0.027349693485125164,0.2486359866163038,1.1250377441923425,-1.0654902897785299,1.5990363865633854,0.43116596547888814,-1.4794741687495698,0.23583085595126027,0.10904284479530862
MAPK12,-1.1970166478001731,-3.716296192253471,-0.1816347570694421,-0.400477342821906,-0.3892751838486088,-0.8410249694561794,-0.187590942993436,-0.9109767493514226,-4.288266256113805,-0.11950045972073894
PCSK9,-3.066406023055243,inf,-0.848068304497384,-1.3408010723782384,-1.1278369763537404,-2.656343127733427,-1.000438231593001,inf,inf,-0.6811142395215453
SLC4A11,0.5169131306366307,-2.6855042200714223,-0.38599563302868994,-0.9383273072424932,-0.140492032104159,0.023192856943988788,-0.6092342275041476,1.5001831371457879,-1.9489115071583452,-0.18479434322981453
ESRRA,0.03507225538722026,-1.810237332235637,-0.26180400399707254,-0.5925556955425827,-0.04185064236483359,-0.39747917955029954,-0.5172809771982535,1.1055235134658485,-2.2765149049833013,-0.0716977339859789
