,7_1,7_2,7a72_1,7a72_2,7b72_1,7b72_2,Promedio Control 7,Promedio 7a72,Promedio 7b72,fold-change Control7 7a72,fold-change Control7 7b72
NOTUM,0.0,0.0,0.0011773478276175368,0.0,0.0,0.0,0.0,0.0005886739138087684,0.0,inf,0
NOVA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NOV,0.00024670376365703537,2.719904259518206e-05,0.0003924492759673353,0.0,0.0006873088423400523,0.0004425659975459714,0.0001369514031261087,0.00019622463798366766,0.0005649374199430118,0.5188421507019054,2.044427016946285
NOX1,0.013596118526480513,0.020358483379664175,0.030866135554105528,0.04435234986532387,0.05776830818828201,0.015888119313635915,0.016977300953072344,0.0376092427097147,0.03682821375095896,1.1474801390897393,1.117204307229577
NOX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NOX4,2.7411529286635586e-05,0.0,9.811231897761037e-05,8.817564588494096e-05,0.0,0.0,1.3705764643317793e-05,9.314398243127567e-05,0.0,2.764679748608148,inf
NOX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NOXA1,0.0010142265836441742,0.000897568405657131,0.0028256347862820885,0.004056079709176101,0.002096291968899006,0.003429886482205056,0.0009558974946506526,0.003440857247729095,0.002763089225552031,1.8478402149382578,1.5313543256544722
NOXO1,0.0016995148160033515,0.001754338247332812,0.002884502178516373,0.002204391146868327,0.003299082441962097,0.00238985638826128,0.0017269265316680817,0.00254444666269235,0.0028444694151116886,0.5591452416581604,0.7199528608233176
NOXRED1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NPAP1,5.482305857327117e-05,1.3599521289529509e-05,0.0001373572465743439,0.0,6.873088423400523e-05,4.4256599754597146e-05,3.421128993140034e-05,6.867862328717195e-05,5.649374199430119e-05,1.0053886180362477,0.7236185623724154
NPAS1,0.00024670376365703537,0.0,0.0,0.0,3.436544210112569e-05,0.0001548980991633405,0.00012335188182851768,0.0,9.46317706322331e-05,inf,-0.3823832006333078
NPAS2,0.010772731010188991,0.007017352989331248,0.010242926099703632,0.010492901859287187,0.016976528403100214,0.012480361134000468,0.00889504199976012,0.01036791397949541,0.014728444768550342,0.2210523310323203,0.7275317762618754
NPAS3,0.0,1.3599521289529509e-05,1.962246378414331e-05,0.0,0.0,0.0,6.799760644764754e-06,9.811231892071654e-06,0.0,0.5289503280799124,inf
NPAT,0.0034538526900387695,0.0036990697931382367,0.004081472468694836,0.004496957938600806,0.0033678133276250255,0.0019251620897032342,0.003576461241588503,0.004289215203647821,0.00264648770866413,0.26218089541208955,-0.43445385346081083
NPB,0.0,0.0,0.0003335818845864585,0.0,0.0,0.0,0.0,0.00016679094229322925,0.0,inf,0
NPC1L1,0.00030152682226896406,4.079856388471157e-05,9.811231897761037e-05,0.0001763512917443622,0.0005498470738720418,0.00011064149940874335,0.00017116269307683782,0.0001372318053609863,0.0003302442866403926,-0.3187533989324251,0.9481653188389283
NPC1,0.004111729392995338,0.002923897079425455,0.004591656526570517,0.004144255356081831,0.00443314203158503,0.0050895089724461865,0.0035178132362103966,0.004367955941326174,0.004761325502015608,0.3122794132646481,0.4366843693952889
NPC2,0.030481620569676748,0.02321438284869184,0.02941407323356688,0.03500573140560328,0.04257878278383947,0.029895333142485304,0.026848001709184294,0.03220990231958508,0.036237057963162386,0.26268957284606903,0.4326511169804208
NPDC1,0.008853923959737926,0.00835010607702723,0.014049684078322047,0.010492901859287187,0.012234097390795085,0.009404527448408155,0.008602015018382578,0.012271292968804616,0.01081931241960162,0.512540711825827,0.3308622618425149
NPEPPS,0.05306872070000891,0.03833705053245146,0.04385620658302029,0.04955471297917051,0.04996735282589657,0.056095240194180745,0.04570288561623019,0.0467054597810954,0.053031296510038656,0.03130595024650392,0.21455876203797347
NPFFR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NPFF,2.7411529286635586e-05,0.00039438611757370917,1.962246378414331e-05,0.0001763512917443622,0.0001030963263351309,0.0008851319953144479,0.00021089882343017238,9.798687776425276e-05,0.0004941141608247894,-1.1058905825820076,1.228293355999829
NPHP1,0.0001918807050257779,0.00039438611757370917,0.0005494289861266941,8.817564588494096e-05,0.0,0.0005753357969432659,0.0002931334112997435,0.0003188023160058175,0.00028766789847163294,0.12110469457352664,-0.02715317917974644
NPHP3,0.001946218579660387,8.159712778554618e-05,0.0042973195710884786,0.002028039855098445,0.0034021787688687972,0.004270761877497901,0.0010139078537229665,0.0031626797130934617,0.0038364703231833493,1.641220917605806,1.9198530521948742
NPHP4,0.002055864696497669,0.0009519664907507568,0.0019230014518701332,8.817564588494096e-05,0.0013746176846801046,0.0006195923967423641,0.001503915593624213,0.0010055885488775371,0.0009971050407112344,-0.5806834725798982,-0.5929061994433201
NPHS1,0.0,1.3599521289529509e-05,0.0,0.0,3.436544210112569e-05,0.0,6.799760644764754e-06,0.0,1.7182721050562844e-05,inf,1.3374026505956669
NPIPA1,5.482305857327117e-05,2.719904259518206e-05,0.00011773478276175368,8.817564588494096e-05,0.0,0.0,4.101105058422662e-05,0.00010295521432334732,0.0,1.32793229238836,inf
NPIPA5,0.0001370576464525067,0.0002447913834050076,0.0003335818845864585,0.0,0.0008247706108080626,6.638489965414622e-05,0.00019092451492875716,0.00016679094229322925,0.0004455777552311044,-0.19496141407167666,1.2226748518448798
NPIPB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NPIPB15,0.0002741152928663559,5.439808519036412e-05,9.811231897761037e-05,0.0002645269376548229,0.0001030963263351309,2.2128299877298573e-05,0.00016425668902836002,0.00018131962831621662,6.261231310621473e-05,0.14258298634317776,-1.391433817393257
NPIPB4,2.7411529286635586e-05,0.0,0.0,0.0,3.436544210112569e-05,0.0,1.3705764643317793e-05,0.0,1.7182721050562844e-05,inf,0.32617570109362926
NPIPB5,0.0,6.799760647989363e-05,0.0,0.0,0.0,0.0,3.3998803239946814e-05,0.0,0.0,inf,inf
NPLOC4,0.014555522052672484,0.006854158733727911,0.02866841961642601,0.017987831759507168,0.02020687996257477,0.01402934212474385,0.010704840393200198,0.02332812568796659,0.01711811104365931,1.1238071121733177,0.6772602257976292
NPL,0.0005756421151353199,5.439808519036412e-05,0.002138848553694838,0.0,0.002302484621442252,0.0004646942974455205,0.000315020100162842,0.001069424276847419,0.001383589459443886,1.763318543416939,2.13490013880947
NPM1,0.0808091883487536,0.07331501931730443,0.13408029511047273,0.1269729300641071,0.15021134748381287,0.10192294925099109,0.07706210383302901,0.13052661258728993,0.126067148367402,0.7602505046042589,0.7100988971675898
NPM2,0.00035634988068760514,0.00028558994722522707,0.00021584710173936405,0.0006172295211945867,0.00024055809480314137,2.2128299877298573e-05,0.00032096991395641613,0.00041653831146697536,0.00013134319734021998,0.3760111218161969,-1.289096592100803
NPM3,0.004358433157812099,0.0029374966008600917,0.004179584787188849,0.0036152014797513963,0.008110244339930154,0.005133765573135304,0.0036479648793360953,0.003897393133470123,0.006622004956532729,0.09541762469395541,0.8601762505146162
NPNT,0.012609303473012095,0.011070010336545437,0.014520623208231186,0.014989859800439964,0.023368500636386392,0.016574096610966944,0.011839656904778766,0.014755241504335576,0.019971298623676668,0.31760025960285915,0.7543008718854387
NPPA-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NPPB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NPPC,0.0,0.0,0.0,0.00035270258353976386,0.0,0.0,0.0,0.00017635129176988193,0.0,inf,0
NPR2,0.0025218606949889946,0.001971930588674698,0.0023154507278374684,0.0010581077506192915,0.006288875906379478,0.001504724391834307,0.0022468956418318464,0.00168677923922838,0.0038968001491068924,-0.4136619491562113,0.7943568240978428
NPRL2,0.0024122145781517125,0.002719904259518206,0.0036890231947187845,0.005026011814931241,0.003539640537019269,0.00238985638826128,0.002566059418834959,0.0043575175048250125,0.0029647484626402747,0.7639518825025914,0.2083551303843204
NPRL3,0.0027685644578728796,0.0026927052166489324,0.0033750637738311283,0.0006172295211945867,0.014708409223854349,0.003274988382018192,0.002730634837260906,0.0019961466475128574,0.00899169880293627,-0.4520186854734385,1.7193573120044428
NPSR1-AS1,0.00030152682226896406,0.00017679377687674491,0.00047093913104701474,0.0,0.00024055809480314137,0.0,0.00023916029957285449,0.00023546956552350737,0.00012027904740157068,-0.022437319797528617,-0.9915925760711798
NPSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NPTN-IT1,0.0011238727008680317,0.001264755480684027,0.003080726815504398,0.0015871616259289373,0.0002749235369042671,0.0007744904958167024,0.0011943140907760294,0.0023339442207166677,0.0005247070163604847,0.9665877836802058,-1.186598311711021
NPTN,0.02403991118615766,0.02382636130518898,0.030591421044116267,0.032272286400013124,0.04381593868131679,0.03558230621978448,0.02393313624567332,0.031431853722064695,0.03969912245055064,0.3932178960075665,0.7300976540482653
NPTX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NPTX2,0.0,0.0,0.0,0.0,0.0,2.2128299877298573e-05,0.0,0.0,1.1064149938649287e-05,0,inf
NPTXR,5.482305857327117e-05,0.00017679377687674491,0.0001373572465743439,0.0,0.0002061926526702618,2.2128299877298573e-05,0.00011580841772500804,6.867862328717195e-05,0.00011416047627378018,-0.753807096922705,-0.02067686298103719
NPW,0.0,2.719904259518206e-05,0.00031395942060318677,8.817564588494096e-05,0.0002749235369042671,4.4256599754597146e-05,1.359952129759103e-05,0.00020106753324406387,0.0001595900683294321,3.8860523710494577,3.55274309730552
NPY1R,0.00030152682226896406,0.0,0.0,0.0,0.0,0.0,0.00015076341113448203,0.0,0.0,inf,inf
NPY6R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NQO1,0.1329185055264363,0.09904531360721953,0.1912012872039501,0.16709284893409931,0.2301797312680884,0.14312584362479056,0.11598190956682791,0.1791470680690247,0.18665278744643948,0.6272446358982955,0.6864572571908955
NQO2,0.005345248211280515,0.00403905782577955,0.008594639142176957,0.009170267171013071,0.006460703115773722,0.005797614567896727,0.004692153018530033,0.008882453156595013,0.006129158841835224,0.9207081125334686,0.38543903112091665
NR0B2,0.0,4.079856388471157e-05,0.0006279188414908427,0.0,0.0008935014948832986,0.00042043769764642236,2.0399281942355786e-05,0.00031395942074542135,0.0006569695962648605,3.943987827703651,5.00923633083058
NR1D1,0.0008771689372109963,0.004487842028285655,0.003021859424976929,0.003791552773562856,0.00652943400143665,0.003695426079664615,0.0026825054827483256,0.0034067060992698925,0.005112430040550633,0.34479637002911184,0.9304280763845927
NR1D2,0.0035634988068760512,0.00274710330238748,0.004179584787188849,0.0035270258353976387,0.004123853054040313,0.0025447544862230932,0.0031553010546317654,0.003853305311293244,0.0033343037701317035,0.28831883779039186,0.07960788367232008
NR1H2,0.028398344334305377,0.020902464237049653,0.024743926845373892,0.017106075300657757,0.03993264373503519,0.028988072850608882,0.024650404285677517,0.020925001073015825,0.034460358292822034,-0.23638361135488817,0.4833263935854144
NR1H3,0.0014253995229437082,0.002719904259518206,0.002845257250549829,0.001763512917443622,0.003574005978263041,0.002500497885533975,0.002072651891230957,0.0023043850839967253,0.0030372519318985084,0.15290399320186096,0.5512887497821529
NR1H4,0.0016721032866007437,0.001536745906635848,0.0005298065224278916,0.00044087822942470484,0.003986391285889842,0.0014383394923581647,0.0016044245966182957,0.0004853423759262982,0.0027123653891240034,-1.724981254209527,0.7574955517505287
NR1I2,0.0029878566934803197,0.003114290377898067,0.0016679094226478234,0.0032624988972324216,0.008178975222417699,0.004115863777311038,0.003051073535689193,0.0024652041599401223,0.006147419499864368,-0.30760982084846933,1.0106639863654432
NR2C1,0.008387927963179477,0.008322907034157955,0.012381774655389755,0.01869323692709709,0.010584556169814036,0.012259078135004976,0.008355417498668716,0.015537505791243422,0.011421817152409506,0.8949711060573231,0.45100837137598293
NR2C2AP,0.0012335188180918892,0.0008295707991288683,0.0027863898588844833,0.00246891808452315,0.001958830200430995,0.0007966187957162516,0.0010315448086103789,0.0026276539717038166,0.0013777244980736235,1.3489688128657915,0.41748093198886704
NR2C2,0.0013157534059131384,0.0005439808519036412,0.0003924492759673353,0.00035270258353976386,0.0002061926526702618,0.0007081055961180553,0.0009298671289083898,0.0003725759297535496,0.00045714912439415856,-1.3194901085044677,-1.0243597239683682
NR2E3,0.0,0.0,0.0,0.0007935808129644686,0.0,0.0,0.0,0.0003967904064822343,0.0,inf,0
NR2F1-AS1,0.0,0.0,0.0,8.817564588494096e-05,0.0,6.638489965414622e-05,0.0,4.408782294247048e-05,3.319244982707311e-05,inf,inf
NR2F1,0.0,1.3599521289529509e-05,3.9244927596733534e-05,0.0,0.00017182721056913615,6.638489965414622e-05,6.799760644764754e-06,1.9622463798366767e-05,0.00011910605511164118,1.5289503291256585,4.1306189849328705
NR2F2,0.019133247444159146,0.015245063375059051,0.019308504374634418,0.018428709988931872,0.024399463899102625,0.01212630833516267,0.017189155409609098,0.018868607181783147,0.01826288611713265,0.13448927225671736,0.08741611542957207
NR2F6,0.011129080891843036,0.007466137191837354,0.011047447115906044,0.012697293006410709,0.0129557716759666,0.0114624593381762,0.009297609041840195,0.011872370061158377,0.0122091155070714,0.3526762986056422,0.3930270197525188
NR3C1,0.007209232203312941,0.00799651852295128,0.010635375376524375,0.007759456838385199,0.011787346645099896,0.010422429244232423,0.007602875363132111,0.009197416107454786,0.011104887944666159,0.27468347137018917,0.546577789531759
NR3C2,0.004797017625161228,0.0023391176625729817,0.0010399905811569806,0.0015871616259289373,0.001958830200430995,0.0010842866941878845,0.003568067643867105,0.0013135761035429588,0.0015215584473094398,-1.4416431792181916,-1.2295932134456007
NR4A1,0.0030700912811082817,0.0017271392044635383,0.00359091087338008,0.0061722952119458675,0.003745833190832669,0.004093735476966479,0.00239861524278591,0.004881603042662974,0.003919784333899574,1.0251532279697126,0.7085725233227942
NR4A2,0.0010142265836441742,0.001033563618552426,0.001883756524188059,0.003350674544138151,0.0013402522424837172,0.0019694186895023325,0.0010238951010983002,0.002617215534163105,0.0016548354659930249,1.3539648211719006,0.6926198648667917
NR4A3,0.0,0.0,0.0,0.0,0.00017182721056913615,0.0,0.0,0.0,8.591360528456807e-05,0,inf
NR5A2,0.0025218606949889946,0.001536745906635848,0.0014913072485051929,0.0027334450234539585,0.0022337537373670158,0.002810294085907702,0.0020293033008124215,0.0021123761359795757,0.002522023911637359,0.05788224091974823,0.3135974468886489
NR6A1,0.0021655108133349513,0.0009111679269305375,0.003394686236392054,0.0012344590423891734,0.0026117736005746603,0.002080060188777573,0.0015383393701327444,0.002314572639390614,0.0023459168946761166,0.5893720315302745,0.6087780974209166
NRADDP,5.482305857327117e-05,0.0,5.886739138087684e-05,0.0,0.0,0.0001548980991633405,2.7411529286635586e-05,2.943369569043842e-05,7.744904958167025e-05,0.10268587999619515,1.498464716818757
NRARP,0.006770647734030936,0.005331012349171621,0.007338801458626334,0.006260470856299625,0.0132650606566867,0.006328693765040894,0.006050830041601278,0.00679963615746298,0.009796877210863798,0.16832448890559804,0.6951888961926765
NRAS,0.016172802279888147,0.01770657672409455,0.022938660175981042,0.02548276165972715,0.03467473110724886,0.019649930294334206,0.01693968950199135,0.024210710917854095,0.027162330700791534,0.5152380120646372,0.6811998464415977
NRAV,0.0004934075271207831,0.0004079856388471157,0.0004513166673482122,0.0011462833965042326,0.0013058868002873301,0.0008851319953144479,0.0004506965829839494,0.0007988000319262224,0.001095509397800889,0.8256778783326101,1.2813734432825987
NRBF2,0.0024670376365703533,0.003576674101838809,0.002747144931202409,0.0028216206678077166,0.0068043575377375945,0.005178022171599373,0.003021855869204581,0.002784382799505063,0.005991189854668484,-0.1180772833285764,0.9874077005650562
NRBP1,0.011896603711636887,0.008377305119896504,0.018248891328071823,0.014460805924109529,0.01924464758234608,0.011750127235980316,0.010136954415766695,0.016354848626090678,0.015497387409163198,0.6900941376912771,0.6124007538408759
NRBP2,0.0018639839916458501,0.0020535277156702152,0.004159962324627922,0.0028216206678077166,0.007388570054758639,0.00548781836974805,0.0019587558536580327,0.0034907914962178195,0.006438194212253345,0.8336166016460121,1.7167185111555656
NRCAM,0.00030152682226896406,0.0005439808519036412,1.962246378414331e-05,0.0002645269376548229,0.0,0.0006859772962185063,0.0004227538370863026,0.0001420747007194831,0.00034298864810925313,-1.573168172829757,-0.3016570208539052
NRDC,0.03042679751898961,0.02309198716061702,0.03763588556432871,0.04108985098850722,0.051135777878990964,0.03540527981702801,0.026759392339803317,0.03936286827641797,0.043270528848009485,0.5567899949785517,0.6933393981342358
NRDE2,0.0018365724624365297,0.004066256868648824,0.006769750010223182,0.003879728417916614,0.0037801986320764413,0.0017923922903059397,0.002951414665542677,0.005324739214069898,0.0027862954611911905,0.8513042395828083,-0.0830583789600451
NREP,0.0013979879937343878,0.0013871511723059157,0.0006867862328717195,0.0012344590423891734,0.0030928897900539274,0.0022128299881748674,0.0013925695830201519,0.0009606226376304464,0.002652859889114397,-0.5357077049879251,0.9297990645677184
NRF1,0.002247745400962913,0.0020535277156702152,0.004258074643121935,0.0021162155009833857,0.0021993882951706284,0.0035183996813582426,0.002150636558316564,0.0031871450720526604,0.0028588939882644355,0.5675009484545741,0.4106933832772016
NRG1,2.7411529286635586e-05,0.0,0.0,0.0,3.436544210112569e-05,0.0,1.3705764643317793e-05,0.0,1.7182721050562844e-05,inf,0.32617570109362926
NRG4,5.482305857327117e-05,0.0,0.0,0.0,3.436544210112569e-05,2.2128299877298573e-05,2.7411529286635586e-05,0.0,2.824687098921213e-05,inf,0.043308245462547273
NRGN,0.0022203338717535926,0.003236686069197495,0.006063341312514784,0.005026011814931241,0.00821334066366147,0.0042486335771533415,0.0027285099704755437,0.005544676563723013,0.006230987120407407,1.0229899908682285,1.191347419230921
NRIP1,0.008415339492388797,0.01058042756973542,0.015089674656634335,0.012168239130080276,0.014948967318911521,0.013033568629264145,0.00949788353106211,0.013628956893357306,0.013991267974087833,0.5209971779801909,0.5588487440603158
NRIP2,0.0,1.3599521289529509e-05,1.962246378414331e-05,0.0,0.0,0.0,6.799760644764754e-06,9.811231892071654e-06,0.0,0.5289503280799124,inf
NRIP3,0.0004934075271207831,0.0,0.0,0.0,0.0,4.4256599754597146e-05,0.00024670376356039154,0.0,2.2128299877298573e-05,inf,-3.4788152067753653
NRL,0.0001918807050257779,1.3599521289529509e-05,7.848985516502015e-05,0.0005290538753096458,0.00034365442101125693,0.0,0.00010274011315765371,0.00030377186523733294,0.00017182721050562847,1.5639886886244851,0.7419589515445809
NRM,0.008552397138435398,0.006799760647989363,0.014991562338140323,0.012961819944575927,0.008385167876231099,0.0038503241798514788,0.00767607889321238,0.013976691141358126,0.006117746028041288,0.8645814113248896,-0.3273693232095443
NRN1L,0.0,0.0,1.962246378414331e-05,0.0,0.0,0.0,0.0,9.811231892071654e-06,0.0,inf,0
NRN1,0.0,0.0,1.962246378414331e-05,0.0,0.0,0.0,0.0,9.811231892071654e-06,0.0,inf,0
NRON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NRP1,0.0002741152928663559,0.0006935755862335732,0.00043169420336494044,0.00044087822942470484,0.0014433485687553407,0.001239184793262223,0.00048384543954996457,0.00043628621639482266,0.0013412666810087817,-0.1492713686949178,1.4709779444133264
NRP2,8.223458785990678e-05,0.00036718707502689626,0.00011773478276175368,0.0001763512917443622,0.0007560397264152883,0.0004646942974455205,0.00022471083144340152,0.00014704303725305795,0.0006103670119304044,-0.6118311948532932,1.44160732542878
NRROS,0.0,0.0,0.0,0.0,0.0,0.0001548980991633405,0.0,0.0,7.744904958167025e-05,0,inf
NRSN2-AS1,0.00046599599791146253,8.159712778554618e-05,0.0008045210156334732,0.0016753372718138783,0.0014777140109517278,0.0006195923967423641,0.00027379656284850433,0.0012399291437236758,0.0010486532038470459,2.1790814388425184,1.937361407838042
NRSN2,0.002878210574710162,0.0007343741500537925,0.0038460029037402665,0.0014989859800439965,0.0027492353690426706,0.0028766789847163294,0.0018062923623819772,0.0026724944418921315,0.0028129571768795002,0.5651555244471869,0.6390561668541048
NRTN,0.002878210574710162,0.0014823478213809916,0.000961500725792832,0.003791552773562856,0.005361008970569946,0.002434112986725348,0.0021802791980455767,0.002376526749677844,0.003897560978647647,0.12434174767012819,0.8380587018180566
NRXN1,0.0,0.0,0.0,0.0,0.0,8.851319953144479e-05,0.0,0.0,4.4256599765722395e-05,0,inf
NRXN2,0.0,1.3599521289529509e-05,0.0,0.0001763512917443622,0.00037801986320764414,0.0,6.799760644764754e-06,8.81756458721811e-05,0.00018900993160382207,3.6968243694680827,4.796834269596525
NRXN3,0.0,2.719904259518206e-05,1.962246378414331e-05,0.0,3.436544210112569e-05,0.0,1.359952129759103e-05,9.811231892071654e-06,1.7182721050562844e-05,-0.4710496727752879,0.33740264974046646
NSA2,0.024122145781517123,0.018168960456096808,0.03424119933078135,0.034300326235461386,0.04670263582835363,0.024827952474833777,0.021145553118806965,0.03427076278312137,0.0357652941515937,0.6966240046386505,0.7582060085881284
NSD1,0.006441709383519089,0.004814230539492332,0.00990934421625505,0.012432766068245494,0.0061857795794727785,0.007789161558856144,0.00562796996150571,0.011171055142250273,0.006987470569164461,0.9890789259380837,0.31215567300363345
NSDHL,0.011732134536380964,0.015666648534695883,0.019779443504543557,0.013843576403425336,0.01649541221298587,0.012214821534315858,0.013699391535538424,0.016811509953984446,0.014355116873650865,0.2953374917921126,0.06745325976390583
NSFL1C,0.015898686987794942,0.02151444269354679,0.03343667831457894,0.014813508506628504,0.0444345166618093,0.02812506915942158,0.018706564840670868,0.02412509341060372,0.03627979291061544,0.3669898732080156,0.955621565621006
NSF,0.017707847921408726,0.01131480171914429,0.016247400021690946,0.01931046644778128,0.021169112342803453,0.01641919851078008,0.014511324820276509,0.017778933234736113,0.01879415542679177,0.29298952554330715,0.3731048477527407
NSG1,0.0,0.0,0.0005886739138087684,0.0,0.0,0.0,0.0,0.0002943369569043842,0.0,inf,0
NSL1,0.007291466790940902,0.004324647772682317,0.0124210195833563,0.014637157215369016,0.008178975222417699,0.01316633842910645,0.005808057281811609,0.013529088399362657,0.010672656825762074,1.219937045602418,0.8777917748795858
NSMAF,0.0029330336331288027,0.0010199640972790196,0.005317687689684533,0.002645269376548229,0.004055122168377385,0.0026111393850317202,0.0019764988652039113,0.003981478533116381,0.003333130776704553,1.0103571522393897,0.7539307964270365
NSMCE1,0.01858501685803986,0.021351248442780364,0.024999018872889384,0.028657084899845954,0.0414447232005673,0.01714943240880023,0.019968132650410114,0.02682805188636767,0.029297077804683765,0.4260428740695761,0.5530573489407744
NSMCE2,0.002905622103919482,0.0026655061737796584,0.00608296377507571,0.007230402962054764,0.005120450875512774,0.004469916576148833,0.0027855641388495702,0.006656683368565237,0.004795183725830803,1.2568340116651535,0.7836165576013459
NSMCE3,0.009703681369092615,0.0070853505965044325,0.0194654840836559,0.012080063485726517,0.014433485687553406,0.008652165254493546,0.008394515982798523,0.015772773784691208,0.011542825471023477,0.9099173446925932,0.4594773636826449
NSMCE4A,0.008278281844409317,0.007058151553635159,0.0108316000135124,0.010404726214933428,0.015292621740875393,0.006992542762027367,0.007668216699022238,0.010618163114222914,0.01114258225145138,0.4695711967971372,0.5391205982074739
NSMF,0.0041939639806233,0.0026247076110880517,0.0031199717434709415,0.0032624988972324216,0.0026805044849674345,0.0025890110869122114,0.003409335795855676,0.0031912353203516815,0.002634757785939823,-0.09537570563419102,-0.3718203613222672
NSRP1,0.007072174557266338,0.0036990697931382367,0.008614261604737883,0.005555065691261674,0.013161964329780002,0.005908256067394472,0.005385622175202287,0.0070846636479997786,0.009535110198587236,0.39558633921218744,0.8241365899969173
NSUN2,0.007346289849359543,0.005766197030243089,0.014736470310624828,0.012873644297670198,0.010240901751025547,0.010311787744734678,0.006556243439801317,0.013805057304147512,0.010276344747880112,1.0742555472602064,0.6483858660467482
NSUN3,0.00038376141009021335,0.0010607626612604694,0.0016090420312669465,0.0009699321047343507,0.0030241589059786913,0.0010400300943887864,0.0007222620356753414,0.0012894870680006487,0.002032094500183739,0.8362030597344163,1.49237324954489
NSUN4,0.0034538526900387695,0.0023255181411383444,0.0048467485569307035,0.00590776827378065,0.004982989107362302,0.004890354273795255,0.002889685415588557,0.005377258415355676,0.004936671690578778,0.8959583621216197,0.7726262601103993
NSUN5P1,0.0,0.0,0.0002943369569043842,0.0,0.0,2.2128299877298573e-05,0.0,0.0001471684784521921,1.1064149938649287e-05,inf,inf
NSUN5P2,0.0001918807050257779,0.00016319425560333846,0.0006475413051896452,0.0002645269376548229,0.00024055809480314137,0.0002212829988174867,0.00017753748031455816,0.00045603412142223405,0.00023092054681031403,1.3610181466891473,0.3792729195191702
NSUN5,0.0006030536443446405,0.00033998803248008335,0.0006867862328717195,0.0005290538753096458,0.00037801986320764414,0.0007081055961180553,0.0004715208384123619,0.0006079200540906826,0.0005430627296628498,0.3665600804139379,0.2037973238165101
NSUN6,0.0014253995229437082,0.0005711798944504541,0.0023546956552350736,0.004937836168025511,0.0037114677495888974,0.00238985638826128,0.0009982897086970811,0.003646265911630292,0.0030506620689250887,1.8688893179927144,1.611591918270208
NSUN7,0.0014253995229437082,0.0013191535657776532,0.0022369608724733202,0.0010581077506192915,0.0031272552322503147,0.001239184793262223,0.0013722765443606806,0.0016475343115463059,0.0021832200127562687,0.26373726504090145,0.6698862783584743
NT5C1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
NT5C2,0.021024642973132397,0.021092857524236137,0.025882029745024883,0.0210739793654801,0.031100725113108903,0.03522825341427154,0.02105875024868427,0.023478004555252494,0.03316448926369022,0.15688997517566725,0.6552194875929906
NT5C3A,0.01636468298628627,0.013694717946021184,0.02337035437792364,0.026099991167651486,0.047974157195653185,0.04505321856700127,0.015029700466153727,0.024735172772787563,0.04651368788132723,0.7187477192123466,1.6298390724208738
NT5C3B,0.0029330336331288027,0.002067127237104852,0.004827126094369778,0.004937836168025511,0.007972782571779684,0.0034962713810136833,0.002500080435116827,0.004882481131197644,0.005734526976396683,0.9656399572153724,1.1976999761661422
NT5C,0.0031249143395269225,0.0028966980365561813,0.0038460029037402665,0.0071422273151490355,0.004982989107362302,0.0054435617712839815,0.003010806188041552,0.005494115109444651,0.005213275439323142,0.8677372954998887,0.7920402438874475
NT5DC1,0.026397302713622235,0.020453680031318942,0.03326007614584122,0.034035799312608,0.046255885069956905,0.019273749197376903,0.02342549137247059,0.033647937729224614,0.032764817133666906,0.5224387751179801,0.4840681696763763
NT5DC2,0.019928181785430817,0.007860523310217214,0.025666182642631243,0.022132087115589,0.012131001067063768,0.004381403376995646,0.013894352547824016,0.02389913487911012,0.008256202222029708,0.7824597861928554,-0.7509483963381461
NT5DC3,0.0,0.0006799760647989363,0.0007260311602693246,0.00044087822942470484,0.001958830200430995,0.0008187470956158006,0.00033998803239946814,0.0005834546948470147,0.001388788648023398,0.7791366709703353,2.0302711909235955
NT5E,0.023848030489423917,0.021895229284042802,0.015442879005488536,0.01869323692709709,0.03848929517739369,0.023942820461051412,0.022871629886733358,0.017068057966292814,0.03121605781922255,-0.42226026397215444,0.4487291759683697
NT5M,0.0,0.00012239569167025774,0.0,0.0,0.0007216742842189011,0.0001548980991633405,6.119784583512887e-05,0.0,0.0004382861916911208,inf,2.840320451091749
NTAN1,0.00046599599791146253,0.00039438611757370917,0.0002550920293360976,0.0006172295211945867,0.0005842125160684291,0.0007081055961180553,0.00043019105774258585,0.00043616077526534216,0.0006461590560932421,0.019882495426921543,0.5869118008559393
