,fold-change control1 case1 lung,fold-change control1 case1 heart,fold-change control2 case2 lung,fold-change control2 case2 jejunum,fold-change control2 case2 heart,fold-change control3 case3 lung,fold-change control3 case3 heart,fold-change control4 case4 lung,fold-change control4 case4 heart,fold-change control4 case4 liver,fold-change control4 case4 kidney,fold-change control4 case4 bowel,fold-change control5 case5 lung,fold-change control5 case5 fat,fold-change control5 case5 skin,fold-change control5 case5 bowel,fold-change control5 case5 liver,fold-change control5 case5 kidney,fold-change control5 case5 heart,fold-change control5 case5 marrow
RIPK2,2.4419449311126726,inf,-0.16738531136476306,-1.4759197414258607,-2.5495228314658642,-0.20149345328710508,-0.6548906826789841,-1.707501381975282,inf,inf,,-1.1844812018234236,-0.05464692483511716,inf,-0.6073350654669658,-0.23860512053952898,-2.6097658917217244,-0.6386207543939129,-1.3667692391244781,inf
NOS1,-0.188141555611146,inf,-1.22079484911809,1.4245445850232212,-2.7194478329081764,-0.06971882202423656,inf,3.614426712912082,inf,inf,inf,5.258462294025307,1.1317737373641916,inf,-2.999652488245721,-2.0053180580997862,inf,inf,-4.874563879323173,inf
NOS2,-0.32029198573993833,inf,inf,0,0,-1.1918279201933224,-1.6548906826789833,inf,inf,6.671010241278457,,inf,inf,0,0,0,inf,0,inf,0
NOS3,1.472275162056814,1.378766719185941,0.6256249264376804,-0.4759197414258639,1.593435122376179,-1.103250142589803,0.40400300637458025,-1.7778907098666763,0.22442755013837346,1.2786928184996986,,-2.6699080289936625,1.7659173748098969,0.6208470364196875,-0.9471850683515896,-0.7829256367633405,-1.1947283924428784,-0.07158016167002258,2.7907720378620002,-0.07028102151839506
OAS1,2.2374060368693134,-1.6509806242081055,1.0947004236992892,-1.0202402576496727,-3.9418402542446236,1.9714050903978346,-1.770367900098917,-2.614391977583795,-5.668839761606174,0.17915714494878018,,-4.769443702544581,1.4079821622965931,inf,-0.06105303290986749,-2.590280558820939,-3.417120813779327,-3.030938177172675,-2.067208957265567,inf
OASL,1.2839708830045817,inf,0.8836830027569799,inf,inf,1.1313259486845364,-3.46224560473659,-2.4623888841387496,inf,inf,,inf,1.599622615741967,inf,inf,-1.3678881374844962,-0.6097658917217235,inf,inf,inf
PIAS1,1.0545741595428004,-0.18466261998556957,0.2789142731097931,-0.025258332416299135,-2.719447832908177,-0.7827387372428598,-2.0234297198579356,-1.143600496781954,-4.7005486213335095,inf,inf,0.14370588353562208,-0.5450583120071152,inf,-0.7772600669092797,-0.6200751610812953,-3.752723845563765,-1.3076475199035433,-2.180419567713564,-0.730156088658495
S100A10,0.5140570672885182,-0.46588674429463395,-0.72157925419256,-1.860688709883457,-4.432954454250393,-0.4907983308678372,-2.050091766303659,0.19615474896351598,-1.7218959164772136,inf,inf,-1.4408209550832083,0.06614933372007112,-0.6201610630841036,0.11392644595179381,-1.0885057375632174,-1.7522101567419321,-2.049553855340022,-1.0488304279507161,-3.2301523582967824
S100A11,1.3663878965845628,0.3686779015623571,0.13484567457771152,-2.071412909639192,-3.7865620287667157,0.3233104339425581,-2.1055520916885477,-1.0455942962936489,-2.1313944990184743,inf,,-1.2418686839809434,-0.4507172605862227,-2.2092279621380015,-0.777260066909278,-1.7958646924708355,-3.0248033910005625,-2.0536582536727512,-2.0228148379071156,-1.7577516246332807
SOCS3,0.9769741671052288,-1.2854632607730625,0.45388701625572125,0.6550111284005847,-2.6490585050167788,-1.1081432143729226,-1.755118130417637,0.9983155136202605,-0.7909902016063278,inf,inf,-2.0896220154819845,-1.242236542096529,-1.6498005535239828,-2.179697529408486,-1.6674484193433998,-4.050338483107705,-1.3217636490539753,-1.8888717160070558,-3.2153977293782003
STAT1,1.4170760728399727,-1.669880829551385,-1.1242756530674478,-3.0976934331223127,-4.608828660228245,0.9126903025341814,-2.6448370180150578,0.3916540846842863,-2.5655574100005825,-1.3119833334158524,,-0.9243007930447804,0.9128664726572305,-1.7327899181950108,-1.138934340589396,-0.8735281855442454,-3.647901020608496,-2.74714521117208,-1.8146669252494192,-2.1608835702993003
STAT2,0.6619258894840907,-0.6201874706625032,0.6895077925591806,-1.7472217632432614,-3.4824086356073267,0.3926488291494087,-2.072881499347172,0.820236250052925,-1.2901456226913888,2.349082146391095,,-0.9064964545236608,1.3808896263873565,-0.4108618233076485,-0.628396680994794,-1.0970342271914026,-3.548365347057578,-1.2877135925347856,-0.918345571351089,-1.182909876629302
TRAF3,0.5402219166393988,-0.3495166318804539,2.1397499574831227,1.7871146644079352,1.25783209059174,-0.5727573021194686,-1.541233900883416,2.086914484374825,-2.176986665276497,inf,inf,-1.4295936996599563,1.6669431195476083,0.2058095371408482,0.28163362214429094,0.8545042838519469,-0.8728002975555148,0.5133823390511336,0.1551834640708758,0.5146814792027611
TRAF6,0.804402163330861,-0.46029706259899855,1.6990214580577705,0.7871146644079297,-1.1344853321870219,-1.7315294848311003,-2.9179250885127748,2.9656883017576114,-0.28563939011795403,inf,,-0.165115876956486,0.3780545444263184,inf,-0.7131297294895617,-0.6178663904928435,-3.0691975103590217,-2.6830148737523647,-0.003078619845854484,-0.6492942559083654
TRIM16,1.913776916080284,2.947787676038082,inf,inf,inf,1.5056299749777597,0.7601468165998615,-2.0294294768626426,-1.498914760163862,inf,,-2.336484295268471,0.5090407886754137,inf,-1.1922975661881159,0.09154348115280277,-0.02480339100056975,-1.2235832551150694,0.25471913762179493,0.6402123612866212
TRIM16L,1.562138912216436,1.1563742978495004,0.2859575501139152,3.0095070857443793,4.035439669255292,1.2517534838140036,3.251999912929533,inf,inf,inf,,-0.5995187011022663,inf,0,inf,inf,0,inf,inf,0
TRIM17,1.3544730122984463,inf,2.0482402352725466,1.7871146644079323,inf,-0.1577696873115867,-1.5028875892339286,5.684816040803481,inf,inf,,-2.9214467959896293,4.229192470570737,inf,1.030094855148325,0.8020368639578174,-0.6097658917217235,inf,-1.0672089572655714,inf
TRIM2,-0.03641882260494485,0.8344462029621355,1.2256162372237442,1.5240802585741369,-1.1344853321870214,0.6338522355230606,-0.30911584583725576,-1.8774263834175966,-1.5395567446612082,inf,,0.2966454879131917,1.0548827429299032,inf,-0.7228122828868895,0.5610287644540254,-4.310205609862811,0.3239045401874304,-0.8607580797981392,inf
TRIM21,1.7242176040029344,-0.024197947792321515,0.9993607058694137,0.2610458527403485,-3.1344853321870176,0.9530640414733328,-1.6548906826789829,-0.4800908858722067,inf,2.313458236660369,,-1.149715783662749,0.9582740374938228,inf,-2.892737284329211,-0.5764747592959011,-1.3102056098628099,-0.9240229732561525,-0.9602937533490542,0.33209006592429646
TRIM22,0.9519601039033153,-2.060856418371172,0.8540181230748027,-0.5971504860760962,-2.4456870204813255,-0.2202422377618823,-3.367608730598508,0.2999544229437667,-2.200387592732783,inf,inf,-2.042228618865666,0.2587479873033131,-4.029406924553183,-2.8160793157998025,-1.8043628074256295,-3.10801675924955,-2.458799716809101,-2.512348488333835,-2.010041599686255
TRIM23,0.09302517437279074,-2.1941229492346337,2.4116390817087803,2.0095070857443753,0.08790708914942491,0.07719229799925557,-1.502887589233933,-0.24355428221549194,-1.0349676604040683,inf,,0.0660622598271755,-0.19543209644024304,1.0252372914990295,-2.8647229081596137,-1.5973699836072588,-4.697228732972059,-4.3110460963654065,-1.9847467970735924,-0.35978763871337616
TRIM24,0.4816412541798664,0.6418011250197363,-0.004905621051153597,-1.0608822421470174,-1.8125572372996555,0.2766396336598391,-2.033402305932713,3.3184938265576696,-0.6984792520460408,3.8896505277538003,,-0.7959159139057611,0.09514259431001897,inf,-1.24120716666907,-0.908456518847192,-3.931693986609085,-2.54551135000243,-0.8972839558232586,-0.8743608115431364
TRIM25,1.080475843205465,-0.46655605307067904,1.0396184016447303,-0.8682371642046218,-1.5268027549657783,-1.0181546966279102,-2.090475559361911,1.3290244940498335,-2.033184052933306,-0.19935447830494937,inf,-2.884920919964512,-0.32970043412311795,0.4371350832473059,-0.8914310868285893,-1.3368612418638728,-1.9634028463364235,-2.747145211172078,-1.7081278639607382,-0.9764589991618732
TRIM26,1.8114450110707834,-0.5723236803331107,0.8721248066803566,0.42454458502322595,-0.719447832908174,0.1364827527783814,-1.7804215647628372,3.9072084621399257,1.005538372945447,2.992938336165811,inf,-1.1732539464001706,1.4094742957091002,inf,-1.505958045091882,-0.868317127993983,-3.1458187919619323,-1.6221326316053473,-0.9709936420062679,-1.8958405389535864
TRIM28,-0.2664849768559676,-1.016014743544293,1.9425037081015601,2.2259989056411458,0.9809918852329181,-0.5381558957254583,-1.9713643474742348,2.6441740563061313,0.09341112897078394,1.0860477405573012,inf,-1.118392011365648,1.6493295927760945,-1.2966908033883298,-0.777260066909276,0.20286050401696482,-2.375300638084693,-0.8516144777281075,0.7522187970926112,1.0446026163659596
TRIM29,-0.08167469953908044,inf,0.7973057925616199,-2.382810337034385,inf,-0.7885699340654454,inf,-0.2924638826964367,inf,6.086047740557299,,inf,inf,0,inf,0,0,inf,0,0
USP18,1.055662211364204,inf,inf,0,inf,0.47806598904360137,-1.9768187775663408,-0.5654823771028541,inf,inf,,-4.45749969622984,2.2262811973135754,inf,0.5446680279780888,-2.367888137484496,inf,-0.22358325511507107,inf,0.6402123612866196
BCL2L11,0.7915953394556862,0.2688490271079044,1.6301781522779704,-0.5568397368094313,-1.7865620287667154,0.06304270016640347,-2.322315343592116,3.6076215350069627,-0.017321491602404076,2.8465818058619083,inf,-2.8389846357976585,-0.13750053057250036,inf,-1.2918332397390369,-0.689816232371858,-2.9316939866090914,-1.130473850723585,-3.1667446308164835,0.05524986056546173
BID,1.3397964051632754,2.4783023927368606,-0.5790512385531624,-0.33841621767592933,-1.3271304101294163,-0.4553460683650226,-3.024124492344702,0.29249861802471805,-1.7619491659976552,inf,,-0.3771262797658214,0.9342344168425303,inf,-0.45533197202191783,-0.6674484193434034,-0.02480339100056747,-0.223583255115072,-0.6077773386282761,1.5471029568951329
CASP1,3.0897142722525754,0.3083773912945467,0.7944347279954829,-1.4759197414258673,-1.81255723729966,-0.0037259245737637312,-3.860005112583595,-2.646100837311136,-3.700548621333509,inf,,-0.8011525622719161,-0.37320909806450814,-0.48224645654441595,-1.827886139979247,-1.553443790640579,-3.1458187919619323,-4.081564250242643,-2.755264950950832,-0.8254512110621909
CASP3,0.7853028926771756,inf,-0.5377691295893628,-1.8973835098641416,-3.456413427074385,1.6457564405071485,-0.6548906826789841,-2.4940977438660865,-2.7005486213335104,inf,inf,-1.3157257351016738,-0.27588234552236335,inf,-1.220866718384887,-1.0290862240327305,-3.6972287329720586,-1.9891180014780427,-1.2004754881290298,0.25318923817737593
CASP4,1.6542993598409637,0.30076420718466934,0.49378939619110646,-0.869401097338258,-3.0886816425738965,-0.777276933236614,-3.2398531834001374,-1.15330113502481,inf,inf,,-1.045318454151797,0.11479130226622057,inf,-0.3849426441305165,-0.8533149646547376,-2.5102302181708094,-1.9434753359223356,-1.382710782993503,-1.52328637099626
CASP7,2.53207074997801,0.9237135410592231,-1.3154930733958115,-2.9498509297582753,-5.4564134270743825,-0.8805185666939622,-3.345206183546366,1.8575615613081724,inf,inf,,-2.2043807592611278,-1.1148268878067062,inf,-1.5779512586858717,-2.122775639647963,inf,-3.9784707572785356,-2.5741689459854533,-3.114675140876849
FAS,-0.11794841901325111,-2.9563258348998636,-0.043754045821182815,-3.2758951331178703,-6.419887551049269,-1.1735363207288607,-2.886216228785431,-1.877426383417594,-4.806343285356109,inf,,-2.2288753211818784,-0.3125423550431026,inf,-1.6021733603511823,-1.4151938522628487,-3.5639622021086024,-1.8558514706145843,-2.114514672043927,-2.7290214483790973
GADD45B,-1.0425321865847608,-0.993372821655184,0.7083920862777723,0.4700853689334075,-1.9943076741387595,-2.774085468895444,-5.295348295991842,1.3636896658816722,-0.8493381459890025,2.250348192805736,inf,-1.747162255168573,-1.3471781140629253,-2.900389866691084,-0.8985663631314176,-1.5725501802021145,-3.4264586783586695,-1.7992679422482196,-1.3044143732475106,-2.4264586783586735
ARL6IP1,1.1911296949263686,0.9477876760380786,0.14510362196043775,-0.767474187269711,-2.3671460889772975,0.48117047657154816,-0.6742560075459096,-0.8407679128387449,-3.2644495065268324,0.583547400028119,inf,-1.4015793234903526,-0.7213319879536408,-3.2092279621379958,-1.455331972021917,-1.9584972013467943,-1.9659097019469993,-3.0536582536727623,-2.113012646878694,-1.2305046217684121
CFLAR,1.162031611863271,0.009305910064029865,0.9730566310803773,-0.4943343611243626,-0.8891529280866838,-1.1597994728321273,-1.8697271295670732,0.7833557218806755,-0.7586515758970775,0.3400933631638377,inf,-1.7064339050187758,0.6417194054021423,-1.28960137860202,-0.9308433303270801,-0.6027715030041435,-3.230707689548452,-1.5851384241231468,-0.13822027052590352,-0.142480506536721
ACER3,0.42049175793331633,-1.0762864589407781,-1.0112244716809964,-1.8373762004998633,-4.758976197094814,-1.35051336206297,-2.9904937144634247,3.3199793544468275,-0.617559256662478,inf,,-0.599518701102271,-0.6317406219948271,inf,-1.9523467734673692,-3.2492436409858763,-4.154086407945538,-2.7679037713388785,-3.196491974210536,-2.0296390370210475
CASP10,2.06657623501846,0.47830239273685854,1.07338907972169,-2.2572794549505244,-2.423991949382005,0.6225362452853962,-0.7638250542321493,1.2701308049962634,-1.7962303005696103,0.6486424282499998,,-5.036924013409566,0.950569550847198,1.5981269599196026,-1.4553319720219136,-1.010336132866409,-4.609765891721722,-0.41622833305746076,-0.36676923912447945,-0.0378595438260167
CASP8,1.149598064855072,-2.5216976072631354,1.3211885613931187,-2.704738431921746,-3.45641342707438,-0.2448677245587148,-3.008527637293684,0.12257361658240506,-0.6720070406848546,1.9161227391149878,inf,-0.8308442472087202,2.379872181452399,0.2058095371408482,-0.11429505418684971,0.9540399574028695,-0.609765891721722,0.19145424416377746,-0.40424394454314244,1.9621404561739826
APLP2,0.7804802322805475,-0.07318540343321135,0.20833484462816615,-0.1970189301330473,-2.127664066331003,-0.1745893732089777,-1.7333926563576998,2.04817168788573,0.4020081121850191,0.905475494915478,inf,-0.061272699288142274,-0.4927026360644377,-2.278123043349063,-1.6198476767805143,-1.4144154056671068,-3.3074051656818595,-1.587221601887268,-2.1479133407662694,-2.009730170642219
CALM1,0.3872715078669979,0.015018448603957233,-0.4250684419950458,0.4955839219550801,-1.5973343113820515,-0.45345803818686836,-0.8947403010919791,-1.4698098242559543,0.00034870438557261423,0.18988355154183378,,0.5870575408902073,0.27204529714062875,-1.4080078262524973,-0.7559914501556309,-0.7223188720591922,-2.875659951694759,-1.8374006185084206,-0.1920907077115379,-1.223583255115079
CFB,2.295659450444288,2.8002304876242197,-0.9577604432842973,-3.11977593120059,inf,0.7289623804717956,-3.1143223013162804,-0.7075013819752848,inf,inf,,0.9854437996188846,1.3272450065284134,inf,-0.6073350654669681,0.02442928529426133,1.7121622031656358,-0.223583255115072,-1.2598540352079663,inf
DDX5,0.7902440360887015,0.0738552950011114,0.9832745121447575,0.6215112689157093,-1.6628643045418108,-0.26882256111483244,-1.9138850549544533,0.7228569165873218,-0.4505982604368779,-1.0483785796636278,inf,-0.4240897587364054,0.8782548493385717,-2.3479920320938494,-0.9108314676448059,-0.4808737662492419,-2.819613059739061,-1.2554321211544086,-0.06957338561379946,-0.3132950534709308
EDN1,0.15406495436771328,-1.7213699520995116,2.2833666573956304,0.6615837823240708,-3.134485332187019,-5.11473219359389,-6.971657072450568,-3.7372487253693323,-1.8696990213929765,inf,,-6.214228545217474,-1.38222432909832,inf,-1.6841506625177958,-2.187315891842675,inf,inf,-2.1667446308164866,inf
ENO1,-0.307637113215644,-1.787234520300103,0.182173489376137,-0.4301160518127419,-3.1411490624680334,-0.0958439096665471,-2.3412984469596783,-0.21792793584316172,-1.5312410797940066,-0.21010371939664316,inf,-0.8082073198058713,0.047254521108922316,0.27795932289667863,-0.12602434676895724,0.07915975669696625,-1.0964263188310797,-0.5782481364144336,-0.9574340992098189,-0.15333676124595547
F2,inf,inf,inf,0,0,0,0,0,0,inf,,0,0,0,0,0,inf,0,0,0
FLNB,-0.05124937330750219,-0.8035724526300682,2.273365794279651,1.2369175818474527,-0.049093840956374465,-1.1603737656617918,-1.6444890872185134,2.4559022829265276,0.05087906671348928,0.58886119992458,inf,-0.6592999294276916,0.8352606064913005,-1.1540864079455366,0.30910021789390457,0.07957083948672657,-2.2915899316954675,-0.2424422823663879,0.6575263481152253,-0.7196835837997633
FN1,0.32496570487159926,-2.7645847327149657,1.0316168137609174,-0.9161914893031133,-5.320573591812749,0.2548491258725735,-3.81636896771584,-1.3769579796413312,-1.3518168502508392,-1.3676801660533155,inf,-1.0877829575761506,0.45122262672775065,-1.734856323476754,-3.3248537597448258,-1.8172881987644056,-4.503637540860382,-3.132884944823332,-0.8733168588975342,-5.560320626086091
GJA1,0.9944812724381484,-0.6026176026467054,0.7916492119455095,1.6615837823240678,-0.4950750474434853,-0.28286130205918775,0.4248365097917571,-1.822978599395211,-2.8774263834175917,inf,,0.9792652246897683,-0.9801594418434801,-0.9234734798041162,0.29965730397961654,0.3399311110221927,-7.324011409387848,-2.2373890546400994,-0.8685651387017324,-6.074033156379504
ITGAM,0.33993122710189,-1.8880198215089612,1.3417925410132554,-0.32836255301200507,-2.834925050328112,0.11182951659541905,-2.703253704240383,0.05303268332933024,inf,inf,,-0.9214467959896321,0.10331813517545327,inf,-2.099188161796638,-1.175243059542098,-3.1540864079455306,-5.352866272060037,-1.4960522560694474,1.2658168465051247
LDHA,0.4176303536299341,0.24526734743991205,-0.5262247347121564,-0.5997847443385166,-3.2499625496069555,-1.3064624260028639,-3.094979554013193,0.07199825602948026,-0.8273845685616275,-0.902636946214864,inf,-0.1205978377914309,-0.2705191414173064,-0.6438561897747245,0.956783823586228,0.42027853774689183,-0.1864131242308775,0.36969451381808827,-0.3070803304800525,0.019365324866933428
NLRP6,1.9305829920220003,inf,-0.2928548217569868,inf,inf,inf,inf,2.877461118745876,inf,inf,,2.4004812988977307,1.7139999776122168,inf,-1.777260066909277,-0.7829256367633376,inf,inf,inf,inf
PLAT,1.0415628393607408,-1.8070998261253883,-1.1825006021895328,-0.7337174988935081,-4.8569513566581115,-1.8586289259630155,-3.915418232902205,-1.3493662739309122,-2.273708374624359,0.17116435419525125,inf,-0.8139623693232241,1.3087766570699426,1.0903323197209136,-1.4333056656919165,1.2759680522902286,-2.7252431091416587,2.0301733371307105,-1.182686174685512,inf
PLAU,-2.462454770681771,-2.2221373254042307,0.8510139714182543,-2.6052027583708313,-2.9418402542446254,-2.27116117504017,-2.6432088776313436,0.214496106023449,0.8349529480350297,inf,,-1.525518119658489,-0.781582270001138,inf,-0.36222256763043414,-1.3678881374844964,-1.4577627982766712,-1.8085457558362263,0.9526906001721346,-3.5297126401556875
PLG,0,inf,inf,0,0,0,0,0,0,inf,,0,0,0,0,0,inf,inf,0,0
PRSS1,inf,0,inf,0,0,inf,inf,inf,0,0,inf,0,0,0,0,inf,inf,0,0,0
SERPINA1,1.410861088773587,5.607242821709924,0.09451731371350408,-4.222137648830262,-6.646237985954398,-0.11889289620136811,-3.5076255082405994,-0.5520468633413046,-7.5606909577505546,4.841894800482036,,-3.983222993576319,-0.19356011261834102,inf,-4.292959905193313,-2.135395126179075,3.905201406241177,0.3375325036517186,-4.09105569921994,-1.4492227222953236
SERPINA5,0.08530293786811206,2.8933398920157023,inf,inf,inf,inf,inf,0,0,0,,inf,2.840008434426534,inf,inf,-0.7829256367633376,0.3902341082782765,0.7764167448849328,-1.0672089572655714,-0.3597876387133739
SERPINB2,0.22132517641699026,inf,3.1510279700278083,inf,inf,-4.731387376585352,inf,inf,inf,inf,,inf,-6.043725931224642,inf,-5.070041816137125,-6.982597981599703,-6.224475735836933,inf,inf,inf
SERPINB8,-0.18439863564853198,-0.165553797037866,-1.2424403862311317,-4.382810337034379,-4.719447832908172,-0.20206403571028506,-2.4204254290419565,-1.514856304032885,-2.569304088055258,inf,,-1.4068736231598693,4.182011597533428,inf,1.746301889147738,0.21707436323666102,inf,inf,0.9327910427344316,1.4475672833442266
SERPIND1,0.9905436446198966,4.700694814073303,1.6901067332500213,0.20215216368677383,inf,-2.3184309079314387,-3.976818777566349,-1.5148563040328862,inf,4.863655319220849,,-1.4068736231598742,inf,0,inf,inf,inf,0,inf,inf
SERPINE1,-0.6726952026372126,-3.3384930488133193,-0.39382464477877754,-1.4828061270111055,-3.771915252802314,-3.793751620346229,-6.601309642474138,-2.2674398590139613,-1.722931870235677,0.7187543414610136,,-7.399771507474658,-2.0413782612633313,-0.9168097495231091,-2.5563951153194235,-0.900383218311515,-0.5504448007865214,-1.990543589579115,-1.3958317047269413,-5.8516407350430555
SERPINE2,1.9833824180928932,2.85681401599059,1.595406705719585,4.009507085744378,-1.1344853321870219,0.29357165572238714,-0.3653840654839948,-2.614391977583799,1.2350103796822964,inf,inf,0.7863724525170601,-0.09877408736401806,0.2882716973328238,-0.10983540599614432,2.9000001176899857,inf,-0.3110460963654056,-0.17739187501599255,-1.6398955579061107
SERPINF2,1.5200633181246457,5.215267986903062,-2.6004797455529345,-5.552735338476698,inf,-0.7732181538466862,inf,1.1404955245796715,inf,6.934044647112252,,-0.5995187011022666,inf,0,inf,inf,inf,0,inf,0
SERPING1,2.4540348481076273,2.3139750809112205,-0.24816799660386932,-0.2388654429841706,-2.9990219148919044,-0.5288105809533017,-2.9086472749247667,0.05958966986859594,-3.983645137868064,1.6032656346426197,inf,0.5011195288958029,0.11973023984571694,-2.650663151481446,-0.3460903265283731,-0.7065125212441681,-1.6341157531374702,-0.8956313725999352,-0.9305288112841403,-4.560214728553037
SIK2,-0.10964490374258953,0.07079856614342082,0.46126506996079675,1.7608831228347506,0.048378724962790054,-1.275601761613872,-1.0283490782064253,1.228839980802402,-0.532627996020336,2.5520691685549473,inf,-0.3261423510470156,0.46368625810214414,inf,0.14650434726363534,0.052443661463861854,-2.237797114334767,0.010881998521952938,-0.004924679011227449,-1.0549330571849564
SOD1,2.4499064087805063,3.409915417756609,0.9524423507654787,1.4726811060674936,0.9444660092077998,0.22944813116456245,-0.5617812782875011,-0.34691166671881235,-1.5553108159757594,1.9161227391149858,,0.336755701287345,0.2583063981218274,-0.48224645654441295,-0.6694567773747616,-0.36168298795778686,-1.008315268211997,-0.7596361553552786,-0.20409076368595616,0.15727079750597386
SOD2,1.1250471673022129,0.25662577148499843,-1.8706444701426053,-1.1092726447813204,-2.8419699651196937,-1.9853687386891508,-2.3026634408029545,-0.5087457695235591,-1.1247034223525465,0.05384891816914912,inf,-0.3732823522284353,-2.3003635693971307,-2.7041604513996447,-1.78219025552919,-0.6848261953279415,-2.637719953292722,-1.868208677134561,-2.806226749560021,-4.436218773392616
SOD3,0.5483065460174087,0.4873475323398665,-1.361670857407736,-0.17335697140543138,-3.2600162142708795,-0.6908959566091186,-2.4414870445697923,3.86992744606047,-0.29220025637483976,2.086047740557301,inf,1.100921017038826,1.0876093348913456,-2.296690803388335,-0.07030704180951264,-0.06303355595607602,inf,-0.4530651012378374,-0.5697092977947532,inf
SRC,-0.05061131940718083,-2.825478355440236,0.4690219480981922,-0.312421009142982,-4.041375927795537,0.7332338376488323,-2.8919298799798345,-0.3422169178935302,-0.9588290738508417,inf,inf,-0.3122367490217921,1.4354251390229709,-0.016582884195598214,0.0003475117542759318,0.8471247534863585,-1.8321583130581751,1.0565246640776662,-0.016582884195601454,0.29228905786631487
VEGFA,-0.5651575314276349,-1.4733761246184933,1.4041531848774336,0.0688856328233092,0.09274835221892473,-2.7353379820276604,-3.5163259635587356,1.7406149234341795,-0.449066210713303,3.6252065516653285,inf,-3.1901277649645685,-0.38815016415803133,1.057417697248173,1.1518759563906669,0.6442637877708355,-0.4951233257806033,1.164077805232467,-0.6962266380646676,-0.04003064286764719
VEGFB,-0.9955562925043993,0.5788292686908224,1.0661664875599797,2.276152745130549,1.6836763448271614,-0.6100310538170455,-0.20558328131539358,-0.2924638826964363,1.900289048200139,1.626616121920001,,0.7484046023180368,-0.5515915702399482,-2.601545384916755,-0.5257212999133134,-0.620654207864464,-3.4171208137793254,-1.4459756764515168,-0.9837929490779309,-2.430176966604772
VEGFC,1.6880809555743606,0.3908395514865211,0.7637772625814085,0.4822600828795088,-0.13448533218702133,-0.8097732357741588,-0.0077717058952520585,-0.8774263834175932,inf,inf,,-1.769443702544578,3.2227375522029416,inf,1.8665961228654502,0.5390024581240265,-1.609765891721722,-1.2235832551150694,2.9100709662343447,0.22517486200777972
RUNX1,-0.4189342538223704,-1.8534288771808605,0.36892204821820934,-1.7140162455097523,-5.68292195688306,-0.2246333259911141,-3.3096234617043176,1.4507607019414526,-5.607439216942032,-0.7594423103870752,inf,-1.7631847120728983,0.2721719968272063,inf,-1.2966342260028576,-0.21295231026163675,-3.4510681457026675,-2.5623851685668293,-1.4381912764664804,-0.4110129620685536
SLC22A4,inf,0,inf,0,0,-1.3558990369474637,inf,-0.029429476862642707,2.601885880623634,inf,,-1.9214467959896293,inf,0,inf,inf,0,0,inf,inf
SLC2A1,-0.24468906826489015,-1.5216976072631434,0.1460113100682465,0.10904275929528531,-0.6750537135497267,-2.321937441847395,-1.9305251252924112,0.6532459618026099,-0.024811010974728202,inf,inf,-2.058950319739561,0.8944975432099874,2.5277376320282072,4.535622888375078,2.1024317972955378,0.26470322619441594,4.715016200220786,-0.19273983934943079,4.555095747648669
SLC2A4,inf,3.063264893458016,-1.521397371943689,3.628416918388874,5.1323012085078785,-4.146424875864199,4.000461145933564,0.29249861802472144,8.013877673858183,6.671010241278457,,5.826746053599832,inf,0,inf,inf,0,inf,inf,inf
SLC4A2,-1.3535876145890129,-2.233192513913226,1.2385943104630075,1.5806637869405058,-0.20848591363079694,-0.586612815505172,-2.182137685543848,3.920883399037004,1.8580197845514137,4.086047740557293,inf,0.274950416813871,1.3670959450783227,-0.6686595807752923,-0.282495375159701,0.8731199620192971,-1.2618425883014155,0.017424844388726744,-0.03478747957319531,-1.23425675662952
SLC6A14,0.7462286581775619,inf,-1.756481818012465,inf,inf,3.1708729374054765,inf,-1.0007657186104961,inf,inf,,inf,0.09005901160541938,inf,-3.967084625789293,-6.972750195643355,inf,-6.4134078139950885,inf,inf
MAPK12,-2.2466184871505672,-2.711522166143151,inf,inf,inf,-1.521598327620071,-0.8068937761240346,4.864040602983553,1.9863614017625615,inf,inf,-2.1844812018234228,inf,0,inf,inf,0,inf,inf,inf
PCSK9,0.9131866583469211,inf,inf,0,0,1.4450756195233903,inf,inf,0,inf,inf,inf,-1.2502187460241008,inf,inf,inf,inf,inf,inf,inf
SLC4A11,inf,0,inf,0,0,-0.5365033428353042,inf,0.5555330238585136,inf,inf,inf,inf,inf,0,inf,inf,0,inf,inf,0
ESRRA,-1.1806201503897367,-0.5216976072631433,1.5579215298660767,1.2021521636867711,4.280552167091816,-0.7107268547562233,0.826236007057632,-0.37492604288841114,1.8835934004049582,3.916122739114986,,-1.54705128120813,1.307932570105022,inf,-1.1922975661881265,0.38699936467897045,inf,-1.2235832551150698,2.502646651065375,-1.3597876387133834
EEF1A1,0.31201743242915936,0.004043356421922034,0.3104633266186773,0.4117223829983797,-2.5129969554407503,-0.12048683607988231,-1.9431730596180543,0.6694924136361988,-1.6613439839666662,-0.6373287888609487,inf,0.12739959354465635,-0.2623732993695738,-1.8759845540228006,-0.7715913168225846,-0.6117389867571155,-2.4464474850488336,-0.9834492513913582,-1.9357997985474293,-1.3484723254855444
BDKRB1,inf,0,0,inf,0,0,0,0,0,0,,0,inf,0,inf,inf,inf,0,inf,0
BDKRB2,1.7874643143862277,1.1563742978495004,-2.849378136953313,2.411605529315723,-0.8125572372996579,-1.3912446353903671,-4.114322301316281,inf,inf,inf,inf,1.3546776092846113,0.05437868736431256,inf,2.7711765577867657,2.168164762755714,inf,-0.22358325511506974,-1.389137052152933,inf
