,fold-change control1 case1 lung,fold-change control1 case1 heart,fold-change control2 case2 lung,fold-change control2 case2 jejunum,fold-change control2 case2 heart,fold-change control3 case3 lung,fold-change control3 case3 heart,fold-change control4 case4 lung,fold-change control4 case4 heart,fold-change control4 case4 liver,fold-change control4 case4 kidney,fold-change control4 case4 bowel,fold-change control5 case5 lung,fold-change control5 case5 fat,fold-change control5 case5 skin,fold-change control5 case5 bowel,fold-change control5 case5 liver,fold-change control5 case5 kidney,fold-change control5 case5 heart,fold-change control5 case5 marrow
BATF2,3.0017750035111384,-0.521697607263138,-0.07869192494310434,-2.797847836313226,-2.1344853321870203,3.78016471674431,-0.6548906826789818,1.0998535400823193,inf,inf,,-2.599518701102271,1.3523236210122522,inf,-2.7772600669092755,-1.3678881374844927,inf,inf,-3.067208957265567,inf
ZFP36L1,0.42003417951477656,0.11573231335215407,-0.20421043988575713,0.04051377342942353,-3.0133935152696547,-0.9443733103951003,-2.432636126987522,-0.19022879373618962,-2.2693602711741927,0.26941959224295003,inf,-0.7203385800071677,-1.4301298908535858,-2.3941033050462823,-0.8621301853948408,-1.3866003977466652,-3.5092390157677604,-1.6873594093161683,-3.0548676070638043,-3.6021484762824234
MAPK13,-0.5224485219205719,-1.58778679772091,1.5907331544212329,-0.6723169542293695,-4.593916950824318,-0.19421686923654355,-5.3178556954014145,2.3095721313836597,-5.154266588776417,inf,,-2.576798624602185,1.6749328042440255,inf,-0.24674535021049773,-1.6309225433182892,-1.1947283924428784,-1.8085457558362263,-2.65217145798673,-1.529712640155694
S100A14,0.5824992043495983,inf,0.12996794685136756,-2.3828103370343765,-5.041375927795535,5.696410579546548,inf,2.2223107697846363,inf,inf,,-7.083334478366523,1.498642494732768,inf,2.129630528699241,-2.537813138926808,inf,-3.393508256557385,inf,inf
FGF2,-0.3987091658119083,-0.29930518592669775,-0.8648651160335209,2.119690003494803,-1.4970554115717294,-1.9623730047190993,-2.5983071543126126,-3.262090233652923,-2.1466130162329855,inf,,0.9544169039982582,-1.5967566668930404,inf,-2.6003823048251973,0.6477087175665234,-3.1333278477787405,-2.747145211172082,-1.5907709133225836,inf
CTSB,-0.022425650360336995,-1.0182347825156288,0.2532033601798487,-2.1472566676226927,-3.5446055774855343,1.1177304263573635,-1.6466513967730636,1.3039311896053924,-0.8461454104720835,-0.003182026867230958,inf,0.16611991473344206,-0.4395241844330076,-3.234763054245131,-1.6045255318801366,-0.7637196827240308,-3.157253687024211,-2.6358112208070827,-1.9381670122638277,-3.6077151521569615
COL5A1,-1.055369714067913,-3.5137862162771376,1.5829123392195996,-1.57173999947779,-4.547787780095118,1.3039293520435618,-2.1092033306912663,1.7561621909006517,-0.20045324810302648,0.5098783582941473,inf,-1.7891070301358067,0.43310830548721,inf,-2.2054970639429805,-2.225376493016742,-3.87753821656218,-2.2474299970694367,-1.8081217359484376,-6.875487476997423
COL5A2,-0.826825120002244,-4.490940211697637,1.240004021336521,-1.321409792370235,-5.658047288244031,1.1245336963782628,-2.8995130513988934,0.30477694780315845,-0.5886102161237406,-0.5212825731923092,inf,-1.3655467608709344,-0.4632146838743406,inf,-2.544282894931667,-2.7010144389767263,-5.40232381185125,-5.238533596581045,-2.4971967980103913,inf
MAPK3,-0.16651151958460042,0.2766685315672041,1.3659879694360686,1.1281515822429955,0.12854907364677362,-0.8014844757426274,-0.9415119088303905,1.4445017114697647,1.7679813453718656,inf,inf,0.6090679207091475,1.739468424617916,inf,1.376545269169759,0.5955859864903886,-1.3467314858879271,1.0983448397722944,0.780787949289379,0.018723984540353827
NLRP12,-4.9329991656345324,inf,inf,0,0,-1.1492002509667587,-2.3918562768451914,6.060682942801646,-0.17698666527649845,inf,inf,inf,0.14608188939158268,inf,inf,-3.3678881374844942,0.7121622031656445,-1.2235832551150694,-2.06720895726557,1.9621404561739904
NLRP3,-1.6700386484018848,inf,0.8814005149294921,0.009507085744379718,-3.134485332187019,-4.218663860462824,-6.6321706061788985,-0.2022660737248571,inf,2.7168139308915813,,-4.5537150114891425,1.9452851422758282,inf,2.222739933090724,-0.045960042597127486,0.9751966089994286,-0.22358325511507107,0.2547191376217933,1.6402123612866197
KNG1,0,inf,0,0,0,0,0,inf,inf,inf,,inf,-4.150569067623296,inf,inf,inf,3.19758903033588,-0.22358325511507107,inf,inf
SOCS1,inf,0,-3.1063598726648505,inf,-2.7194478329081773,-0.5374120126649811,-2.976818777566342,-0.29246388269643653,-2.0838772608850156,inf,inf,inf,inf,0,inf,inf,inf,inf,inf,inf
COL4A1,-0.18665852000678754,-1.080558912451533,-0.17145195095509522,-0.9054885595011958,-2.6594230618359607,-1.1468870601053471,-2.0134519701661966,1.1029116660362905,-0.1251378889790998,-3.356204643881379,inf,-1.6015940239835924,0.1389438880582372,-1.8872998672506383,-1.1792075667476805,-0.7642617924983033,-2.965909701947001,-1.0141298894861195,0.161008485027862,-4.552432716655777
COL4A2,-0.7524346192900584,-1.8661113615603204,-0.15422364466936908,-0.42768782915247266,-2.627443518605877,-0.8620088767707904,-1.9035624288142787,1.8443917269608143,1.0297083247693097,-1.4930586400405945,inf,-0.7749028956491513,0.5445552835277142,-1.4637431356163395,-1.2043980148982052,-0.3556167702679364,-2.9284114026197816,-1.2805611959432406,-0.00136503551189289,-3.780312763630652
SERPINB9,-0.5634782644090666,-2.0762864589407797,-1.5959010825965783,-2.250360041010732,-5.8349250503281125,-1.340489460282435,-3.194049493787018,-1.2100017225044677,-2.849412007248001,inf,,-2.464589121016165,0.7562471939900234,-0.7941904628591518,-2.362222567630436,-0.3678881374844957,-1.3873734703852751,-1.8085457558362263,0.048268260154361496,-2.944750139434538
C3,1.7095495287945186,2.8730199076361114,0.3270285807407374,0.5445836635935941,-2.0243844906727677,1.2152976709111494,-0.9035250184584462,0.9362367911082287,-1.5747880743521376,3.0592476812135803,inf,1.2885646259160644,1.2448958418614198,inf,-1.0013408383984943,0.6194008107659494,-0.4471713870089533,-2.188576805287151,0.25775319771142513,-4.266678234321898
CSF1,1.1164771799657973,-0.7401211263966391,0.8105201930362196,0.5114802217945015,-0.8506923661864288,-1.428386112776785,-2.0576498521793924,1.1246569310828973,-1.1418659832904086,inf,inf,-0.5747153101016927,-0.5219915797154583,-2.732789918195008,-0.9257825916193674,-0.8470559741830552,-3.1333278477787356,-1.7471452111720835,-0.770591950907397,-2.1829098766292967
CSF1R,0.13784881883877845,-0.1265596654219982,1.2128715325473622,-0.48889759542407557,-7.200574522644793,0.11784258217847163,-4.308332921282905,3.3841290934902917,1.210402521888127,inf,,0.5572068025851917,1.6699078361015485,inf,0.5446680279780824,0.5454002293221745,-2.5166564873302475,-0.9605488492812806,-0.5146679342367977,-4.266678234321894
CSF2,0,0,0,0,0,inf,0,0,0,0,,0,0,0,0,0,0,0,0,0
CSF2RA,-2.579205617461039,-2.0135507035928115,-0.19305858363593775,-2.690932632396712,inf,-0.6780765080849037,-3.5617812782875067,4.727884762695367,inf,inf,,-3.058950319739565,0.5010051159355351,inf,-1.7772600669092806,-2.268352463933584,-2.83215831305818,-3.0309381771726756,-1.8745638793231787,-0.70771094213369
CSF2RB,2.0767325749930694,-1.8436257021504994,0.3306941277301504,-1.176359459566961,-4.834925050328116,-0.5394455222142694,-1.8003211222005475,5.2435890175437745,inf,inf,,-1.5064092967107878,-0.12590973655087362,inf,-0.9147635906592129,-0.6573947546794805,-4.069197510359022,-3.6830148737523687,-2.7192856538452617,0.8246369324240478
GATA3,inf,inf,0.21987606370597904,-0.21288533559207307,-2.1344853321870185,-1.4484797479427782,-2.08785008995509,1.29249861802472,0.8230133347235031,inf,,inf,inf,inf,inf,inf,inf,0,inf,0
IL17A,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
IL18,2.179660580118911,inf,0.1940441433378194,-4.119775931200588,-4.4564134270743825,2.121763901008475,-2.0699281819578266,-0.8399516779989247,-4.009876679441235,inf,,-3.847446214545846,-0.3495382626229116,inf,-0.12190823829671919,-2.2303846137345573,inf,-3.545511350002428,-4.389137052152938,-1.5117907321584285
IL18BP,2.85670489481567,-0.769625120706726,-1.5236641485020996,-1.8909572407047055,-3.5495228314658633,-1.0153394806487284,-2.6967108583736112,-0.19292820914551415,-1.9843415873341004,inf,,-0.7439086104374399,1.7737591150608056,inf,0.3926649345330318,1.5628492000783936,-1.0248033910005745,0.09834483977228978,0.8869873531213026,-1.3597876387133834
IL18R1,0.3636546726999758,-3.029492247461837,0.49877724159672804,-4.257279454950528,-2.4784397334043837,-3.938691647100533,-6.146743779008655,-1.8308837974805656,inf,inf,,-3.7932904444989473,-0.9183031373740282,inf,-3.016726001604667,-2.567825707993247,-3.5597252092221283,-4.632974191252771,-2.721712391239802,-2.376861152072318
IL1B,-0.9319841816292891,0.6709474706792614,inf,inf,0,-2.5419142312238447,inf,-0.29246388269643825,inf,inf,inf,inf,-3.3794146897671027,inf,-4.362222567630434,-4.952850638205653,-3.194728392442881,inf,inf,-2.944750139434531
IL1RN,-0.05955673073558635,1.2766685315672126,0.36416765160306364,inf,inf,-1.412790373089881,inf,-0.029429476862642374,inf,inf,,-2.506409296710785,0.9852066179547659,inf,1.8857049458131527,-2.367888137484495,-1.194728392442881,inf,inf,-1.9447501394345312
IL32,3.762979124435565,2.1887957755418745,2.0300504050315906,-1.4499245328929196,-1.7865620287667154,0.10325722483218704,-2.9615520209130364,1.5345734052228683,-2.555498288530232,3.2924986180247204,,-3.2999584192433584,0.8177439925905198,-1.2092279621379929,-2.3178284482719778,-1.7240319477097683,0.9751966089994322,-0.9016551602277073,-0.6409442025634673,-3.3597876387133794
IL6,-2.1278033852904956,inf,-1.4991357604715339,-1.7978478363132293,inf,-2.7043587145839463,-2.654890682678985,-3.514856304032884,inf,2.8636553192208516,,inf,-2.5780080702090475,inf,1.0403631906021553,-0.19796313604218138,-2.1243390645514784,-4.545511350002433,-1.9297054335156343,inf
IL6R,0.518063189409023,0.33782116918702815,0.7442531883453658,-0.2953474957840376,-1.195885876851161,-0.9944199839074465,-3.485832425054207,-1.9733954419483175,-4.835198148028295,0.01279875852666183,inf,-1.672767683132907,-0.3058047080219383,0.018182533965074025,-0.6429589751976881,-1.5159867764736308,-3.1599629742822026,-2.5811352597331503,-1.9984962071815542,-0.6729455239730102
IL7,3.277324352807575,inf,0.581815130716574,-0.7978478363132262,inf,1.9554749031577936,inf,inf,inf,inf,,inf,inf,0,inf,inf,0,inf,inf,inf
ITGB2,2.520830266845421,0.41417205531714224,1.1486082691574704,-1.7586772390325556,-6.317707156242798,0.8831511754203326,-3.225206407435737,2.893836947699722,-1.0335381556751408,inf,,-0.7669754469538285,0.4286514881666962,inf,-2.379924569363894,-1.9310242757524747,-1.9229237769813567,-3.9961727590119973,-2.696840507320457,-0.10262979921624943
STAT6,0.23846710011226224,-0.3968357235872373,0.9215260490127322,0.4564693524194593,-1.6515437684063727,-1.0179218250499746,-3.237118215678901,-0.40881466662255966,-1.5038873528321728,inf,inf,-0.6528920519780603,0.5690118031249606,-3.794190462859151,-0.7328659475508241,-0.5140587856273894,-3.024803391000567,-2.1081060376951317,-0.7756545114217275,-0.6968226259909508
TGFB1,0.239371953647714,-2.8315528698499275,0.4526618549684671,-1.2659966720516298,-2.8090850453928526,-0.4880723924583415,-2.639123366820665,3.879153429838329,-1.1909570057507108,2.843191216661132,inf,-0.3230010659048495,0.2913104832482442,inf,-0.8236529723937288,-0.9643097535807151,-2.269690450124102,-0.9727751516145354,-1.5130087103151042,0.15661057552470967
TGFB2,-0.521693831643588,inf,3.6495818458706206,3.202152163686775,inf,1.3541169307364318,-0.6548906826789772,4.886679648775256,1.3050986548043588,inf,,-1.9780303243559965,-0.3945081386122703,inf,-1.9996524882457272,-0.9273155460985136,-3.417120813779327,-3.030938177172675,-0.2896013786020176,inf
TGFBI,-0.9297594848355504,-0.37369644437558674,2.181125750841041,-0.24145448778884002,-3.484982579271154,-0.04601184701954004,-2.1278265656660285,-0.3397695974747954,-1.3530481925207636,inf,inf,0.3207541064269965,1.3300578665473497,-2.9096676802790884,0.8397128287145001,0.9372966935682854,-2.310205609862817,-0.3390604725350063,0.07155511269027987,-0.9727645156041347
TGFBR1,0.046942960853788546,0.24800477331506926,-0.6154055220308686,0.01928810653696406,-3.067371136328485,-1.6419260124407375,-2.4138825831751896,1.0202456821615462,-1.0684832364327816,0.3763894923868277,inf,0.21438500678427394,-0.7275269763430076,inf,-0.7772600669092777,-0.2354378414608475,-2.850773991225521,-2.754097971813855,-1.5977236739643526,-0.38780201488297866
TGFBR2,0.6304749249958309,0.03589392194187516,-0.08425816610521415,0.26975024183758417,-1.2166343735408918,-0.9706306815551675,-1.272396556664458,1.2200901224966738,-1.049510138877667,-1.8107891903872924,inf,0.08610001306372211,-0.3897617683012025,-3.296690803388335,-0.6552695425306673,-0.8332991592784578,-3.7430324225851854,-1.6816894762857946,-0.8037326169694792,-3.0549330571849573
TNF,-4.624876870272205,inf,inf,0,0,inf,0,0,0,0,,0,-2.188417662767415,inf,-1.777260066909277,inf,inf,inf,inf,-0.3597876387133739
TNFAIP1,0.7564844513026784,0.398575200266124,0.3875625929522943,-0.02525833241629213,0.03543966925529469,-0.7552353034578365,-0.36538406548399605,2.9810375221884238,0.35822711133621454,0.9845097140952351,,-1.82658760964819,1.5926022909267683,inf,0.7773287847683572,0.2170743632366613,-1.2878377968343577,-0.22358325511506547,1.765681056899171,-0.7748251379922225
TNFAIP2,-0.787604812777069,-2.021543494346347,-0.08893700228045272,-0.6645813054497604,-2.001218801323557,-0.20887840015519427,-2.355330400820076,4.721905359538701,0.3114877525982066,4.13044185991575,inf,-0.3141164822400208,1.7999598048145795,0.4688439429746426,0.24066184108798166,-0.7590788948089737,-2.3467314858879336,-1.1531939272236755,-0.25985403520796974,-0.7748251379922252
TNFAIP3,-0.1940418646469422,-2.1691560337180587,-0.09652241753704413,-1.5348134304794312,-4.3633040226829,-2.824111591982229,-5.387751878512456,-1.5730511822029032,-5.340217014144808,inf,inf,-3.824149594634716,-0.7076537869139924,-2.1040457254459404,-1.4822532713372039,-1.0927808993501258,-1.7766632004664706,-1.989118001478046,-3.3181705307987883,-3.5541656838802274
TNFRSF10B,-0.9222252764750374,-0.3713633341787087,0.8644070871137421,-0.14073554983623024,-0.19106886055338743,-0.42867201916558356,-1.795371906228815,-1.8384322518017253,-1.9902478726923074,-0.10377681832271622,inf,-2.467415165094919,-0.9690342108476272,-1.6354927168400961,-2.0335998201690626,-1.6242278907442838,-3.7141025515364547,-1.7429574142086497,-0.9856790717689717,-4.786052393415478
TNFRSF10C,-1.1877991330248994,inf,2.149131825315083,-1.7978478363132262,inf,-0.7271832587618049,-5.940292901541232,-0.22207455480504243,inf,inf,,-3.92144679598963,2.337194121776463,inf,0.22273993309072643,0.21707436323666432,inf,1.3613792456060876,-2.067208957265569,2.8101373627289323
TNFRSF10D,-0.27063994160159816,-1.106660107984304,1.4209487614468388,0.6615837823240708,-2.1344853321870203,-1.5118854254348386,-2.6548906826789875,-4.262090233652922,-0.8095780289554114,2.116421389600814,inf,-1.9841825513375984,-1.3302125800776645,inf,-1.9147635906592129,-0.30375780006478414,inf,-0.6830148737523628,-1.2787130624592828,inf
TNFSF10,4.034936785480558,1.893339892015703,0.16212896326105453,-2.797847836313227,-3.3975197380208133,0.5745285523600345,-2.4341220038222007,2.398698021856643,-4.346911666718813,inf,,-0.8152473921577041,1.2711982219033986,inf,0.8748166296704102,-0.8898408406798545,-4.417120813779332,-0.12404758156416117,-0.2598540352079719,-1.5821800600498306
TNFSF14,3.9729522484528497,3.670947470679261,3.351737624752723,2.78711466440793,0.4504771685341359,-1.6611540599990287,-4.355330400820072,-2.58197049989142,inf,inf,inf,-0.3040628175760961,inf,0,inf,inf,inf,inf,inf,inf
TNS4,0.9528846130203299,inf,inf,0,0,1.2780229343323815,inf,-2.514856304032882,inf,3.863655319220854,,inf,inf,0,inf,inf,0,0,inf,0
SERPINB1,0.9732697478209615,-2.788484147958035,-0.5193332245996868,-2.520313860784317,-3.271988855936955,-0.05325568621121028,-2.684037028338499,-1.2352390140034863,-2.2084907151778777,0.2363820136417323,inf,-1.3902907389642662,0.3117154799032678,inf,-1.777260066909277,-1.6819967279125592,-1.3259729257211337,-3.1621827104509257,-0.8094111997979243,1.4742024098476922
MSN,0.4500351661346038,-0.5909414844862767,-0.31878774102596835,-0.9814888308725632,-3.018566044887454,-1.0708841936976854,-2.532798884561895,1.053239239996715,-0.1793369699628374,-1.4314029414378582,inf,-1.0508801926396487,0.06890447946360731,-1.353617871473172,-1.0338682035836388,-1.1473370629722137,-2.9576891951420303,-1.9016551602277094,-0.858684265657029,-1.174676233456391
TRIM27,-0.09142020205444902,-1.5769800427643323,-0.020800920602370158,-0.7572058518158788,-2.093843347689673,-0.4543657235207838,-2.738954947467458,2.304882342480552,-0.631843482668726,2.3979917468720373,inf,-1.5506091006213198,0.16955833431426237,inf,-2.19229756618812,-1.0459600425971278,-3.609765891721726,-2.2235832551150674,-1.0975826063090839,0.009446170952341036
BST1,1.7175621916671486,inf,0.6458406883770624,inf,inf,-2.313243966438686,-5.512871677806557,-1.0294294768626426,inf,inf,,-2.9214467959896293,1.6588910390025828,3.3757345385831607,-0.7772600669092717,-0.19796313604218096,0.39023410827827437,inf,-3.067208957265567,3.6402123612866206
ENOSF1,-1.571239184931104,-1.8070998261253843,0.11389601543058313,-1.5348134304794325,-2.6084165205194325,0.5874422783822796,-1.2738005153234733,1.31435805198846,-3.2104096668139457,0.637587239741006,inf,-1.0182318585245098,1.6167635722044482,1.205809537140846,0.9045639730644666,0.9297924111561903,-1.6097658917217221,-1.00119083377862,0.5766472325091513,1.340652079427712
ARHGEF26,-0.35821904276853167,-1.2586632014293475,0.7793488491853537,2.188212972728894,-4.834925050328116,-0.6744401608096042,-5.677258495707435,4.065088121921648,inf,2.501085239836144,inf,2.39042763423381,0.3663387183537553,inf,-1.5362519674054818,1.4394667845731086,-4.069197510359022,-3.6830148737523687,-1.2787130624592828,inf
CDH3,2.266530464499055,inf,2.919614149518912,inf,-2.7194478329081773,inf,0,4.667538049371645,-0.2549891772777695,inf,inf,-3.599518701102267,1.297769245099622,inf,1.1769362434775967,-3.367888137484495,inf,inf,inf,inf
CD44,1.1447715550722837,-1.5514449506571968,-0.30620256368606114,-0.9374222853210954,-6.895297668307594,-0.4211461486214152,-5.389793810388301,-0.8868250814198471,-3.0192753774434893,inf,,-0.732449495062376,-0.6759322167699833,-2.042117976302737,0.40665820661253516,-0.8417607380266564,-3.9401555653572786,-2.7834547748733915,-2.29030461772922,-2.238481342491246
ITGA3,-1.0472590960834007,-5.104780374766074,0.5175747824916218,-2.2758951331178725,-2.960455932411973,-0.16881709469943335,-3.5479754787624684,1.8356999984981952,-1.938627068256075,inf,inf,-3.077135792136346,1.6239104089953063,-2.8239378062532037,-1.4146899875245675,-1.773144615970755,-4.224475735836936,-0.2837042475526406,-1.6158296109230097,-4.97449748282859
ITGAL,2.0950620773067836,0.4783023927368636,2.0085815160580736,-2.6052027583708313,inf,0.2097262712139074,-4.599749128486522,5.341742137044572,inf,4.501085239836146,,-2.769443702544578,0.8239042882759561,inf,-2.5427948132722507,-1.5011546683479542,-2.1122662322509,-3.3110460963654025,-2.832743703628542,1.2531892381773788
RHOG,0.896894302590965,0.045342985460756206,-0.7706575344699573,-2.312421009142983,-3.6490585050167783,-0.592755046508761,-1.774189611051336,0.43451762289714807,0.4984645396770053,inf,,-0.6501447741722347,-0.6424549924076524,inf,-1.5708091894418492,-1.4833653549044323,-2.1402806084205044,-3.924022973256161,-2.519721161963079,-0.6007957382171755
DNM1L,-0.11823077842670465,-0.6815689440415302,0.8382393520404081,0.744679398087532,-2.198615669606734,-0.34687927831379917,-1.3393888569510481,2.083911996213301,-1.4360547363252854,inf,,0.1982924482844639,0.668517762758984,inf,-0.8566945344036782,0.0342103060868519,-2.247195812337013,-0.8610131757303584,0.3251084655131905,-0.16714256077098372
RIPK1,-0.6343339381053995,-1.4851717312380242,0.9687059424360251,0.8498504197558941,-2.2340210057379326,-0.37817582915100334,-0.7836239968011859,-0.8627796074531882,-1.6908958686042117,inf,,-0.5137888270763807,0.07496556323306004,inf,-0.935957812928332,-0.6674484193434034,-5.194728392442878,-2.4866176609488617,-0.008315268211998907,-0.7748251379922252
IKBKG,-0.24939177058766507,-0.42858820287165733,inf,inf,inf,0.15157144487369234,-1.6548906826789846,1.2924986180247258,-0.4989147601638608,3.7641196456699384,,inf,2.665204176940553,inf,1.3926649345330349,1.8800393759590899,1.712162203165643,-0.22358325511507107,1.517753543455584,2.640212361286621
PNRC1,0.28987837913496883,0.6251437810661316,-0.2631920753581678,0.4822600828795074,-2.0158408356883992,-2.0363732788991933,-3.202009832255469,1.2349475954625622,-0.20482638253967486,3.357119465456508,inf,0.6240246537143599,-1.0774885989561658,-1.0672089572655687,-0.8451641314110833,-0.5534437906405768,-2.2453544655128495,-1.5372437340188292,-1.6092856451335509,-2.445179129944024
HLA-DQA2,inf,inf,inf,0,0,1.3627452765712185,inf,1.2924986180247215,inf,inf,,inf,-5.746446362676596,inf,inf,inf,inf,inf,inf,inf
HHLA2,1.0958186607984801,inf,-3.5213973719436926,inf,inf,inf,inf,0,0,0,inf,0,-0.6162775488210478,inf,inf,inf,inf,inf,inf,inf
HLA-A,0.8714218837562528,-0.6230708390433328,0.15510355469033058,-1.2546363487928118,-3.8562460547418937,0.13036707912006665,-2.2862945282903393,1.9198484287100945,-0.5371206410100684,-1.0971740834984733,,-2.0730822769875696,1.3791172933249074,-4.248146951430301,-0.8532830508643172,-1.0871350058298017,-2.2911328763959418,-1.2967179597452825,-1.5136709092897873,-0.35431250864723
HLA-B,1.6820320875007664,0.14661132890960027,-0.4808405408960618,-2.8311239911875252,-5.200182964753697,-0.006377382957168667,-2.2453883314813683,0.66436428316199,-1.578556483592765,-1.6418727140059,,-2.2329215568811778,0.7454786486528743,-1.4571554755815832,-1.0983974273066386,-1.2938875560407195,-2.46537598238655,-1.5726574920155578,-1.6286359435259408,-0.5167206199363749
HLA-DOB,inf,0,0.7956906200160747,inf,inf,inf,0,2.29249861802472,inf,inf,,inf,-0.4713849588384432,inf,-0.7772600669092772,-2.367888137484496,inf,inf,inf,-0.3597876387133739
HLA-DRB1,3.2339189480708828,1.596358154258574,-0.42351490364561944,-3.498287554454321,-4.571890644494318,0.757277212270829,-2.710743917412501,1.9705705231373576,-0.5130450889987473,inf,,-1.9214467959896322,2.4367237529861074,inf,0.08288226950776137,-0.23323861078971306,-1.885400334335151,-0.6178621942271156,-0.13955980149025482,-1.9764589991618777
HLA-E,1.0918799774135677,0.2559099714004137,-0.17488878903523847,-1.4800476270485428,-2.4824086356073285,-0.82009795928484,-2.2109857688411547,2.2010599666177533,-0.4349795337865404,1.2397215869868632,inf,-0.8097036300259832,0.6360783208549032,-2.577297838670077,-0.7512960480735804,-1.2798089793685852,-2.856820367292441,-1.2411558845630182,-1.5897887828532775,-1.0782420561820556
HLA-F,0.462346313696684,-0.8516184929040327,-0.021902792020794388,-3.0457753497568096,-4.797450344909449,0.15079214179632103,-2.699284802037439,5.663808546973587,2.0298257445924928,1.8636553192208518,inf,-1.8219111224387161,2.2679530336118274,inf,0.3819385279399745,0.20095469787338144,-1.3467314858879302,-2.5455113500024322,-0.9297054335156371,1.1595865203801974
HLA-F-AS1,0.9154775891110751,inf,inf,inf,inf,-1.4958411721740519,-2.654890682678982,-1.8774263834175897,inf,inf,,-1.1844812018234194,inf,0,inf,inf,inf,inf,inf,inf
HLA-G,0.489596751333299,-0.8070998261253881,-0.6321525968680209,-3.9677728377555392,-4.304410333629332,-0.009573505804309768,-4.561781278287503,4.853213572499199,-1.4989147601638597,inf,,inf,2.490209295538802,inf,0.22273993309072343,-1.3678881374844927,inf,-0.22358325511506527,-3.067208957265567,inf
HLA-H,2.3949029946893186,1.4079130648454588,-0.6536711251806449,-3.4417040260879563,-4.778341521961747,-0.5243274723022848,-3.8919298799798385,4.274351271314462,0.3192469168503284,inf,,-1.336484295268474,1.421940423678608,inf,-0.8386606115734214,-0.9084565188471988,-0.1072655511925408,-1.8085457558362263,-0.8448165359291242,0.05524986056546543
HLA-J,-0.9164950165215475,inf,inf,0,0,1.5863756509108935,inf,0.29249861802471827,inf,inf,,inf,0.8798524166852352,inf,-0.7772600669092717,-1.3678881374844927,inf,-0.22358325511506527,inf,-1.359787638713372
HLA-L,0.3670532916152562,0.018870774099565293,-0.524852930579911,-1.0202402576496727,-2.3568777535234693,-1.7877449792417863,-3.496192936659925,-1.2518218981990923,inf,inf,inf,-1.4068736231598724,2.521028193005522,inf,1.030094855148325,1.539002458124025,-0.6097658917217235,1.7764167448849308,0.9327910427344296,0.6402123612866196
IFI30,-0.8881545342679845,inf,0.12475793392062275,inf,inf,-2.533102380790811,inf,0.3596128138832576,inf,inf,,inf,1.0430484755894749,inf,-1.7772600669092755,-1.3678881374844927,-0.6097658917217218,inf,inf,-0.3597876387133788
FGFR1,-0.5503615775339733,0.1669694130886961,1.3287440174556213,2.9975674724328565,1.3548995085519075,-1.5093013059080387,-1.0806545885508856,-0.7075013819752791,0.7834990318235161,-0.557808449217424,inf,-0.39370916396142236,1.143931322514729,-1.794190462859149,1.1534772706536118,1.5667856146375638,-1.107265551192538,0.7150162002207892,0.7907720378620027,-0.24431042129344335
FGFR2,-1.7090150730261648,-0.0762864589407835,0.015149811972161547,1.2021521636867707,inf,2.0184689976667864,-2.239853183400137,-0.8229785993952167,-2.8774263834175895,inf,,2.8699665821989537,1.136714064662976,inf,0.08072092821829048,1.9540399574028675,-1.0248033910005652,-0.22358325511506547,inf,inf
FOS,-0.6915692160690098,-2.062579039520181,0.8609609243391445,0.4278649433148323,-5.5037191418527405,-3.216930500630797,-4.493394303307246,-1.2245598181946324,-1.3695010584014744,0.29597080993153096,,-3.515126513811894,-0.6885978432551996,inf,-0.02822164044249265,-2.4945215760155093,-3.5976930594211476,-4.533438517701856,-2.4701736242438415,-2.86228797924256
ICAM1,1.4305775744329547,-4.132722404570492,-0.26385295644117807,-2.8853106775635653,-7.221948173437364,0.17271280114567975,-2.6867395487183203,0.7469507984169065,-3.065619231368234,inf,inf,-3.4366209665539187,-1.3819109453974856,-1.7506011943114819,-2.6830447252916314,-2.3242988689368183,-3.2036065437893373,-3.1128797907088552,-3.772080921721927,-5.1235532922233045
JUN,-0.46777999451694224,-0.5345216476207271,0.8399777309452249,0.05277453964854795,-0.5574280295512078,-2.4208782366354717,-3.04942252652319,2.3356921351280375,0.5683516963453775,1.9985848993069555,inf,-2.236320133343045,-1.0563358949376684,-1.4160795325786681,-0.4647374782563666,-1.7846627772993966,-2.4015799628835492,-1.8454723248345877,-2.2680617870847977,-3.4735298047625704
JUNB,-1.271006600861257,-1.329052529320745,0.9717995744019905,0.5904227534028325,-0.9000200785499982,-2.102511901324886,-2.9807126936708364,-0.2158426010935215,-1.4075321004918444,inf,,-2.2654011972069936,-1.653667289280424,inf,-1.7082184224796262,-1.8604043894410556,-2.3279949233063437,-1.4697438423844669,-1.3217817843511692,-2.7842854672412893
JUND,0.8806798139768195,0.9823448980744507,-1.4581476663479838,-0.004298713780650267,-1.4911788452350552,-1.2256153830831003,-2.5639170226314927,4.016114658531907,2.8721227406255676,4.838120227113713,inf,-1.0925587123823834,0.35784860526664697,-4.231595775166444,-1.8223479564378111,-2.7178306085414476,-3.82477878269257,-1.2686711446435983,-1.9196517688517079,-2.6817157336007384
